OCCULIST,HRSPERWK,WKS_WRKD,EMPLTYPE,MARITAL,HISPANIC,WHYNOWRK,MEMBRACE,SEX,HRSP_RWK,WKS__RKD,EMPL_YPE,HISP_NIC,WHYN_WRK,OCCU_IST,NEWID,AGE,AGE_,ANGVX,ANGVX_,ANPVTX,ANPVTX_,ANRRX,ANRRX_,CU_CODE1,EDUCA,EDUCA_,GROSPAYX,GROS_AYX,GVX,GVX_,IRAX,IRAX_,JSSDEDX,JSSDEDX_,MEMBNO,PVTX,PVTX_,RRX,RRX_,SCHLNCHQ,SCHL_CHQ,SCHLNCHX,SCHL_CHX,SLFEMPSS,SLFE_PSS,SS_RRX,SS_RRX_,SUPPX,SUPPX_,US_SUPP,US_SUPP_,WAGEX,WAGEX_,SS_RRQ,SS_RRQ_,SOCRRX,SOCRRX_,ARM_FORC,ARM__ORC,IN_COLL,IN_COLL_,MEDICARE,MEDI_ARE,PAYPERD,PAYPERD_,HORIGIN,RC_WHITE,RC_W_ITE,RC_BLACK,RC_B_ACK,RC_NATAM,RC_N_TAM,RC_ASIAN,RC_A_IAN,RC_PACIL,RC_P_CIL,RC_OTHER,RC_O_HER,RC_DK,RC_DK_,ANGVXM,ANGVXM_,ANPVTXM,ANPVTXM_,ANRRXM,ANRRXM_,JSSDEDXM,JSSD_DXM,JSSDEDX1,JSSDEDX2,JSSDEDX3,JSSDEDX4,JSSDEDX5,SLFEMPSM,SLFE_PSM,SLFEMPS1,SLFEMPS2,SLFEMPS3,SLFEMPS4,SLFEMPS5,SOCRRXM,SOCRRXM_,SOCRRX1,SOCRRX2,SOCRRX3,SOCRRX4,SOCRRX5,SS_RRXM,SS_RRXM_,SS_RRX1,SS_RRX2,SS_RRX3,SS_RRX4,SS_RRX5,SS_RRXI,SUPPXM,SUPPXM_,SUPPX1,SUPPX2,SUPPX3,SUPPX4,SUPPX5,SUPPXI,WAGEXM,WAGEXM_,WAGEX1,WAGEX2,WAGEX3,WAGEX4,WAGEX5,WAGEXI,SS_RRB,SS_RRB_,SS_RRBX,SS_RRBX_,SUPPB,SUPPB_,SUPPBX,SUPPBX_,WAGEB,WAGEB_,WAGEBX,WAGEBX_,ASIAN,ASIAN_,OCCUEARN,PAYSTUB,PAYSTUB_,SEMPFRM,SEMPFRM_,SEMPFRMX,SEMP_RMX,SMPFRMB,SMPFRMB_,SMPFRMBX,SMPF_MBX,SEMPFRM1,SEMPFRM2,SEMPFRM3,SEMPFRM4,SEMPFRM5,SEMPFRMI,SEMPFRMM,SEMP_RMM,SOCSRRET,SOCS_RET,WKSTATUS,VETERAN,VETERAN_
03,60,52,1,1,,,2,1,D,D,D,A,A,D,04850121,54,D,,A,,B,,A,1,8,D,5100,D,,A,,C,10634,D,1,,C,,A,,A,,A,1071,D,,A,,A,2,D,125000,D,,A,0,D,2,D,3,D,,A,6,D,2,,A,2,D,,A,,A,,A,,A,,A,,A,,B,,A,10634.0,D,10634,10634,10634,10634,10634,1071.0,D,1071,1071,1071,1071,1071,,A,,,,,,,A,,,,,,100,,A,,,,,,100,125000.0,D,125000,125000,125000,125000,125000,100,,A,,A,,A,,A,,A,,A,,A,103,2,D,1,D,7000,D,,A,,A,7000,7000,7000,7000,7000,100,7000,D,2,D,1,,
02,40,52,4,1,,,2,2,D,D,D,A,A,D,04850121,52,D,,B,,B,,A,2,7,D,,C,,C,,C,4208,D,2,,C,,A,,A,,A,0,D,,A,,A,2,D,,C,,A,0,D,2,D,2,D,,A,6,D,2,,A,2,D,,A,,A,,A,,A,,A,,B,,B,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,57370.8,D,59378,53978,59265,63445,50788,301,,A,,A,,A,,A,08,D,55000,D,,A,102,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,,
03,40,4,1,5,,,2,1,D,D,D,A,A,D,04850121,24,D,,A,,A,,A,3,7,D,,C,,A,,C,0,D,4,,A,,A,,A,,A,0,D,,A,,A,2,D,,C,,A,0,D,2,D,3,D,,A,5,D,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,43960.2,D,45002,65000,20667,39132,50000,201,,A,,A,,A,,A,,C,,B,,A,103,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,,
03,60,52,1,1,,,2,1,D,D,D,A,A,D,04850122,54,D,,A,,B,,A,1,8,D,5100,D,,A,,C,10634,D,1,,C,,A,,A,,A,1071,D,,A,,A,2,D,125000,D,,A,0,D,2,D,3,D,,A,6,D,2,,A,2,D,,A,,A,,A,,A,,A,,A,,B,,A,10634.0,D,10634,10634,10634,10634,10634,1071.0,D,1071,1071,1071,1071,1071,,A,,,,,,,A,,,,,,100,,A,,,,,,100,125000.0,D,125000,125000,125000,125000,125000,100,,A,,A,,A,,A,,A,,A,,A,103,2,D,1,D,7000,D,,A,,A,7000,7000,7000,7000,7000,100,7000,D,2,D,1,,
02,40,52,4,1,,,2,2,D,D,D,A,A,D,04850122,52,D,,B,,B,,A,2,7,D,,C,,C,,C,4208,D,2,,C,,A,,A,,A,0,D,,A,,A,2,D,,C,,A,0,D,2,D,2,D,,A,6,D,2,,A,2,D,,A,,A,,A,,A,,A,,B,,B,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,57569.0,D,55730,66477,54960,54415,56263,301,,A,,A,,A,,A,08,D,55000,D,,A,102,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,,
03,40,4,1,5,,,2,1,D,D,D,A,A,D,04850122,24,D,,A,,A,,A,3,7,D,,C,,A,,C,0,D,4,,A,,A,,A,,A,0,D,,A,,A,2,D,,C,,A,0,D,2,D,3,D,,A,5,D,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,37944.2,D,17877,28662,31545,46688,64949,201,,A,,A,,A,,A,,C,,B,,A,103,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,,
07,30,12,1,1,,,4,1,D,D,D,A,A,D,04850181,74,D,,A,,A,,A,1,6,D,,C,,A,,A,536,D,1,,A,,A,,A,,A,0,D,1409,D,,A,2,D,7000,D,12,D,18690,D,,A,3,D,1,D,7,D,2,,A,,A,,A,4,D,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,18690.0,D,18690,18690,18690,18690,18690,1409.0,D,1409,1409,1409,1409,1409,100,,A,,,,,,100,7000.0,D,7000,7000,7000,7000,7000,100,,A,,A,,A,,A,,A,,A,6,D,107,1,D,2,D,,A,,A,,A,,,,,,100,,A,1,D,1,,
11,40,52,1,1,,,4,2,D,D,D,A,A,D,04850181,56,D,,A,,A,,A,2,5,D,,C,,A,,C,2601,D,2,,A,,A,,A,,A,0,D,,A,,A,2,D,,C,,A,0,D,2,D,3,D,,A,1,D,2,,A,,A,,A,4,D,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,36083.0,D,38554,32809,34606,38205,36241,301,,A,,A,,A,,A,06,D,34000,D,6,D,111,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,,
07,30,12,1,1,,,4,1,D,D,D,A,A,D,04850182,74,D,,A,,A,,A,1,6,D,,C,,A,,A,536,D,1,,A,,A,,A,,A,0,D,1409,D,,A,2,D,7000,D,12,D,18690,D,,A,3,D,1,D,7,D,2,,A,,A,,A,4,D,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,18690.0,D,18690,18690,18690,18690,18690,1409.0,D,1409,1409,1409,1409,1409,100,,A,,,,,,100,7000.0,D,7000,7000,7000,7000,7000,100,,A,,A,,A,,A,,A,,A,6,D,107,1,D,2,D,,A,,A,,A,,,,,,100,,A,1,D,1,,
11,40,52,1,1,,,4,2,D,D,D,A,A,D,04850182,56,D,,A,,A,,A,2,5,D,,C,,A,,C,2601,D,2,,A,,A,,A,,A,0,D,,A,,A,2,D,,C,,A,0,D,2,D,3,D,,A,1,D,2,,A,,A,,A,4,D,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,33771.2,D,33977,30903,39808,32861,31307,301,,A,,A,,A,,A,06,D,34000,D,6,D,111,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,,
