OCCULIST,HRSPERWK,WKS_WRKD,EMPLTYPE,MARITAL,HISPANIC,WHYNOWRK,MEMBRACE,SEX,HRSP_RWK,WKS__RKD,EMPL_YPE,HISP_NIC,WHYN_WRK,OCCU_IST,NEWID,AGE,AGE_,ANGVX,ANGVX_,ANPVTX,ANPVTX_,ANRRX,ANRRX_,CU_CODE1,EDUCA,EDUCA_,GROSPAYX,GROS_AYX,GVX,GVX_,IRAX,IRAX_,JSSDEDX,JSSDEDX_,MEMBNO,PVTX,PVTX_,RRX,RRX_,SCHLNCHQ,SCHL_CHQ,SCHLNCHX,SCHL_CHX,SLFEMPSS,SLFE_PSS,SS_RRX,SS_RRX_,SUPPX,SUPPX_,US_SUPP,US_SUPP_,WAGEX,WAGEX_,SS_RRQ,SS_RRQ_,SOCRRX,SOCRRX_,ARM_FORC,ARM__ORC,IN_COLL,IN_COLL_,MEDICARE,MEDI_ARE,PAYPERD,PAYPERD_,HORIGIN,RC_WHITE,RC_W_ITE,RC_BLACK,RC_B_ACK,RC_NATAM,RC_N_TAM,RC_ASIAN,RC_A_IAN,RC_PACIL,RC_P_CIL,RC_OTHER,RC_O_HER,RC_DK,RC_DK_,ANGVXM,ANGVXM_,ANPVTXM,ANPVTXM_,ANRRXM,ANRRXM_,JSSDEDXM,JSSD_DXM,JSSDEDX1,JSSDEDX2,JSSDEDX3,JSSDEDX4,JSSDEDX5,SLFEMPSM,SLFE_PSM,SLFEMPS1,SLFEMPS2,SLFEMPS3,SLFEMPS4,SLFEMPS5,SOCRRXM,SOCRRXM_,SOCRRX1,SOCRRX2,SOCRRX3,SOCRRX4,SOCRRX5,SS_RRXM,SS_RRXM_,SS_RRX1,SS_RRX2,SS_RRX3,SS_RRX4,SS_RRX5,SS_RRXI,SUPPXM,SUPPXM_,SUPPX1,SUPPX2,SUPPX3,SUPPX4,SUPPX5,SUPPXI,WAGEXM,WAGEXM_,WAGEX1,WAGEX2,WAGEX3,WAGEX4,WAGEX5,WAGEXI,SS_RRB,SS_RRB_,SS_RRBX,SS_RRBX_,SUPPB,SUPPB_,SUPPBX,SUPPBX_,WAGEB,WAGEB_,WAGEBX,WAGEBX_,ASIAN,ASIAN_,OCCUEARN,PAYSTUB,PAYSTUB_,SEMPFRM,SEMPFRM_,SEMPFRMX,SEMP_RMX,SMPFRMB,SMPFRMB_,SMPFRMBX,SMPF_MBX,SEMPFRM1,SEMPFRM2,SEMPFRM3,SEMPFRM4,SEMPFRM5,SEMPFRMI,SEMPFRMM,SEMP_RMM,SOCSRRET,SOCS_RET,WKSTATUS,VETERAN,VETERAN_
10,40,52,4,5,,,2,2,D,D,D,A,A,D,04690611,28,D,,A,,A,,A,1,4,D,667,D,,A,,A,3060,D,1,,A,,A,,A,,A,0,D,,A,,A,2,D,40000,D,,A,0,D,2,D,1,D,,A,1,D,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,40000.0,D,40000,40000,40000,40000,40000,100,,A,,A,,A,,A,,A,,A,,A,110,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,,
,,0,,5,,4,2,2,A,D,A,A,D,A,04690611,23,D,,A,,A,,A,6,4,D,,A,,A,,A,,A,2,,A,,A,,A,,A,,A,794,D,,A,2,D,,A,2,D,1885,D,2,D,3,D,1,D,,A,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,1885.0,D,1885,1885,1885,1885,1885,794.0,D,794,794,794,794,794,100,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,,A,,A,,A,900,,A,2,D,,A,,A,,A,,,,,,100,,A,1,D,,,
10,40,52,4,5,,,2,2,D,D,D,A,A,D,04690612,28,D,,A,,A,,A,1,4,D,667,D,,A,,A,3060,D,1,,A,,A,,A,,A,0,D,,A,,A,2,D,40000,D,,A,0,D,2,D,1,D,,A,1,D,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,40000.0,D,40000,40000,40000,40000,40000,100,,A,,A,,A,,A,,A,,A,,A,110,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,,
,,0,,5,,4,2,2,A,D,A,A,D,A,04690612,23,D,,A,,A,,A,6,4,D,,A,,A,,A,,A,2,,A,,A,,A,,A,,A,794,D,,A,2,D,,A,2,D,1885,D,2,D,3,D,1,D,,A,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,1885.0,D,1885,1885,1885,1885,1885,794.0,D,794,794,794,794,794,100,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,,A,,A,,A,900,,A,2,D,,A,,A,,A,,,,,,100,,A,1,D,,,
07,60,52,1,1,,,1,1,D,D,D,A,A,D,04690621,42,D,,A,7500,D,,A,1,5,D,4000,D,,A,7000,D,7704,D,1,300,D,,A,,A,,A,54,D,,A,,A,2,D,,C,,A,0,D,2,D,3,D,,A,6,D,2,1,D,,A,,A,,A,,A,,A,,A,,A,7338,D,,A,7538.4,D,8289,7306,7169,7007,7921,54.0,D,54,54,54,54,54,,A,,,,,,,A,,,,,,100,,A,,,,,,100,97842.6,D,107658,94804,93008,90899,102844,301,,A,,A,,A,,A,10,D,100000,D,,A,107,2,D,1,D,350,D,,A,,A,350,350,350,350,350,100,350,D,2,D,1,,
03,37,52,1,1,,,1,2,D,D,D,A,A,D,04690621,40,D,,A,,A,,A,2,6,D,1300,D,,A,,A,2655,D,2,,A,,A,,A,,A,54,D,,A,,A,2,D,,C,,A,0,D,2,D,3,D,,A,6,D,2,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2710.8,D,3013,2511,2482,2870,2678,54.0,D,54,54,54,54,54,,A,,,,,,,A,,,,,,100,,A,,,,,,100,34734.8,D,38688,32117,31742,36820,34307,301,,A,,A,,A,,A,06,D,34000,D,,A,103,2,D,1,D,350,D,,A,,A,350,350,350,350,350,100,350,D,2,D,1,,
,,,,5,,,6,2,A,A,A,A,A,A,04690621,6,D,,A,,A,,A,3,,A,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,,,,,,,A,,A,,,
07,60,52,1,1,,,1,1,D,D,D,A,A,D,04690622,42,D,,A,7500,D,,A,1,5,D,4000,D,,A,7000,D,7704,D,1,300,D,,A,,A,,A,54,D,,A,,A,2,D,,C,,A,0,D,2,D,3,D,,A,6,D,2,1,D,,A,,A,,A,,A,,A,,A,,A,7809,D,,A,8018.4,D,7444,8263,7286,8604,8495,54.0,D,54,54,54,54,54,,A,,,,,,,A,,,,,,100,,A,,,,,,100,104116.4,D,96601,107319,94548,111774,110340,301,,A,,A,,A,,A,10,D,100000,D,,A,107,2,D,1,D,350,D,,A,,A,350,350,350,350,350,100,350,D,2,D,1,,
03,37,52,1,1,,,1,2,D,D,D,A,A,D,04690622,40,D,,A,,A,,A,2,6,D,1300,D,,A,,A,2655,D,2,,A,,A,,A,,A,54,D,,A,,A,2,D,,C,,A,0,D,2,D,3,D,,A,6,D,2,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2827.6,D,2906,3019,2939,2850,2424,54.0,D,54,54,54,54,54,,A,,,,,,,A,,,,,,100,,A,,,,,,100,36259.8,D,37283,38761,37714,36549,30992,301,,A,,A,,A,,A,06,D,34000,D,,A,103,2,D,1,D,350,D,,A,,A,350,350,350,350,350,100,350,D,2,D,1,,
,,,,5,,,6,2,A,A,A,A,A,A,04690622,6,D,,A,,A,,A,3,,A,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,,,,,,,A,,A,,,
10,35,50,1,1,,,1,1,D,D,D,A,A,D,04690661,80,D,,A,933,D,,A,1,4,D,420,D,,A,,A,3917,D,1,10,D,,A,,A,,A,918,D,1240,D,,A,2,D,39200,D,12,D,16662,D,,A,3,D,1,D,1,D,2,1,D,,A,,A,,A,,A,,A,,A,,A,933,D,,A,3917.0,D,3917,3917,3917,3917,3917,918.0,D,918,918,918,918,918,16662.0,D,16662,16662,16662,16662,16662,1240.0,D,1240,1240,1240,1240,1240,100,,A,,,,,,100,39200.0,D,39200,39200,39200,39200,39200,100,,A,,A,,A,,A,,A,,A,,A,110,2,D,1,D,6000,D,,A,,A,6000,6000,6000,6000,6000,100,6000,D,1,D,1,,
,,0,,1,,1,1,2,A,D,A,A,D,A,04690661,79,D,,A,,A,,A,2,5,D,,A,,A,,A,,A,2,,A,,A,,A,,A,,A,800,D,,A,2,D,,A,12,D,11382,D,,A,3,D,1,D,,A,2,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,11382.0,D,11382,11382,11382,11382,11382,800.0,D,800,800,800,800,800,100,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,,A,,A,,A,930,,A,2,D,,A,,A,,A,,,,,,100,,A,1,D,,,
10,35,50,1,1,,,1,1,D,D,D,A,A,D,04690662,80,D,,A,933,D,,A,1,4,D,420,D,,A,,A,3917,D,1,10,D,,A,,A,,A,918,D,1240,D,,A,2,D,39200,D,12,D,16662,D,,A,3,D,1,D,1,D,2,1,D,,A,,A,,A,,A,,A,,A,,A,933,D,,A,3917.0,D,3917,3917,3917,3917,3917,918.0,D,918,918,918,918,918,16662.0,D,16662,16662,16662,16662,16662,1240.0,D,1240,1240,1240,1240,1240,100,,A,,,,,,100,39200.0,D,39200,39200,39200,39200,39200,100,,A,,A,,A,,A,,A,,A,,A,110,2,D,1,D,6000,D,,A,,A,6000,6000,6000,6000,6000,100,6000,D,1,D,1,,
,,0,,1,,1,1,2,A,D,A,A,D,A,04690662,79,D,,A,,A,,A,2,5,D,,A,,A,,A,,A,2,,A,,A,,A,,A,,A,800,D,,A,2,D,,A,12,D,11382,D,,A,3,D,1,D,,A,2,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,11382.0,D,11382,11382,11382,11382,11382,800.0,D,800,800,800,800,800,100,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,,A,,A,,A,930,,A,2,D,,A,,A,,A,,,,,,100,,A,1,D,,,
,,0,,5,,1,2,1,A,D,A,A,D,A,04690681,68,D,,A,,A,,A,1,4,D,,A,,A,,A,,A,1,,A,,A,,A,,A,,A,,C,,A,2,D,,A,12,D,1782,D,,A,3,D,1,D,,A,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,8284.0,D,9438,2430,13518,11178,4854,541.8,D,638,54,978,783,256,201,,A,,,,,,100,,A,,,,,,100,,C,,B,,A,,A,,A,,A,,A,930,,A,2,D,,A,,A,,A,,,,,,100,,A,1,D,,,
,,0,,5,,1,2,1,A,D,A,A,D,A,04690682,68,D,,A,,A,,A,1,4,D,,A,,A,,A,,A,1,,A,,A,,A,,A,,A,,C,,A,2,D,,A,12,D,1782,D,,A,3,D,1,D,,A,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,12745.0,D,9006,18162,4626,10998,20934,913.6,D,602,1365,237,768,1596,201,,A,,,,,,100,,A,,,,,,100,,C,,B,,A,,A,,A,,A,,A,930,,A,2,D,,A,,A,,A,,,,,,100,,A,1,D,,,
09,12,26,5,4,1,,1,2,D,D,D,D,A,D,04690701,31,D,,A,,A,,A,1,4,D,,A,,A,,A,321,D,1,,A,,A,,A,,A,321,D,,A,,A,2,D,,A,,A,0,D,2,D,3,D,,A,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,321.0,D,321,321,321,321,321,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,,A,,A,,A,209,,A,1,D,2100,D,,A,,A,2100,2100,2100,2100,2100,100,2100,D,2,D,2,,
,,,,5,2,,1,2,A,A,A,D,A,A,04690701,8,D,,A,,A,,A,3,,A,,A,,A,,A,,A,2,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,,,,,,,A,,A,,,
,,,,5,2,,1,2,A,A,A,D,A,A,04690701,8,D,,A,,A,,A,3,,A,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,,,,,,,A,,A,,,
,,,,5,2,,1,2,A,A,A,D,A,A,04690701,3,D,,A,,A,,A,3,,A,,A,,A,,A,,A,4,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,,,,,,,A,,A,,,
09,12,26,5,4,1,,1,2,D,D,D,D,A,D,04690702,31,D,,A,,A,,A,1,4,D,,A,,A,,A,321,D,1,,A,,A,,A,,A,321,D,,A,,A,2,D,,A,,A,0,D,2,D,3,D,,A,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,321.0,D,321,321,321,321,321,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,,A,,A,,A,209,,A,1,D,2100,D,,A,,A,2100,2100,2100,2100,2100,100,2100,D,2,D,2,,
,,,,5,2,,1,2,A,A,A,D,A,A,04690702,8,D,,A,,A,,A,3,,A,,A,,A,,A,,A,2,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,,,,,,,A,,A,,,
,,,,5,2,,1,2,A,A,A,D,A,A,04690702,8,D,,A,,A,,A,3,,A,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,,,,,,,A,,A,,,
,,,,5,2,,1,2,A,A,A,D,A,A,04690702,3,D,,A,,A,,A,3,,A,,A,,A,,A,,A,4,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,,,,,,,A,,A,,,
11,40,40,1,1,,,2,1,D,D,D,A,A,D,04690731,42,D,,B,,B,,A,1,5,D,,C,,C,,C,5738,D,1,,C,,A,,A,,A,0,D,,A,,A,2,D,,C,,A,0,D,2,D,3,D,,A,2,D,2,,A,2,D,,A,,A,,A,,A,,A,,B,,B,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,74332.2,D,72807,76900,70473,74819,76662,301,,A,,A,,A,,A,09,D,75000,D,,A,111,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,,
11,40,52,1,1,,,2,2,D,D,D,A,A,D,04690731,37,D,,A,,B,,A,2,6,D,,C,,A,,A,5355,D,2,6,D,,A,,A,,A,0,D,,A,,A,2,D,70000,D,,A,0,D,2,D,3,D,,A,2,D,2,,A,2,D,,A,,A,,A,,A,,A,,A,,B,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,70000.0,D,70000,70000,70000,70000,70000,100,,A,,A,,A,,A,,A,,A,,A,111,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,,
11,40,40,1,1,,,2,1,D,D,D,A,A,D,04690732,42,D,,B,,B,,A,1,5,D,,C,,C,,C,5738,D,1,,C,,A,,A,,A,0,D,,A,,A,2,D,,C,,A,0,D,2,D,3,D,,A,2,D,2,,A,2,D,,A,,A,,A,,A,,A,,B,,B,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,82899.0,D,72670,80241,86965,89245,85374,301,,A,,A,,A,,A,09,D,75000,D,,A,111,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,,
11,40,52,1,1,,,2,2,D,D,D,A,A,D,04690732,37,D,,A,,B,,A,2,6,D,,C,,A,,A,5355,D,2,6,D,,A,,A,,A,0,D,,A,,A,2,D,70000,D,,A,0,D,2,D,3,D,,A,2,D,2,,A,2,D,,A,,A,,A,,A,,A,,A,,B,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,70000.0,D,70000,70000,70000,70000,70000,100,,A,,A,,A,,A,,A,,A,,A,111,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,,
