"NEWID","UCC","AMOUNT","IMPNUM","PUB_FLAG","AMOUNT_"
"03356421","900030",18622,"1","1",
"03356421","900030",18622,"2","1",
"03356421","900030",18622,"3","1",
"03356421","900030",18622,"4","1",
"03356421","900030",18622,"5","1",
"03356421","980000",18622,"1","1",
"03356421","980000",18622,"2","1",
"03356421","980000",18622,"3","1",
"03356421","980000",18622,"4","1",
"03356421","980000",18622,"5","1",
"03356422","900030",18622,"1","1",
"03356422","900030",18622,"2","1",
"03356422","900030",18622,"3","1",
"03356422","900030",18622,"4","1",
"03356422","900030",18622,"5","1",
"03356422","980000",18622,"1","1",
"03356422","980000",18622,"2","1",
"03356422","980000",18622,"3","1",
"03356422","980000",18622,"4","1",
"03356422","980000",18622,"5","1",
"03356431","900000",89941,"1","1",
"03356431","900000",97106,"2","1",
"03356431","900000",74434,"3","1",
"03356431","900000",70096,"4","1",
"03356431","900000",95558,"5","1",
"03356431","980000",89941,"1","1",
"03356431","980000",97106,"2","1",
"03356431","980000",74434,"3","1",
"03356431","980000",70096,"4","1",
"03356431","980000",95558,"5","1",
"03356432","900000",115062,"1","1",
"03356432","900000",65565,"2","1",
"03356432","900000",82898,"3","1",
"03356432","900000",85719,"4","1",
"03356432","900000",88672,"5","1",
"03356432","980000",115062,"1","1",
"03356432","980000",65565,"2","1",
"03356432","980000",82898,"3","1",
"03356432","980000",85719,"4","1",
"03356432","980000",88672,"5","1",
"03356441","900000",105000,"1","1",
"03356441","900000",105000,"2","1",
"03356441","900000",105000,"3","1",
"03356441","900000",105000,"4","1",
"03356441","900000",105000,"5","1",
"03356441","980000",105000,"1","1",
"03356441","980000",105000,"2","1",
"03356441","980000",105000,"3","1",
"03356441","980000",105000,"4","1",
"03356441","980000",105000,"5","1",
"03356442","900000",105000,"1","1",
"03356442","900000",105000,"2","1",
"03356442","900000",105000,"3","1",
"03356442","900000",105000,"4","1",
"03356442","900000",105000,"5","1",
"03356442","980000",105000,"1","1",
"03356442","980000",105000,"2","1",
"03356442","980000",105000,"3","1",
"03356442","980000",105000,"4","1",
"03356442","980000",105000,"5","1",
"03356451","900000",48000,"1","1",
"03356451","900000",48000,"2","1",
"03356451","900000",48000,"3","1",
"03356451","900000",48000,"4","1",
"03356451","900000",48000,"5","1",
"03356451","900090",1547,"1","1",
"03356451","900090",1547,"2","1",
"03356451","900090",1547,"3","1",
"03356451","900090",1547,"4","1",
"03356451","900090",1547,"5","1",
"03356451","980000",49547,"1","1",
"03356451","980000",49547,"2","1",
"03356451","980000",49547,"3","1",
"03356451","980000",49547,"4","1",
"03356451","980000",49547,"5","1",
"03356452","900000",48000,"1","1",
"03356452","900000",48000,"2","1",
"03356452","900000",48000,"3","1",
"03356452","900000",48000,"4","1",
"03356452","900000",48000,"5","1",
"03356452","900090",1547,"1","1",
"03356452","900090",1547,"2","1",
"03356452","900090",1547,"3","1",
"03356452","900090",1547,"4","1",
"03356452","900090",1547,"5","1",
"03356452","980000",49547,"1","1",
"03356452","980000",49547,"2","1",
"03356452","980000",49547,"3","1",
"03356452","980000",49547,"4","1",
"03356452","980000",49547,"5","1",
"03356471","900000",51717,"1","1",
"03356471","900000",51717,"2","1",
"03356471","900000",51717,"3","1",
"03356471","900000",51717,"4","1",
"03356471","900000",51717,"5","1",
"03356471","980000",51717,"1","1",
"03356471","980000",51717,"2","1",
"03356471","980000",51717,"3","1",
"03356471","980000",51717,"4","1",
"03356471","980000",51717,"5","1",
"03356472","900000",51717,"1","1",
"03356472","900000",51717,"2","1",
"03356472","900000",51717,"3","1",
"03356472","900000",51717,"4","1",
"03356472","900000",51717,"5","1",
"03356472","980000",51717,"1","1",
"03356472","980000",51717,"2","1",
"03356472","980000",51717,"3","1",
"03356472","980000",51717,"4","1",
"03356472","980000",51717,"5","1",
"03356481","900000",17500,"1","1",
"03356481","900000",17500,"2","1",
"03356481","900000",17500,"3","1",
"03356481","900000",17500,"4","1",
"03356481","900000",17500,"5","1",
"03356481","900150",2400,"1","1",
"03356481","900150",2400,"2","1",
"03356481","900150",2400,"3","1",
"03356481","900150",2400,"4","1",
"03356481","900150",2400,"5","1",
"03356481","980000",19900,"1","1",
"03356481","980000",19900,"2","1",
"03356481","980000",19900,"3","1",
"03356481","980000",19900,"4","1",
"03356481","980000",19900,"5","1",
"03356482","900000",17500,"1","1",
"03356482","900000",17500,"2","1",
"03356482","900000",17500,"3","1",
"03356482","900000",17500,"4","1",
"03356482","900000",17500,"5","1",
"03356482","900150",2400,"1","1",
"03356482","900150",2400,"2","1",
"03356482","900150",2400,"3","1",
"03356482","900150",2400,"4","1",
"03356482","900150",2400,"5","1",
"03356482","980000",19900,"1","1",
"03356482","980000",19900,"2","1",
"03356482","980000",19900,"3","1",
"03356482","980000",19900,"4","1",
"03356482","980000",19900,"5","1",
"03356492","900000",259473,"1","1","T"
"03356492","900000",259473,"2","1","T"
"03356492","900000",259473,"3","1","T"
"03356492","900000",259473,"4","1","T"
"03356492","900000",259473,"5","1","T"
"03356492","900160",35248,"1","1",
"03356492","900160",19956,"2","1",
"03356492","900160",40899,"3","1",
"03356492","900160",103057,"4","1",
"03356492","900160",20547,"5","1",
"03356492","980000",303415,"1","1","T"
"03356492","980000",303415,"2","1","T"
"03356492","980000",303415,"3","1","T"
"03356492","980000",303415,"4","1","T"
"03356492","980000",303415,"5","1","T"
"03356511","900000",2657,"1","1",
"03356511","900000",2657,"2","1",
"03356511","900000",2657,"3","1",
"03356511","900000",2657,"4","1",
"03356511","900000",2657,"5","1",
"03356511","900030",19954,"1","1",
"03356511","900030",19954,"2","1",
"03356511","900030",19954,"3","1",
"03356511","900030",19954,"4","1",
"03356511","900030",19954,"5","1",
"03356511","980000",22611,"1","1",
"03356511","980000",22611,"2","1",
"03356511","980000",22611,"3","1",
"03356511","980000",22611,"4","1",
"03356511","980000",22611,"5","1",
"03356512","900000",2657,"1","1",
"03356512","900000",2657,"2","1",
"03356512","900000",2657,"3","1",
"03356512","900000",2657,"4","1",
"03356512","900000",2657,"5","1",
"03356512","900030",19954,"1","1",
"03356512","900030",19954,"2","1",
"03356512","900030",19954,"3","1",
"03356512","900030",19954,"4","1",
"03356512","900030",19954,"5","1",
"03356512","980000",22611,"1","1",
"03356512","980000",22611,"2","1",
"03356512","980000",22611,"3","1",
"03356512","980000",22611,"4","1",
"03356512","980000",22611,"5","1",
"03356521","900000",59110,"1","1",
"03356521","900000",72256,"2","1",
"03356521","900000",30190,"3","1",
"03356521","900000",48813,"4","1",
"03356521","900000",35538,"5","1",
"03356521","980000",59110,"1","1",
"03356521","980000",72256,"2","1",
"03356521","980000",30190,"3","1",
"03356521","980000",48813,"4","1",
"03356521","980000",35538,"5","1",
"03356522","900000",104887,"1","1",
"03356522","900000",20623,"2","1",
"03356522","900000",21694,"3","1",
"03356522","900000",40862,"4","1",
"03356522","900000",58721,"5","1",
"03356522","980000",104887,"1","1",
"03356522","980000",20623,"2","1",
"03356522","980000",21694,"3","1",
"03356522","980000",40862,"4","1",
"03356522","980000",58721,"5","1",
"03356541","900000",20000,"1","1",
"03356541","900000",20000,"2","1",
"03356541","900000",20000,"3","1",
"03356541","900000",20000,"4","1",
"03356541","900000",20000,"5","1",
"03356541","980000",20000,"1","1",
"03356541","980000",20000,"2","1",
"03356541","980000",20000,"3","1",
"03356541","980000",20000,"4","1",
"03356541","980000",20000,"5","1",
"03356542","900000",20000,"1","1",
"03356542","900000",20000,"2","1",
"03356542","900000",20000,"3","1",
"03356542","900000",20000,"4","1",
"03356542","900000",20000,"5","1",
"03356542","980000",20000,"1","1",
"03356542","980000",20000,"2","1",
"03356542","980000",20000,"3","1",
"03356542","980000",20000,"4","1",
"03356542","980000",20000,"5","1",
"03356571","900000",10800,"1","1",
"03356571","900000",10800,"2","1",
"03356571","900000",10800,"3","1",
"03356571","900000",10800,"4","1",
"03356571","900000",10800,"5","1",
"03356571","900150",6000,"1","1",
"03356571","900150",6000,"2","1",
"03356571","900150",6000,"3","1",
"03356571","900150",6000,"4","1",
"03356571","900150",6000,"5","1",
"03356571","900210",51,"1","1",
"03356571","900210",3006,"2","1",
"03356571","900210",407,"3","1",
"03356571","900210",302,"4","1",
"03356571","900210",375,"5","1",
"03356571","980000",16851,"1","1",
"03356571","980000",19806,"2","1",
"03356571","980000",17207,"3","1",
"03356571","980000",17102,"4","1",
"03356571","980000",17175,"5","1",
"03356572","900000",10800,"1","1",
"03356572","900000",10800,"2","1",
"03356572","900000",10800,"3","1",
"03356572","900000",10800,"4","1",
"03356572","900000",10800,"5","1",
"03356572","900150",6000,"1","1",
"03356572","900150",6000,"2","1",
"03356572","900150",6000,"3","1",
