"NEWID","UCC","AMOUNT","IMPNUM","PUB_FLAG","AMOUNT_"
"03397401","900000",194331,"1","1","T"
"03397401","900000",194331,"2","1","T"
"03397401","900000",194331,"3","1","T"
"03397401","900000",194331,"4","1","T"
"03397401","900000",194331,"5","1","T"
"03397401","900190",-33497,"1","1","T"
"03397401","900190",-33497,"2","1","T"
"03397401","900190",-33497,"3","1","T"
"03397401","900190",-33497,"4","1","T"
"03397401","900190",-33497,"5","1","T"
"03397401","980000",160834,"1","1","T"
"03397401","980000",160834,"2","1","T"
"03397401","980000",160834,"3","1","T"
"03397401","980000",160834,"4","1","T"
"03397401","980000",160834,"5","1","T"
"03397402","900000",194331,"1","1","T"
"03397402","900000",194331,"2","1","T"
"03397402","900000",194331,"3","1","T"
"03397402","900000",194331,"4","1","T"
"03397402","900000",194331,"5","1","T"
"03397402","900190",-33497,"1","1","T"
"03397402","900190",-33497,"2","1","T"
"03397402","900190",-33497,"3","1","T"
"03397402","900190",-33497,"4","1","T"
"03397402","900190",-33497,"5","1","T"
"03397402","980000",160834,"1","1","T"
"03397402","980000",160834,"2","1","T"
"03397402","980000",160834,"3","1","T"
"03397402","980000",160834,"4","1","T"
"03397402","980000",160834,"5","1","T"
"03397411","900000",58088,"1","1",
"03397411","900000",58306,"2","1",
"03397411","900000",59430,"3","1",
"03397411","900000",58428,"4","1",
"03397411","900000",62785,"5","1",
"03397411","980000",58088,"1","1",
"03397411","980000",58306,"2","1",
"03397411","980000",59430,"3","1",
"03397411","980000",58428,"4","1",
"03397411","980000",62785,"5","1",
"03397412","900000",58325,"1","1",
"03397412","900000",61640,"2","1",
"03397412","900000",61784,"3","1",
"03397412","900000",62944,"4","1",
"03397412","900000",60085,"5","1",
"03397412","980000",58325,"1","1",
"03397412","980000",61640,"2","1",
"03397412","980000",61784,"3","1",
"03397412","980000",62944,"4","1",
"03397412","980000",60085,"5","1",
"03397431","900000",79259,"1","1",
"03397431","900000",129306,"2","1",
"03397431","900000",96550,"3","1",
"03397431","900000",111561,"4","1",
"03397431","900000",90955,"5","1",
"03397431","980000",79259,"1","1",
"03397431","980000",129306,"2","1",
"03397431","980000",96550,"3","1",
"03397431","980000",111561,"4","1",
"03397431","980000",90955,"5","1",
"03397432","900000",135126,"1","1",
"03397432","900000",105892,"2","1",
"03397432","900000",58199,"3","1",
"03397432","900000",65633,"4","1",
"03397432","900000",115690,"5","1",
"03397432","980000",135126,"1","1",
"03397432","980000",105892,"2","1",
"03397432","980000",58199,"3","1",
"03397432","980000",65633,"4","1",
"03397432","980000",115690,"5","1",
"03397442","900000",33000,"1","1",
"03397442","900000",33000,"2","1",
"03397442","900000",33000,"3","1",
"03397442","900000",33000,"4","1",
"03397442","900000",33000,"5","1",
"03397442","980000",33000,"1","1",
"03397442","980000",33000,"2","1",
"03397442","980000",33000,"3","1",
"03397442","980000",33000,"4","1",
"03397442","980000",33000,"5","1",
"03397451","900000",124668,"1","1",
"03397451","900000",84108,"2","1",
"03397451","900000",85624,"3","1",
"03397451","900000",125451,"4","1",
"03397451","900000",118811,"5","1",
"03397451","980000",124668,"1","1",
"03397451","980000",84108,"2","1",
"03397451","980000",85624,"3","1",
"03397451","980000",125451,"4","1",
"03397451","980000",118811,"5","1",
"03397452","900000",79782,"1","1",
"03397452","900000",113006,"2","1",
"03397452","900000",106537,"3","1",
"03397452","900000",94118,"4","1",
"03397452","900000",123499,"5","1",
"03397452","980000",79782,"1","1",
"03397452","980000",113006,"2","1",
"03397452","980000",106537,"3","1",
"03397452","980000",94118,"4","1",
"03397452","980000",123499,"5","1",
"03397481","900000",20515,"1","1",
"03397481","900000",26836,"2","1",
"03397481","900000",20217,"3","1",
"03397481","900000",22078,"4","1",
"03397481","900000",26945,"5","1",
"03397481","900120",600,"1","1",
"03397481","900120",600,"2","1",
"03397481","900120",600,"3","1",
"03397481","900120",600,"4","1",
"03397481","900120",600,"5","1",
"03397481","900150",1800,"1","1",
"03397481","900150",1800,"2","1",
"03397481","900150",1800,"3","1",
"03397481","900150",1800,"4","1",
"03397481","900150",1800,"5","1",
"03397481","980000",22915,"1","1",
"03397481","980000",29236,"2","1",
"03397481","980000",22617,"3","1",
"03397481","980000",24478,"4","1",
"03397481","980000",29345,"5","1",
"03397482","900000",26281,"1","1",
"03397482","900000",21073,"2","1",
"03397482","900000",22042,"3","1",
"03397482","900000",21356,"4","1",
"03397482","900000",22850,"5","1",
"03397482","900120",600,"1","1",
"03397482","900120",600,"2","1",
"03397482","900120",600,"3","1",
"03397482","900120",600,"4","1",
"03397482","900120",600,"5","1",
"03397482","900150",1800,"1","1",
"03397482","900150",1800,"2","1",
"03397482","900150",1800,"3","1",
"03397482","900150",1800,"4","1",
"03397482","900150",1800,"5","1",
"03397482","980000",28681,"1","1",
"03397482","980000",23473,"2","1",
"03397482","980000",24442,"3","1",
"03397482","980000",23756,"4","1",
"03397482","980000",25250,"5","1",
"03397541","900030",24168,"1","1",
"03397541","900030",28980,"2","1",
"03397541","900030",26436,"3","1",
"03397541","900030",27936,"4","1",
"03397541","900030",27948,"5","1",
"03397541","900170",2325,"1","1",
"03397541","900170",2395,"2","1",
"03397541","900170",2273,"3","1",
"03397541","900170",2350,"4","1",
"03397541","900170",2946,"5","1",
"03397541","900180",41,"1","1",
"03397541","900180",1015,"2","1",
"03397541","900180",12323,"3","1",
"03397541","900180",447,"4","1",
"03397541","900180",1851,"5","1",
"03397541","980000",26534,"1","1",
"03397541","980000",32390,"2","1",
"03397541","980000",41032,"3","1",
"03397541","980000",30733,"4","1",
"03397541","980000",32745,"5","1",
"03397542","900030",28944,"1","1",
"03397542","900030",28320,"2","1",
"03397542","900030",29724,"3","1",
"03397542","900030",28776,"4","1",
"03397542","900030",28188,"5","1",
"03397542","900170",2690,"1","1",
"03397542","900170",2200,"2","1",
"03397542","900170",2338,"3","1",
"03397542","900170",2080,"4","1",
"03397542","900170",2900,"5","1",
"03397542","900180",10086,"1","1",
"03397542","900180",154,"2","1",
"03397542","900180",12,"3","1",
"03397542","900180",1237,"4","1",
"03397542","900180",48,"5","1",
"03397542","980000",41720,"1","1",
"03397542","980000",30674,"2","1",
"03397542","980000",32074,"3","1",
"03397542","980000",32093,"4","1",
"03397542","980000",31136,"5","1",
"03397581","900000",185000,"1","1",
"03397581","900000",185000,"2","1",
"03397581","900000",185000,"3","1",
"03397581","900000",185000,"4","1",
"03397581","900000",185000,"5","1",
"03397581","980000",185000,"1","1",
"03397581","980000",185000,"2","1",
"03397581","980000",185000,"3","1",
"03397581","980000",185000,"4","1",
"03397581","980000",185000,"5","1",
"03397582","900000",185000,"1","1",
"03397582","900000",185000,"2","1",
"03397582","900000",185000,"3","1",
"03397582","900000",185000,"4","1",
"03397582","900000",185000,"5","1",
"03397582","980000",185000,"1","1",
"03397582","980000",185000,"2","1",
"03397582","980000",185000,"3","1",
"03397582","980000",185000,"4","1",
"03397582","980000",185000,"5","1",
"03397591","900000",51000,"1","1",
"03397591","900000",51000,"2","1",
"03397591","900000",51000,"3","1",
"03397591","900000",51000,"4","1",
"03397591","900000",51000,"5","1",
"03397591","980000",51000,"1","1",
"03397591","980000",51000,"2","1",
"03397591","980000",51000,"3","1",
"03397591","980000",51000,"4","1",
"03397591","980000",51000,"5","1",
"03397592","900000",51000,"1","1",
"03397592","900000",51000,"2","1",
"03397592","900000",51000,"3","1",
"03397592","900000",51000,"4","1",
"03397592","900000",51000,"5","1",
"03397592","980000",51000,"1","1",
"03397592","980000",51000,"2","1",
"03397592","980000",51000,"3","1",
"03397592","980000",51000,"4","1",
"03397592","980000",51000,"5","1",
"03397611","900000",73000,"1","1",
"03397611","900000",73000,"2","1",
"03397611","900000",73000,"3","1",
"03397611","900000",73000,"4","1",
"03397611","900000",73000,"5","1",
"03397611","900180",125,"1","1",
"03397611","900180",529,"2","1",
"03397611","900180",52,"3","1",
"03397611","900180",543,"4","1",
"03397611","900180",59,"5","1",
"03397611","980000",73125,"1","1",
"03397611","980000",73529,"2","1",
"03397611","980000",73052,"3","1",
"03397611","980000",73543,"4","1",
"03397611","980000",73059,"5","1",
"03397612","900000",73000,"1","1",
"03397612","900000",73000,"2","1",
"03397612","900000",73000,"3","1",
"03397612","900000",73000,"4","1",
"03397612","900000",73000,"5","1",
"03397612","900180",510,"1","1",
"03397612","900180",30,"2","1",
"03397612","900180",61,"3","1",
"03397612","900180",11,"4","1",
"03397612","900180",632,"5","1",
"03397612","980000",73510,"1","1",
"03397612","980000",73030,"2","1",
"03397612","980000",73061,"3","1",
"03397612","980000",73011,"4","1",
"03397612","980000",73632,"5","1",
"03397621","900000",36165,"1","1",
"03397621","900000",30753,"2","1",
"03397621","900000",32242,"3","1",
"03397621","900000",31516,"4","1",
"03397621","900000",33684,"5","1",
"03397621","980000",36165,"1","1",
"03397621","980000",30753,"2","1",
"03397621","980000",32242,"3","1",
"03397621","980000",31516,"4","1",
"03397621","980000",33684,"5","1",
"03397622","900000",33616,"1","1",
"03397622","900000",37756,"2","1",
"03397622","900000",32091,"3","1",
"03397622","900000",31146,"4","1",
"03397622","900000",36955,"5","1",
"03397622","980000",33616,"1","1",
"03397622","980000",37756,"2","1",
"03397622","980000",32091,"3","1",
"03397622","980000",31146,"4","1",
"03397622","980000",36955,"5","1",
"03397651","900000",39000,"1","1",
"03397651","900000",39000,"2","1",
"03397651","900000",39000,"3","1",
"03397651","900000",39000,"4","1",
"03397651","900000",39000,"5","1",
"03397651","980000",39000,"1","1",
"03397651","980000",39000,"2","1",
"03397651","980000",39000,"3","1",
"03397651","980000",39000,"4","1",
"03397651","980000",39000,"5","1",
"03397652","900000",39000,"1","1",
"03397652","900000",39000,"2","1",
"03397652","900000",39000,"3","1",
"03397652","900000",39000,"4","1",
"03397652","900000",39000,"5","1",
"03397652","980000",39000,"1","1",
"03397652","980000",39000,"2","1",
"03397652","980000",39000,"3","1",
"03397652","980000",39000,"4","1",
