"NEWID","UCC","PUB_FLAG","AMOUNT","AMOUNT_","IMPNUM"
1167242,"800940","1",13388,,"1"
1167242,"800940","1",13388,,"2"
1167242,"800940","1",13388,,"3"
1167242,"800940","1",13388,,"4"
1167242,"800940","1",13388,,"5"
1167242,"900000","1",175000,,"1"
1167242,"900000","1",175000,,"2"
1167242,"900000","1",175000,,"3"
1167242,"900000","1",175000,,"4"
1167242,"900000","1",175000,,"5"
1167242,"900030","1",15557,,"1"
1167242,"900030","1",15557,,"2"
1167242,"900030","1",15557,,"3"
1167242,"900030","1",15557,,"4"
1167242,"900030","1",15557,,"5"
1167242,"950002","1",52875,,"1"
1167242,"950002","1",52875,,"2"
1167242,"950002","1",52875,,"3"
1167242,"950002","1",52875,,"4"
1167242,"950002","1",52875,,"5"
1167242,"950012","1",6188,,"1"
1167242,"950012","1",6188,,"2"
1167242,"950012","1",6188,,"3"
1167242,"950012","1",6188,,"4"
1167242,"950012","1",6188,,"5"
1167242,"980000","1",190557,,"1"
1167242,"980000","1",190557,,"2"
1167242,"980000","1",190557,,"3"
1167242,"980000","1",190557,,"4"
1167242,"980000","1",190557,,"5"
1167242,"980070","1",136994,,"1"
1167242,"980070","1",136994,,"2"
1167242,"980070","1",136994,,"3"
1167242,"980070","1",136994,,"4"
1167242,"980070","1",136994,,"5"
1168171,"800940","1",7398,,"1"
1168171,"800940","1",7398,,"2"
1168171,"800940","1",7398,,"3"
1168171,"800940","1",7398,,"4"
1168171,"800940","1",7398,,"5"
1168171,"900000","1",96700,,"1"
1168171,"900000","1",96700,,"2"
1168171,"900000","1",96700,,"3"
1168171,"900000","1",96700,,"4"
1168171,"900000","1",96700,,"5"
1168171,"950002","1",10969,,"1"
1168171,"950002","1",10969,,"2"
1168171,"950002","1",10969,,"3"
1168171,"950002","1",10969,,"4"
1168171,"950002","1",10969,,"5"
1168171,"950012","1",3745,,"1"
1168171,"950012","1",3745,,"2"
1168171,"950012","1",3745,,"3"
1168171,"950012","1",3745,,"4"
1168171,"950012","1",3745,,"5"
1168171,"980000","1",96700,,"1"
1168171,"980000","1",96700,,"2"
1168171,"980000","1",96700,,"3"
1168171,"980000","1",96700,,"4"
1168171,"980000","1",96700,,"5"
1168171,"980070","1",83450,,"1"
1168171,"980070","1",83450,,"2"
1168171,"980070","1",83450,,"3"
1168171,"980070","1",83450,,"4"
1168171,"980070","1",83450,,"5"
1168172,"800940","1",7398,,"1"
1168172,"800940","1",7398,,"2"
1168172,"800940","1",7398,,"3"
1168172,"800940","1",7398,,"4"
1168172,"800940","1",7398,,"5"
1168172,"900000","1",96700,,"1"
1168172,"900000","1",96700,,"2"
1168172,"900000","1",96700,,"3"
1168172,"900000","1",96700,,"4"
1168172,"900000","1",96700,,"5"
1168172,"950002","1",10969,,"1"
1168172,"950002","1",10969,,"2"
1168172,"950002","1",10969,,"3"
1168172,"950002","1",10969,,"4"
1168172,"950002","1",10969,,"5"
1168172,"950012","1",3745,,"1"
1168172,"950012","1",3745,,"2"
1168172,"950012","1",3745,,"3"
1168172,"950012","1",3745,,"4"
