"NEWID","UCC","AMOUNT","AMOUNT_","PUB_FLAG"
1196871,"900090",7272,,"1"
1196871,"900100",10368,,"1"
1196871,"950001",-2000,,"1"
1196871,"950011",-80,,"1"
1196871,"950022",114,,"1"
1196871,"980000",17640,,"1"
1196871,"980010",2,,"1"
1196871,"980020",48,,"1"
1196871,"980040",1,,"1"
1196871,"980070",19606,,"1"
1196871,"980220",100,,"1"
1196871,"980260",100,,"1"
1196871,"980270",100,,"1"
1196871,"980286",100,,"1"
1196871,"980300",100,,"1"
1196871,"980330",100,,"1"
1196872,"900090",7272,,"1"
1196872,"900100",10368,,"1"
1196872,"950001",-2000,,"1"
1196872,"950011",-80,,"1"
1196872,"950022",114,,"1"
1196872,"980000",17640,,"1"
1196872,"980010",2,,"1"
1196872,"980020",48,,"1"
1196872,"980040",1,,"1"
1196872,"980070",19606,,"1"
1196872,"980220",100,,"1"
1196872,"980260",100,,"1"
1196872,"980270",100,,"1"
1196872,"980286",100,,"1"
1196872,"980300",100,,"1"
1196872,"980330",100,,"1"
1196881,"980010",2,,"1"
1196881,"980020",50,,"1"
1196881,"980210",100,,"1"
1196881,"980260",100,,"1"
1196881,"980281",100,,"1"
1196881,"980286",100,,"1"
1196881,"980310",100,,"1"
1196882,"900030",22308,,"1"
1196882,"900040",17697,,"1"
1196882,"900060",-146,,"1"
1196882,"980000",39858,,"1"
1196882,"980010",2,,"1"
1196882,"980020",70,,"1"
1196882,"980060",2,,"1"
1196882,"980070",39858,,"1"
1196882,"980210",100,,"1"
1196882,"980260",100,,"1"
1196882,"980281",100,,"1"
1196882,"980286",100,,"1"
1196882,"980310",100,,"1"
1196891,"900132",20000,,"1"
1196891,"980000",20000,,"1"
1196891,"980010",1,,"1"
1196891,"980020",60,,"1"
1196891,"980070",20000,,"1"
1196891,"980220",100,,"1"
1196891,"980260",100,,"1"
1196891,"980281",100,,"1"
1196891,"980286",100,,"1"
1196891,"980310",100,,"1"
1196892,"900132",20000,,"1"
1196892,"980000",20000,,"1"
1196892,"980010",1,,"1"
1196892,"980020",60,,"1"
1196892,"980070",20000,,"1"
1196892,"980220",100,,"1"
1196892,"980260",100,,"1"
1196892,"980281",100,,"1"
1196892,"980286",100,,"1"
1196892,"980310",100,,"1"
1196901,"900100",20248,,"1"
1196901,"980000",20248,,"1"
1196901,"980010",1,,"1"
1196901,"980020",57,,"1"
1196901,"980070",20248,,"1"
1196901,"980090",100,,"1"
1196901,"980210",100,,"1"
1196901,"980250",100,,"1"
1196901,"980281",100,,"1"
1196901,"980286",100,,"1"
1196901,"980300",100,,"1"
1196902,"900080",144,,"1"
1196902,"900100",13441,,"1"
1196902,"980000",13585,,"1"
1196902,"980010",1,,"1"
1196902,"980020",57,,"1"
1196902,"980070",13585,,"1"
1196902,"980090",100,,"1"
1196902,"980210",100,,"1"
1196902,"980250",100,,"1"
1196902,"980281",100,,"1"
1196902,"980286",100,,"1"
1196902,"980300",100,,"1"
1196911,"900030",15010,,"1"
1196911,"900040",12000,,"1"
1196911,"950021",986,,"1"
1196911,"950022",78,,"1"
1196911,"980000",27010,,"1"
1196911,"980010",3,,"1"
1196911,"980020",77,,"1"
1196911,"980060",3,,"1"
1196911,"980070",25946,,"1"
1196911,"980090",100,,"1"
1196911,"980220",100,,"1"
1196911,"980230",100,,"1"
1196911,"980270",100,,"1"
1196911,"980286",100,,"1"
1196911,"980310",100,,"1"
1196912,"900030",15010,,"1"
1196912,"900040",12000,,"1"
1196912,"950021",986,,"1"
1196912,"950022",78,,"1"
1196912,"980000",27010,,"1"
1196912,"980010",3,,"1"
1196912,"980020",77,,"1"
1196912,"980060",3,,"1"
1196912,"980070",25946,,"1"
1196912,"980090",100,,"1"
1196912,"980220",100,,"1"
1196912,"980230",100,,"1"
