"NEWID","UCC","AMOUNT","AMOUNT_","PUB_FLAG"
1228631,"800940",54,,"1"
1228631,"900000",700,,"1"
1228631,"900132",11500,,"1"
1228631,"980000",12200,,"1"
1228631,"980010",1,,"1"
1228631,"980020",20,,"1"
1228631,"980030",1,,"1"
1228631,"980040",1,,"1"
1228631,"980070",12200,,"1"
1228631,"980210",100,,"1"
1228631,"980260",100,,"1"
1228631,"980281",100,,"1"
1228631,"980286",100,,"1"
1228631,"980310",100,,"1"
1228631,"980330",100,,"1"
1228632,"800940",54,,"1"
1228632,"900000",700,,"1"
1228632,"900132",11500,,"1"
1228632,"980000",12200,,"1"
1228632,"980010",1,,"1"
1228632,"980020",20,,"1"
1228632,"980030",1,,"1"
1228632,"980040",1,,"1"
1228632,"980070",12200,,"1"
1228632,"980210",100,,"1"
1228632,"980260",100,,"1"
1228632,"980281",100,,"1"
1228632,"980286",100,,"1"
1228632,"980310",100,,"1"
1228632,"980330",100,,"1"
1228642,"900030",22539,,"1"
1228642,"900040",7074,,"1"
1228642,"980000",29612,,"1"
1228642,"980010",1,,"1"
1228642,"980020",79,,"1"
1228642,"980060",1,,"1"
1228642,"980070",29612,,"1"
1228642,"980090",100,,"1"
1228642,"980220",100,,"1"
1228642,"980240",100,,"1"
1228642,"980281",100,,"1"
1228642,"980286",100,,"1"
1228642,"980300",100,,"1"
1228661,"900030",23477,,"1"
1228661,"900040",24000,,"1"
1228661,"980000",47477,,"1"
1228661,"980010",2,,"1"
1228661,"980020",71,,"1"
1228661,"980040",8,,"1"
1228661,"980060",2,,"1"
1228661,"980070",47477,,"1"
1228661,"980090",100,,"1"
1228661,"980210",100,,"1"
1228661,"980230",100,,"1"
1228661,"980281",100,,"1"
1228661,"980286",100,,"1"
1228661,"980300",100,,"1"
1228661,"980330",100,,"1"
1228662,"900030",23300,,"1"
1228662,"900040",24000,,"1"
1228662,"980000",47300,,"1"
1228662,"980010",2,,"1"
1228662,"980020",71,,"1"
1228662,"980040",8,,"1"
1228662,"980060",2,,"1"
1228662,"980070",47300,,"1"
1228662,"980090",100,,"1"
1228662,"980210",100,,"1"
1228662,"980230",100,,"1"
1228662,"980281",100,,"1"
1228662,"980286",100,,"1"
1228662,"980300",100,,"1"
1228662,"980330",100,,"1"
1228671,"800940",2301,,"1"
1228671,"900000",30078,,"1"
1228671,"950001",-600,,"1"
1228671,"980000",30078,,"1"
1228671,"980010",2,,"1"
1228671,"980020",23,,"1"
1228671,"980030",2,,"1"
1228671,"980040",1,,"1"
1228671,"980070",30678,,"1"
1228671,"980220",100,,"1"
1228671,"980260",100,,"1"
1228671,"980270",100,,"1"
1228671,"980286",100,,"1"
1228671,"980300",100,,"1"
1228671,"980330",100,,"1"
1228672,"800940",2264,,"1"
1228672,"900000",29595,,"1"
1228672,"950001",-600,,"1"
1228672,"980000",29595,,"1"
1228672,"980010",2,,"1"
1228672,"980020",23,,"1"
1228672,"980030",2,,"1"
1228672,"980040",1,,"1"
1228672,"980070",30195,,"1"
1228672,"980220",100,,"1"
1228672,"980260",100,,"1"
1228672,"980270",100,,"1"
1228672,"980286",100,,"1"
1228672,"980300",100,,"1"
1228672,"980330",100,,"1"
1228681,"900030",9982,,"1"
1228681,"900040",24945,,"1"
1228681,"900050",5213,,"1"
1228681,"900080",428,,"1"
1228681,"980000",40567,,"1"
1228681,"980010",2,,"1"
1228681,"980020",61,,"1"
1228681,"980040",3,,"1"
1228681,"980070",40567,,"1"
1228681,"980090",100,,"1"
1228681,"980210",100,,"1"
1228681,"980230",100,,"1"
1228681,"980281",100,,"1"
1228681,"980286",100,,"1"
1228681,"980300",100,,"1"
1228681,"980330",100,,"1"
1228682,"900030",33499,,"1"
1228682,"980000",33499,,"1"
1228682,"980010",2,,"1"
1228682,"980020",61,,"1"
1228682,"980040",3,,"1"
1228682,"980070",33499,,"1"
1228682,"980090",100,,"1"
1228682,"980210",100,,"1"
1228682,"980230",100,,"1"
1228682,"980281",100,,"1"
1228682,"980286",100,,"1"
1228682,"980300",100,,"1"
1228682,"980330",100,,"1"
1228691,"800940",459,,"1"
1228691,"900000",6000,,"1"
1228691,"900030",11400,,"1"
1228691,"900100",3225,,"1"
1228691,"950001",-1300,,"1"
1228691,"950002",750,,"1"
1228691,"950011",-200,,"1"
1228691,"950012",250,,"1"
1228691,"980000",20625,,"1"
1228691,"980010",2,,"1"
1228691,"980020",38,,"1"
1228691,"980030",1,,"1"
1228691,"980040",1,,"1"
1228691,"980070",21125,,"1"
1228691,"980090",100,,"1"
1228691,"980210",100,,"1"
1228691,"980240",100,,"1"
1228691,"980281",100,,"1"
1228691,"980285",100,,"1"
1228691,"980300",100,,"1"
1228691,"980330",100,,"1"
1228692,"800940",459,,"1"
1228692,"900000",6000,,"1"
1228692,"900030",11400,,"1"
1228692,"900100",3225,,"1"
1228692,"950001",-1300,,"1"
1228692,"950002",750,,"1"
1228692,"950011",-200,,"1"
1228692,"950012",250,,"1"
1228692,"980000",20625,,"1"
1228692,"980010",2,,"1"
1228692,"980020",38,,"1"
1228692,"980030",1,,"1"
1228692,"980040",1,,"1"
1228692,"980070",21125,,"1"
1228692,"980090",100,,"1"
1228692,"980210",100,,"1"
1228692,"980240",100,,"1"
1228692,"980281",100,,"1"
