series_id        	year	period	       value	footnote_codes
CUURA311SA0      	1996	M11	       100.0	
CUURA311SA0      	1997	M01	       100.4	
CUURA311SA0      	1997	M03	       100.8	
CUURA311SA0      	1997	M05	       100.5	
CUURA311SA0      	1997	M07	       101.1	
CUURA311SA0      	1997	M09	       101.4	
CUURA311SA0      	1997	M11	       100.5	
CUURA311SA0      	1997	M13	       100.8	
CUURA311SA0      	1998	M01	       101.0	
CUURA311SA0      	1998	M03	       101.6	
CUURA311SA0      	1998	M05	       101.5	
CUURA311SA0      	1998	M07	       102.8	
CUURA311SA0      	1998	M09	       102.9	
CUURA311SA0      	1998	M11	       102.4	
CUURA311SA0      	1998	M13	       102.1	
CUURA311SA0      	1999	M01	       102.8	
CUURA311SA0      	1999	M03	       103.2	
CUURA311SA0      	1999	M05	       103.6	
CUURA311SA0      	1999	M07	       104.6	
CUURA311SA0      	1999	M09	       105.4	
CUURA311SA0      	1999	M11	       105.0	
CUURA311SA0      	1999	M13	       104.2	
CUURA311SA0      	2000	M01	       105.4	
CUURA311SA0      	2000	M03	       107.1	
CUURA311SA0      	2000	M05	       106.7	
CUURA311SA0      	2000	M07	       108.4	
CUURA311SA0      	2000	M09	       108.7	
CUURA311SA0      	2000	M11	       108.5	
CUURA311SA0      	2000	M13	       107.6	
CUURA311SA0      	2001	M01	       108.9	
CUURA311SA0      	2001	M03	       109.7	
CUURA311SA0      	2001	M05	       110.1	
CUURA311SA0      	2001	M07	       110.8	
CUURA311SA0      	2001	M09	       111.7	
CUURA311SA0      	2001	M11	       110.9	
CUURA311SA0      	2001	M13	       110.4	
CUURA311SA0      	2002	M01	       110.9	
CUURA311SA0      	2002	M03	       111.9	
CUURA311SA0      	2002	M05	       112.8	
CUURA311SA0      	2002	M07	       113.4	
CUURA311SA0      	2002	M09	       114.0	
CUURA311SA0      	2002	M11	       114.0	
CUURA311SA0      	2002	M13	       113.0	
CUURA311SA0      	2003	M01	       114.6	
CUURA311SA0      	2003	M03	       115.9	
CUURA311SA0      	2003	M05	       115.7	
CUURA311SA0      	2003	M07	       116.8	
CUURA311SA0      	2003	M09	       117.2	
CUURA311SA0      	2003	M11	       116.7	
CUURA311SA0      	2003	M13	       116.2	
CUURA311SA0      	2004	M01	       117.1	
CUURA311SA0      	2004	M03	       118.1	
CUURA311SA0      	2004	M05	       118.9	
CUURA311SA0      	2004	M07	       120.2	
CUURA311SA0      	2004	M09	       120.8	
CUURA311SA0      	2004	M11	       120.9	
CUURA311SA0      	2004	M13	       119.5	
CUURA311SA0      	2005	M01	       121.3	
CUURA311SA0      	2005	M03	       122.7	
CUURA311SA0      	2005	M05	       123.6	
CUURA311SA0      	2005	M07	       125.0	
CUURA311SA0      	2005	M09	       126.7	
CUURA311SA0      	2005	M11	       125.4	
CUURA311SA0      	2005	M13	       124.3	
CUURA311SA0      	2006	M01	       126.3	
CUURA311SA0      	2006	M03	       126.8	
CUURA311SA0      	2006	M05	       128.8	
CUURA311SA0      	2006	M07	       130.7	
CUURA311SA0      	2006	M09	       130.2	
CUURA311SA0      	2006	M11	       129.3	
CUURA311SA0      	2006	M13	       128.8	
CUURA311SA0      	2007	M01	     129.956	
CUURA311SA0      	2007	M03	     131.945	
CUURA311SA0      	2007	M05	     132.982	
CUURA311SA0      	2007	M07	     134.442	
CUURA311SA0      	2007	M09	     134.678	
CUURA311SA0      	2007	M11	     135.151	
CUURA311SA0      	2007	M13	     133.464	
CUURA311SA0      	2008	M01	     136.293	
CUURA311SA0      	2008	M03	     138.090	
CUURA311SA0      	2008	M05	     139.649	
CUURA311SA0      	2008	M07	     142.065	
CUURA311SA0      	2008	M09	     142.036	
CUURA311SA0      	2008	M11	     138.547	
CUURA311SA0      	2008	M13	     139.499	
CUURA311SA0      	2009	M01	     137.598	
CUURA311SA0      	2009	M03	     138.620	
CUURA311SA0      	2009	M05	     139.311	
CUURA311SA0      	2009	M07	     140.810	
CUURA311SA0      	2009	M09	     140.945	
CUURA311SA0      	2009	M11	     140.718	
CUURA311SA0      	2009	M13	     139.814	
CUURA311SA0      	2010	M01	     141.124	
CUURA311SA0      	2010	M03	     141.741	
CUURA311SA0      	2010	M05	     142.025	
CUURA311SA0      	2010	M07	     141.966	
CUURA311SA0      	2010	M09	     142.738	
CUURA311SA0      	2010	M11	     142.915	
CUURA311SA0      	2010	M13	     142.218	
CUURA311SA0      	2011	M01	     144.327	
CUURA311SA0      	2011	M03	     146.044	
CUURA311SA0      	2011	M05	     147.554	
CUURA311SA0      	2011	M07	     147.747	
CUURA311SA0      	2011	M09	     147.658	
CUURA311SA0      	2011	M11	     147.565	
CUURA311SA0      	2011	M13	     146.975	
CUURA311SA0      	2012	M01	     148.163	
CUURA311SA0      	2012	M03	     150.074	
CUURA311SA0      	2012	M05	     150.155	
CUURA311SA0      	2012	M07	     149.838	
CUURA311SA0      	2012	M09	     151.732	
CUURA311SA0      	2012	M11	     150.646	
CUURA311SA0      	2012	M13	     150.212	
CUURA311SA0      	2013	M01	     150.845	
CUURA311SA0      	2013	M03	     152.188	
CUURA311SA0      	2013	M05	     151.908	
CUURA311SA0      	2013	M07	     152.657	
CUURA311SA0      	2013	M09	     153.532	
CUURA311SA0      	2013	M11	     153.160	
CUURA311SA0      	2013	M13	     152.500	
CUURA311SA0      	2014	M01	     153.700	
CUURA311SA0      	2014	M03	     154.600	
CUURA311SA0      	2014	M05	     155.198	
CUURA311SA0      	2014	M07	     155.220	
CUURA311SA0      	2014	M09	     155.522	
CUURA311SA0      	2014	M11	     154.926	
CUURA311SA0      	2014	M13	     154.847	
CUURA311SA0      	2015	M01	     153.376	
CUURA311SA0      	2015	M03	     154.984	
CUURA311SA0      	2015	M05	     155.880	
CUURA311SA0      	2015	M07	     155.546	
CUURA311SA0      	2015	M09	     156.278	
CUURA311SA0      	2015	M11	     155.820	
CUURA311SA0      	2015	M13	     155.353	
CUURA311SA0      	2016	M01	     155.519	
CUURA311SA0      	2016	M03	     156.493	
CUURA311SA0      	2016	M05	     157.770	
CUURA311SA0      	2016	M07	     157.674	
CUURA311SA0      	2016	M09	     157.572	
CUURA311SA0      	2016	M11	     157.706	
CUURA311SA0      	2016	M13	     157.180	
CUURA311SA0      	2017	M01	     158.086	
CUURA311SA0      	2017	M03	     158.558	
CUURA311SA0      	2017	M05	     158.844	
CUURA311SA0      	2017	M07	     158.850	
CUURA311SA0      	2017	M09	     160.293	
CUURA311SA0      	2017	M11	     160.157	
CUURA311SA0      	2017	M13	     159.202	
CUURA311SA0E     	1996	M11	       100.0	
CUURA311SA0E     	1996	M12	       102.5	
CUURA311SA0E     	1997	M01	       103.1	
CUURA311SA0E     	1997	M02	       102.7	
CUURA311SA0E     	1997	M03	       101.4	
CUURA311SA0E     	1997	M04	        99.3	
CUURA311SA0E     	1997	M05	        98.2	
CUURA311SA0E     	1997	M06	       106.4	
CUURA311SA0E     	1997	M07	       105.4	
CUURA311SA0E     	1997	M08	       106.7	
CUURA311SA0E     	1997	M09	       108.8	
CUURA311SA0E     	1997	M10	       104.0	
CUURA311SA0E     	1997	M11	       100.1	
CUURA311SA0E     	1997	M12	        97.5	
CUURA311SA0E     	1997	M13	       102.8	
CUURA311SA0E     	1998	M01	        96.0	
CUURA311SA0E     	1998	M02	        93.4	
CUURA311SA0E     	1998	M03	        92.0	
CUURA311SA0E     	1998	M04	        91.9	
CUURA311SA0E     	1998	M05	        92.2	
CUURA311SA0E     	1998	M06	       104.4	
CUURA311SA0E     	1998	M07	       104.9	
CUURA311SA0E     	1998	M08	       104.2	
CUURA311SA0E     	1998	M09	       103.2	
CUURA311SA0E     	1998	M10	        96.1	
CUURA311SA0E     	1998	M11	        90.1	
CUURA311SA0E     	1998	M12	        88.8	
CUURA311SA0E     	1998	M13	        96.4	
CUURA311SA0E     	1999	M01	        88.8	
CUURA311SA0E     	1999	M02	        87.8	
CUURA311SA0E     	1999	M03	        89.8	
CUURA311SA0E     	1999	M04	        93.9	
CUURA311SA0E     	1999	M05	        95.2	
CUURA311SA0E     	1999	M06	       105.8	
CUURA311SA0E     	1999	M07	       107.0	
CUURA311SA0E     	1999	M08	       108.4	
CUURA311SA0E     	1999	M09	       111.4	
CUURA311SA0E     	1999	M10	       108.2	
CUURA311SA0E     	1999	M11	       102.7	
CUURA311SA0E     	1999	M12	       102.6	
CUURA311SA0E     	1999	M13	       100.1	
CUURA311SA0E     	2000	M01	       103.5	
CUURA311SA0E     	2000	M02	       106.9	
CUURA311SA0E     	2000	M03	       112.5	
CUURA311SA0E     	2000	M04	       113.4	
CUURA311SA0E     	2000	M05	       110.7	
CUURA311SA0E     	2000	M06	       125.1	
CUURA311SA0E     	2000	M07	       127.0	
CUURA311SA0E     	2000	M08	       124.0	
CUURA311SA0E     	2000	M09	       125.3	
CUURA311SA0E     	2000	M10	       120.2	
CUURA311SA0E     	2000	M11	       118.4	
CUURA311SA0E     	2000	M12	       112.8	
CUURA311SA0E     	2000	M13	       116.7	
CUURA311SA0E     	2001	M01	       114.0	
CUURA311SA0E     	2001	M02	       113.9	
CUURA311SA0E     	2001	M03	       112.4	
CUURA311SA0E     	2001	M04	       115.8	
CUURA311SA0E     	2001	M05	       120.2	
CUURA311SA0E     	2001	M06	       128.2	
CUURA311SA0E     	2001	M07	       124.0	
CUURA311SA0E     	2001	M08	       119.7	
CUURA311SA0E     	2001	M09	       117.9	
CUURA311SA0E     	2001	M10	       109.6	
CUURA311SA0E     	2001	M11	       100.0	
CUURA311SA0E     	2001	M12	        96.4	
CUURA311SA0E     	2001	M13	       114.3	
CUURA311SA0E     	2002	M01	        96.5	
CUURA311SA0E     	2002	M02	        95.1	
CUURA311SA0E     	2002	M03	        99.6	
CUURA311SA0E     	2002	M04	       108.0	
CUURA311SA0E     	2002	M05	       109.6	
CUURA311SA0E     	2002	M06	       118.8	
CUURA311SA0E     	2002	M07	       117.7	
CUURA311SA0E     	2002	M08	       117.4	
CUURA311SA0E     	2002	M09	       113.0	
CUURA311SA0E     	2002	M10	       113.1	
CUURA311SA0E     	2002	M11	       109.8	
CUURA311SA0E     	2002	M12	       109.0	
CUURA311SA0E     	2002	M13	       109.0	
CUURA311SA0E     	2003	M01	       111.2	
CUURA311SA0E     	2003	M02	       117.1	
CUURA311SA0E     	2003	M03	       124.3	
CUURA311SA0E     	2003	M04	       121.3	
CUURA311SA0E     	2003	M05	       117.7	
CUURA311SA0E     	2003	M06	       124.1	
CUURA311SA0E     	2003	M07	       124.1	
CUURA311SA0E     	2003	M08	       126.3	
CUURA311SA0E     	2003	M09	       129.7	
CUURA311SA0E     	2003	M10	       122.1	
CUURA311SA0E     	2003	M11	       115.7	
CUURA311SA0E     	2003	M12	       114.4	
CUURA311SA0E     	2003	M13	       120.7	
CUURA311SA0E     	2004	M01	       118.4	
CUURA311SA0E     	2004	M02	       121.2	
CUURA311SA0E     	2004	M03	       122.3	
CUURA311SA0E     	2004	M04	       124.5	
CUURA311SA0E     	2004	M05	       131.5	
CUURA311SA0E     	2004	M06	       145.8	
CUURA311SA0E     	2004	M07	       142.7	
CUURA311SA0E     	2004	M08	       141.5	
CUURA311SA0E     	2004	M09	       139.6	
CUURA311SA0E     	2004	M10	       138.2	
CUURA311SA0E     	2004	M11	       137.4	
CUURA311SA0E     	2004	M12	       132.6	
CUURA311SA0E     	2004	M13	       133.0	
CUURA311SA0E     	2005	M01	       132.1	
CUURA311SA0E     	2005	M02	       134.9	
CUURA311SA0E     	2005	M03	       139.4	
CUURA311SA0E     	2005	M04	       147.0	
CUURA311SA0E     	2005	M05	       144.7	
CUURA311SA0E     	2005	M06	       152.4	
CUURA311SA0E     	2005	M07	       159.5	
CUURA311SA0E     	2005	M08	       167.8	
CUURA311SA0E     	2005	M09	       186.7	
CUURA311SA0E     	2005	M10	       178.6	
CUURA311SA0E     	2005	M11	       157.3	
CUURA311SA0E     	2005	M12	       151.9	
CUURA311SA0E     	2005	M13	       154.4	
CUURA311SA0E     	2006	M01	       160.9	
CUURA311SA0E     	2006	M02	       157.4	
CUURA311SA0E     	2006	M03	       157.5	
CUURA311SA0E     	2006	M04	       171.3	
CUURA311SA0E     	2006	M05	       176.0	
CUURA311SA0E     	2006	M06	       188.3	
CUURA311SA0E     	2006	M07	       193.7	
CUURA311SA0E     	2006	M08	       192.0	
CUURA311SA0E     	2006	M09	       178.8	
CUURA311SA0E     	2006	M10	       159.1	
CUURA311SA0E     	2006	M11	       156.0	
CUURA311SA0E     	2006	M12	       161.3	
CUURA311SA0E     	2006	M13	       171.0	
CUURA311SA0E     	2007	M01	     158.458	
CUURA311SA0E     	2007	M02	     158.497	
CUURA311SA0E     	2007	M03	     167.732	
CUURA311SA0E     	2007	M04	     178.545	
CUURA311SA0E     	2007	M05	     184.404	
CUURA311SA0E     	2007	M06	     205.919	
CUURA311SA0E     	2007	M07	     203.855	
CUURA311SA0E     	2007	M08	     198.228	
CUURA311SA0E     	2007	M09	     197.256	
CUURA311SA0E     	2007	M10	     196.221	
CUURA311SA0E     	2007	M11	     205.834	
CUURA311SA0E     	2007	M12	     206.424	
CUURA311SA0E     	2007	M13	     188.448	
CUURA311SA0E     	2008	M01	     206.360	
CUURA311SA0E     	2008	M02	     205.270	
CUURA311SA0E     	2008	M03	     214.244	
CUURA311SA0E     	2008	M04	     218.922	
CUURA311SA0E     	2008	M05	     234.674	
CUURA311SA0E     	2008	M06	     252.964	
CUURA311SA0E     	2008	M07	     262.513	
CUURA311SA0E     	2008	M08	     247.122	
CUURA311SA0E     	2008	M09	     241.537	
CUURA311SA0E     	2008	M10	     223.911	
CUURA311SA0E     	2008	M11	     187.851	
CUURA311SA0E     	2008	M12	     174.072	
CUURA311SA0E     	2008	M13	     222.453	
CUURA311SA0E     	2009	M01	     172.793	
CUURA311SA0E     	2009	M02	     177.267	
CUURA311SA0E     	2009	M03	     172.947	
CUURA311SA0E     	2009	M04	     177.842	
CUURA311SA0E     	2009	M05	     181.064	
CUURA311SA0E     	2009	M06	     200.143	
CUURA311SA0E     	2009	M07	     200.414	
CUURA311SA0E     	2009	M08	     200.711	
CUURA311SA0E     	2009	M09	     200.093	
CUURA311SA0E     	2009	M10	     193.050	
CUURA311SA0E     	2009	M11	     197.856	
CUURA311SA0E     	2009	M12	     195.612	
CUURA311SA0E     	2009	M13	     189.149	
CUURA311SA0E     	2010	M01	     200.443	
CUURA311SA0E     	2010	M02	     185.421	
CUURA311SA0E     	2010	M03	     200.797	
CUURA311SA0E     	2010	M04	     202.840	
CUURA311SA0E     	2010	M05	     204.882	
CUURA311SA0E     	2010	M06	     204.966	
CUURA311SA0E     	2010	M07	     204.763	
CUURA311SA0E     	2010	M08	     204.488	
CUURA311SA0E     	2010	M09	     199.738	
CUURA311SA0E     	2010	M10	     196.954	
CUURA311SA0E     	2010	M11	     198.202	
CUURA311SA0E     	2010	M12	     204.176	
CUURA311SA0E     	2010	M13	     200.639	
CUURA311SA0E     	2011	M01	     210.039	
CUURA311SA0E     	2011	M02	     211.436	
CUURA311SA0E     	2011	M03	     226.880	
CUURA311SA0E     	2011	M04	     237.671	
CUURA311SA0E     	2011	M05	     244.354	
CUURA311SA0E     	2011	M06	     237.698	
CUURA311SA0E     	2011	M07	     235.597	
CUURA311SA0E     	2011	M08	     234.940	
CUURA311SA0E     	2011	M09	     229.947	
CUURA311SA0E     	2011	M10	     221.124	
CUURA311SA0E     	2011	M11	     218.241	
CUURA311SA0E     	2011	M12	     214.871	
CUURA311SA0E     	2011	M13	     226.900	
CUURA311SA0E     	2012	M01	     219.843	
CUURA311SA0E     	2012	M02	     226.936	
CUURA311SA0E     	2012	M03	     234.265	
CUURA311SA0E     	2012	M04	     241.087	
CUURA311SA0E     	2012	M05	     230.429	
CUURA311SA0E     	2012	M06	     227.415	
CUURA311SA0E     	2012	M07	     226.555	
CUURA311SA0E     	2012	M08	     237.261	
CUURA311SA0E     	2012	M09	     237.851	
CUURA311SA0E     	2012	M10	     229.176	
CUURA311SA0E     	2012	M11	     219.608	
CUURA311SA0E     	2012	M12	     215.336	
CUURA311SA0E     	2012	M13	     228.813	
CUURA311SA0E     	2013	M01	     218.181	
CUURA311SA0E     	2013	M02	     231.222	
CUURA311SA0E     	2013	M03	     232.167	
CUURA311SA0E     	2013	M04	     228.886	
CUURA311SA0E     	2013	M05	     225.345	
CUURA311SA0E     	2013	M06	     232.016	
CUURA311SA0E     	2013	M07	     235.237	
CUURA311SA0E     	2013	M08	     234.294	
CUURA311SA0E     	2013	M09	     231.468	
CUURA311SA0E     	2013	M10	     224.808	
CUURA311SA0E     	2013	M11	     220.657	
CUURA311SA0E     	2013	M12	     224.165	
CUURA311SA0E     	2013	M13	     228.204	
CUURA311SA0E     	2014	M01	     224.310	
CUURA311SA0E     	2014	M02	     223.430	
CUURA311SA0E     	2014	M03	     232.101	
CUURA311SA0E     	2014	M04	     234.740	
CUURA311SA0E     	2014	M05	     233.634	
CUURA311SA0E     	2014	M06	     234.130	
CUURA311SA0E     	2014	M07	     233.826	
CUURA311SA0E     	2014	M08	     226.313	
CUURA311SA0E     	2014	M09	     224.730	
CUURA311SA0E     	2014	M10	     215.235	
CUURA311SA0E     	2014	M11	     203.588	
CUURA311SA0E     	2014	M12	     195.248	
CUURA311SA0E     	2014	M13	     223.440	
CUURA311SA0E     	2015	M01	     182.812	
CUURA311SA0E     	2015	M02	     182.298	
CUURA311SA0E     	2015	M03	     188.531	
CUURA311SA0E     	2015	M04	     185.204	
CUURA311SA0E     	2015	M05	     191.973	
CUURA311SA0E     	2015	M06	     200.944	
CUURA311SA0E     	2015	M07	     200.072	
CUURA311SA0E     	2015	M08	     194.988	
CUURA311SA0E     	2015	M09	     187.384	
CUURA311SA0E     	2015	M10	     182.851	
CUURA311SA0E     	2015	M11	     177.673	
CUURA311SA0E     	2015	M12	     173.914	
CUURA311SA0E     	2015	M13	     187.387	
CUURA311SA0E     	2016	M01	     169.582	
CUURA311SA0E     	2016	M02	     165.687	
CUURA311SA0E     	2016	M03	     171.291	
CUURA311SA0E     	2016	M04	     178.029	
CUURA311SA0E     	2016	M05	     183.798	
CUURA311SA0E     	2016	M06	     191.777	
CUURA311SA0E     	2016	M07	     189.089	
CUURA311SA0E     	2016	M08	     183.852	
CUURA311SA0E     	2016	M09	     186.935	
CUURA311SA0E     	2016	M10	     185.403	
CUURA311SA0E     	2016	M11	     184.530	
CUURA311SA0E     	2016	M12	     185.600	
CUURA311SA0E     	2016	M13	     181.298	
CUURA311SA0E     	2017	M01	     190.418	
CUURA311SA0E     	2017	M02	     189.748	
CUURA311SA0E     	2017	M03	     189.961	
CUURA311SA0E     	2017	M04	     194.130	
CUURA311SA0E     	2017	M05	     194.505	
CUURA311SA0E     	2017	M06	     195.310	
CUURA311SA0E     	2017	M07	     194.149	
CUURA311SA0E     	2017	M08	     196.062	
CUURA311SA0E     	2017	M09	     204.166	
CUURA311SA0E     	2017	M10	     197.025	
CUURA311SA0E     	2017	M11	     195.502	
CUURA311SA0E     	2017	M12	     194.056	
CUURA311SA0E     	2017	M13	     194.586	
CUURA311SA0L1E   	1996	M11	       100.0	
CUURA311SA0L1E   	1997	M01	       100.3	
CUURA311SA0L1E   	1997	M03	       100.9	
CUURA311SA0L1E   	1997	M05	       100.9	
CUURA311SA0L1E   	1997	M07	       101.1	
CUURA311SA0L1E   	1997	M09	       101.1	
CUURA311SA0L1E   	1997	M11	       100.5	
CUURA311SA0L1E   	1997	M13	       100.8	
CUURA311SA0L1E   	1998	M01	       101.3	
CUURA311SA0L1E   	1998	M03	       102.6	
CUURA311SA0L1E   	1998	M05	       102.3	
CUURA311SA0L1E   	1998	M07	       103.0	
CUURA311SA0L1E   	1998	M09	       103.3	
CUURA311SA0L1E   	1998	M11	       103.5	
CUURA311SA0L1E   	1998	M13	       102.8	
CUURA311SA0L1E   	1999	M01	       103.9	
CUURA311SA0L1E   	1999	M03	       104.3	
CUURA311SA0L1E   	1999	M05	       104.3	
CUURA311SA0L1E   	1999	M07	       104.8	
CUURA311SA0L1E   	1999	M09	       105.5	
CUURA311SA0L1E   	1999	M11	       105.5	
CUURA311SA0L1E   	1999	M13	       104.8	
CUURA311SA0L1E   	2000	M01	       105.8	
CUURA311SA0L1E   	2000	M03	       107.2	
CUURA311SA0L1E   	2000	M05	       106.6	
CUURA311SA0L1E   	2000	M07	       107.2	
CUURA311SA0L1E   	2000	M09	       107.7	
CUURA311SA0L1E   	2000	M11	       108.2	
CUURA311SA0L1E   	2000	M13	       107.2	
CUURA311SA0L1E   	2001	M01	       108.9	
CUURA311SA0L1E   	2001	M03	       109.8	
CUURA311SA0L1E   	2001	M05	       109.5	
CUURA311SA0L1E   	2001	M07	       110.1	
CUURA311SA0L1E   	2001	M09	       111.6	
CUURA311SA0L1E   	2001	M11	       112.1	
CUURA311SA0L1E   	2001	M13	       110.5	
CUURA311SA0L1E   	2002	M01	       112.2	
CUURA311SA0L1E   	2002	M03	       113.1	
CUURA311SA0L1E   	2002	M05	       113.4	
CUURA311SA0L1E   	2002	M07	       113.5	
CUURA311SA0L1E   	2002	M09	       114.6	
CUURA311SA0L1E   	2002	M11	       114.8	
CUURA311SA0L1E   	2002	M13	       113.7	
CUURA311SA0L1E   	2003	M01	       115.3	
CUURA311SA0L1E   	2003	M03	       116.1	
CUURA311SA0L1E   	2003	M05	       116.2	
CUURA311SA0L1E   	2003	M07	       116.7	
CUURA311SA0L1E   	2003	M09	       116.7	
CUURA311SA0L1E   	2003	M11	       116.9	
CUURA311SA0L1E   	2003	M13	       116.4	
CUURA311SA0L1E   	2004	M01	       116.8	
CUURA311SA0L1E   	2004	M03	       117.8	
CUURA311SA0L1E   	2004	M05	       117.8	
CUURA311SA0L1E   	2004	M07	       118.5	
CUURA311SA0L1E   	2004	M09	       119.5	
CUURA311SA0L1E   	2004	M11	       119.7	
CUURA311SA0L1E   	2004	M13	       118.5	
CUURA311SA0L1E   	2005	M01	       120.7	
CUURA311SA0L1E   	2005	M03	       121.7	
CUURA311SA0L1E   	2005	M05	       122.3	
CUURA311SA0L1E   	2005	M07	       122.7	
CUURA311SA0L1E   	2005	M09	       122.6	
CUURA311SA0L1E   	2005	M11	       123.0	
CUURA311SA0L1E   	2005	M13	       122.3	
CUURA311SA0L1E   	2006	M01	       123.9	
CUURA311SA0L1E   	2006	M03	       124.8	
CUURA311SA0L1E   	2006	M05	       125.6	
CUURA311SA0L1E   	2006	M07	       126.5	
CUURA311SA0L1E   	2006	M09	       127.1	
CUURA311SA0L1E   	2006	M11	       127.6	
CUURA311SA0L1E   	2006	M13	       126.1	
CUURA311SA0L1E   	2007	M01	     128.109	
CUURA311SA0L1E   	2007	M03	     129.681	
CUURA311SA0L1E   	2007	M05	     129.557	
CUURA311SA0L1E   	2007	M07	     129.677	
CUURA311SA0L1E   	2007	M09	     130.189	
CUURA311SA0L1E   	2007	M11	     130.028	
CUURA311SA0L1E   	2007	M13	     129.677	
CUURA311SA0L1E   	2008	M01	     131.177	
CUURA311SA0L1E   	2008	M03	     132.732	
CUURA311SA0L1E   	2008	M05	     133.045	
CUURA311SA0L1E   	2008	M07	     133.585	
CUURA311SA0L1E   	2008	M09	     134.750	
CUURA311SA0L1E   	2008	M11	     134.387	
CUURA311SA0L1E   	2008	M13	     133.408	
CUURA311SA0L1E   	2009	M01	     134.285	
CUURA311SA0L1E   	2009	M03	     135.413	
CUURA311SA0L1E   	2009	M05	     135.831	
CUURA311SA0L1E   	2009	M07	     136.320	
CUURA311SA0L1E   	2009	M09	     136.489	
CUURA311SA0L1E   	2009	M11	     136.370	
CUURA311SA0L1E   	2009	M13	     135.883	
CUURA311SA0L1E   	2010	M01	     136.661	
CUURA311SA0L1E   	2010	M03	     137.402	
CUURA311SA0L1E   	2010	M05	     137.435	
CUURA311SA0L1E   	2010	M07	     137.560	
CUURA311SA0L1E   	2010	M09	     138.475	
CUURA311SA0L1E   	2010	M11	     138.812	
CUURA311SA0L1E   	2010	M13	     137.835	
CUURA311SA0L1E   	2011	M01	     139.337	
CUURA311SA0L1E   	2011	M03	     140.105	
CUURA311SA0L1E   	2011	M05	     140.563	
CUURA311SA0L1E   	2011	M07	     141.411	
CUURA311SA0L1E   	2011	M09	     141.510	
CUURA311SA0L1E   	2011	M11	     142.048	
CUURA311SA0L1E   	2011	M13	     140.963	
CUURA311SA0L1E   	2012	M01	     142.550	
CUURA311SA0L1E   	2012	M03	     143.884	
CUURA311SA0L1E   	2012	M05	     144.234	
CUURA311SA0L1E   	2012	M07	     144.176	
CUURA311SA0L1E   	2012	M09	     145.511	
CUURA311SA0L1E   	2012	M11	     145.333	
CUURA311SA0L1E   	2012	M13	     144.413	
CUURA311SA0L1E   	2013	M01	     145.714	
CUURA311SA0L1E   	2013	M03	     146.274	
CUURA311SA0L1E   	2013	M05	     146.375	
CUURA311SA0L1E   	2013	M07	     146.679	
CUURA311SA0L1E   	2013	M09	     147.842	
CUURA311SA0L1E   	2013	M11	     148.218	
CUURA311SA0L1E   	2013	M13	     146.953	
CUURA311SA0L1E   	2014	M01	     148.171	
CUURA311SA0L1E   	2014	M03	     149.016	
CUURA311SA0L1E   	2014	M05	     149.330	
CUURA311SA0L1E   	2014	M07	     149.386	
CUURA311SA0L1E   	2014	M09	     150.349	
CUURA311SA0L1E   	2014	M11	     150.752	
CUURA311SA0L1E   	2014	M13	     149.581	
CUURA311SA0L1E   	2015	M01	     150.113	
CUURA311SA0L1E   	2015	M03	     151.879	
CUURA311SA0L1E   	2015	M05	     152.656	
CUURA311SA0L1E   	2015	M07	     151.838	
CUURA311SA0L1E   	2015	M09	     153.199	
CUURA311SA0L1E   	2015	M11	     153.284	
CUURA311SA0L1E   	2015	M13	     152.242	
CUURA311SA0L1E   	2016	M01	     153.520	
CUURA311SA0L1E   	2016	M03	     154.506	
CUURA311SA0L1E   	2016	M05	     155.237	
CUURA311SA0L1E   	2016	M07	     154.759	
CUURA311SA0L1E   	2016	M09	     154.799	
CUURA311SA0L1E   	2016	M11	     155.017	
CUURA311SA0L1E   	2016	M13	     154.702	
CUURA311SA0L1E   	2017	M01	     155.080	
CUURA311SA0L1E   	2017	M03	     155.806	
CUURA311SA0L1E   	2017	M05	     155.649	
CUURA311SA0L1E   	2017	M07	     155.690	
CUURA311SA0L1E   	2017	M09	     156.651	
CUURA311SA0L1E   	2017	M11	     157.058	
CUURA311SA0L1E   	2017	M13	     156.089	
CUURA311SA0L2    	1997	M12	       100.0	
CUURA311SA0L2    	1998	M01	       100.3	
CUURA311SA0L2    	1998	M03	       100.8	
CUURA311SA0L2    	1998	M05	       100.7	
CUURA311SA0L2    	1998	M07	       101.8	
CUURA311SA0L2    	1998	M09	       101.9	
CUURA311SA0L2    	1998	M11	       101.0	
CUURA311SA0L2    	1998	M13	       101.1	
CUURA311SA0L2    	1999	M01	       101.5	
CUURA311SA0L2    	1999	M03	       101.7	
CUURA311SA0L2    	1999	M05	       102.4	
CUURA311SA0L2    	1999	M07	       103.2	
CUURA311SA0L2    	1999	M09	       104.3	
CUURA311SA0L2    	1999	M11	       103.8	
CUURA311SA0L2    	1999	M13	       102.9	
CUURA311SA0L2    	2000	M01	       104.0	
CUURA311SA0L2    	2000	M03	       105.8	
CUURA311SA0L2    	2000	M05	       105.4	
CUURA311SA0L2    	2000	M07	       107.3	
CUURA311SA0L2    	2000	M09	       107.4	
CUURA311SA0L2    	2000	M11	       107.0	
CUURA311SA0L2    	2000	M13	       106.3	
CUURA311SA0L2    	2001	M01	       106.7	
CUURA311SA0L2    	2001	M03	       107.5	
CUURA311SA0L2    	2001	M05	       108.1	
CUURA311SA0L2    	2001	M07	       108.5	
CUURA311SA0L2    	2001	M09	       109.4	
CUURA311SA0L2    	2001	M11	       108.1	
CUURA311SA0L2    	2001	M13	       108.1	
