"NEWID","UCC","AMOUNT","IMPNUM","PUB_FLAG","AMOUNT_"
"03216701","900000",7417,"1","1",
"03216701","900000",26122,"2","1",
"03216701","900000",37324,"3","1",
"03216701","900000",51756,"4","1",
"03216701","900000",101967,"5","1",
"03216701","900160",35359,"1","1",
"03216701","900160",6991,"2","1",
"03216701","900160",10519,"3","1",
"03216701","900160",4204,"4","1",
"03216701","900160",8142,"5","1",
"03216701","980000",42776,"1","1",
"03216701","980000",33113,"2","1",
"03216701","980000",47843,"3","1",
"03216701","980000",55960,"4","1",
"03216701","980000",110109,"5","1",
"03216721","900030",19979,"1","1",
"03216721","900030",19979,"2","1",
"03216721","900030",19979,"3","1",
"03216721","900030",19979,"4","1",
"03216721","900030",19979,"5","1",
"03216721","900170",146,"1","1",
"03216721","900170",146,"2","1",
"03216721","900170",146,"3","1",
"03216721","900170",146,"4","1",
"03216721","900170",146,"5","1",
"03216721","980000",20125,"1","1",
"03216721","980000",20125,"2","1",
"03216721","980000",20125,"3","1",
"03216721","980000",20125,"4","1",
"03216721","980000",20125,"5","1",
"03216722","900030",19979,"1","1",
"03216722","900030",19979,"2","1",
"03216722","900030",19979,"3","1",
"03216722","900030",19979,"4","1",
"03216722","900030",19979,"5","1",
"03216722","900170",146,"1","1",
"03216722","900170",146,"2","1",
"03216722","900170",146,"3","1",
"03216722","900170",146,"4","1",
"03216722","900170",146,"5","1",
"03216722","980000",20125,"1","1",
"03216722","980000",20125,"2","1",
"03216722","980000",20125,"3","1",
"03216722","980000",20125,"4","1",
"03216722","980000",20125,"5","1",
"03216741","900030",23748,"1","1",
"03216741","900030",24072,"2","1",
"03216741","900030",16824,"3","1",
"03216741","900030",10284,"4","1",
"03216741","900030",9240,"5","1",
"03216741","900180",675,"1","1",
"03216741","900180",698,"2","1",
"03216741","900180",202,"3","1",
"03216741","900180",17,"4","1",
"03216741","900180",30915,"5","1",
"03216741","900210",3098,"1","1",
"03216741","900210",3101,"2","1",
"03216741","900210",7283,"3","1",
"03216741","900210",16329,"4","1",
"03216741","900210",14767,"5","1",
"03216741","980000",27521,"1","1",
"03216741","980000",27871,"2","1",
"03216741","980000",24309,"3","1",
"03216741","980000",26630,"4","1",
"03216741","980000",54922,"5","1",
"03216751","900000",117201,"1","1",
"03216751","900000",106934,"2","1",
"03216751","900000",124616,"3","1",
"03216751","900000",122015,"4","1",
"03216751","900000",128519,"5","1",
"03216751","980000",117201,"1","1",
"03216751","980000",106934,"2","1",
"03216751","980000",124616,"3","1",
"03216751","980000",122015,"4","1",
"03216751","980000",128519,"5","1",
"03216752","900000",136613,"1","1",
"03216752","900000",119080,"2","1",
"03216752","900000",106692,"3","1",
"03216752","900000",123280,"4","1",
"03216752","900000",108009,"5","1",
"03216752","980000",136613,"1","1",
"03216752","980000",119080,"2","1",
"03216752","980000",106692,"3","1",
"03216752","980000",123280,"4","1",
"03216752","980000",108009,"5","1",
"03216761","800940",11605,"1","1","T"
"03216761","800940",11605,"2","1","T"
"03216761","800940",11605,"3","1","T"
"03216761","800940",11605,"4","1","T"
"03216761","800940",11605,"5","1","T"
"03216761","900000",238883,"1","1","T"
"03216761","900000",238883,"2","1","T"
"03216761","900000",238883,"3","1","T"
"03216761","900000",238883,"4","1","T"
"03216761","900000",238883,"5","1","T"
"03216761","900160",50000,"1","1",
"03216761","900160",50000,"2","1",
"03216761","900160",50000,"3","1",
"03216761","900160",50000,"4","1",
"03216761","900160",50000,"5","1",
"03216761","900180",2500,"1","1",
"03216761","900180",2500,"2","1",
"03216761","900180",2500,"3","1",
"03216761","900180",2500,"4","1",
"03216761","900180",2500,"5","1",
"03216761","980000",291383,"1","1","T"
"03216761","980000",291383,"2","1","T"
"03216761","980000",291383,"3","1","T"
"03216761","980000",291383,"4","1","T"
"03216761","980000",291383,"5","1","T"
"03216762","800940",11605,"1","1","T"
"03216762","800940",11605,"2","1","T"
"03216762","800940",11605,"3","1","T"
"03216762","800940",11605,"4","1","T"
"03216762","800940",11605,"5","1","T"
"03216762","900000",238883,"1","1","T"
"03216762","900000",238883,"2","1","T"
"03216762","900000",238883,"3","1","T"
"03216762","900000",238883,"4","1","T"
"03216762","900000",238883,"5","1","T"
"03216762","900160",50000,"1","1",
"03216762","900160",50000,"2","1",
"03216762","900160",50000,"3","1",
"03216762","900160",50000,"4","1",
"03216762","900160",50000,"5","1",
"03216762","900180",2500,"1","1",
"03216762","900180",2500,"2","1",
"03216762","900180",2500,"3","1",
"03216762","900180",2500,"4","1",
"03216762","900180",2500,"5","1",
"03216762","980000",291383,"1","1","T"
"03216762","980000",291383,"2","1","T"
"03216762","980000",291383,"3","1","T"
"03216762","980000",291383,"4","1","T"
"03216762","980000",291383,"5","1","T"
"03216781","900000",23100,"1","1",
"03216781","900000",23100,"2","1",
"03216781","900000",23100,"3","1",
"03216781","900000",23100,"4","1",
"03216781","900000",23100,"5","1",
"03216781","900150",4296,"1","1",
"03216781","900150",4296,"2","1",
"03216781","900150",4296,"3","1",
"03216781","900150",4296,"4","1",
"03216781","900150",4296,"5","1",
"03216781","980000",27396,"1","1",
"03216781","980000",27396,"2","1",
"03216781","980000",27396,"3","1",
"03216781","980000",27396,"4","1",
"03216781","980000",27396,"5","1",
"03216782","900000",23100,"1","1",
"03216782","900000",23100,"2","1",
"03216782","900000",23100,"3","1",
"03216782","900000",23100,"4","1",
"03216782","900000",23100,"5","1",
"03216782","900150",4296,"1","1",
"03216782","900150",4296,"2","1",
"03216782","900150",4296,"3","1",
"03216782","900150",4296,"4","1",
"03216782","900150",4296,"5","1",
"03216782","980000",27396,"1","1",
"03216782","980000",27396,"2","1",
"03216782","980000",27396,"3","1",
"03216782","980000",27396,"4","1",
"03216782","980000",27396,"5","1",
"03216791","900000",35000,"1","1",
"03216791","900000",35000,"2","1",
"03216791","900000",35000,"3","1",
"03216791","900000",35000,"4","1",
"03216791","900000",35000,"5","1",
"03216791","980000",35000,"1","1",
"03216791","980000",35000,"2","1",
"03216791","980000",35000,"3","1",
"03216791","980000",35000,"4","1",
"03216791","980000",35000,"5","1",
"03216792","900000",35000,"1","1",
"03216792","900000",35000,"2","1",
"03216792","900000",35000,"3","1",
"03216792","900000",35000,"4","1",
"03216792","900000",35000,"5","1",
"03216792","980000",35000,"1","1",
"03216792","980000",35000,"2","1",
"03216792","980000",35000,"3","1",
"03216792","980000",35000,"4","1",
"03216792","980000",35000,"5","1",
"03216801","900030",8964,"1","1",
"03216801","900030",8964,"2","1",
"03216801","900030",8964,"3","1",
"03216801","900030",8964,"4","1",
"03216801","900030",8964,"5","1",
"03216801","900090",8592,"1","1",
"03216801","900090",8592,"2","1",
"03216801","900090",8592,"3","1",
"03216801","900090",8592,"4","1",
"03216801","900090",8592,"5","1",
"03216801","900170",1878,"1","1",
"03216801","900170",1878,"2","1",
"03216801","900170",1878,"3","1",
"03216801","900170",1878,"4","1",
"03216801","900170",1878,"5","1",
"03216801","900190",1620,"1","1",
"03216801","900190",1620,"2","1",
"03216801","900190",1620,"3","1",
"03216801","900190",1620,"4","1",
"03216801","900190",1620,"5","1",
"03216801","980000",21054,"1","1",
"03216801","980000",21054,"2","1",
"03216801","980000",21054,"3","1",
"03216801","980000",21054,"4","1",
"03216801","980000",21054,"5","1",
"03216802","900030",8964,"1","1",
"03216802","900030",8964,"2","1",
"03216802","900030",8964,"3","1",
"03216802","900030",8964,"4","1",
"03216802","900030",8964,"5","1",
"03216802","900090",8592,"1","1",
"03216802","900090",8592,"2","1",
"03216802","900090",8592,"3","1",
"03216802","900090",8592,"4","1",
"03216802","900090",8592,"5","1",
"03216802","900170",1878,"1","1",
"03216802","900170",1878,"2","1",
"03216802","900170",1878,"3","1",
"03216802","900170",1878,"4","1",
"03216802","900170",1878,"5","1",
"03216802","900190",1620,"1","1",
