"NEWID","UCC","AMOUNT","AMOUNT_","PUB_FLAG"
"03111041","900090",8400,,"1"
"03111041","900120",2400,,"1"
"03111041","900150",3600,,"1"
"03111041","980000",14400,,"1"
"03111041","980010",2,,"1"
"03111041","980020",66,,"1"
"03111041","980060",1,,"1"
"03111041","980210",100,,"1"
"03111041","980260",100,,"1"
"03111041","980282",100,,"1"
"03111041","980286",100,,"1"
"03111041","980320",100,,"1"
"03111042","900090",8400,,"1"
"03111042","900120",2400,,"1"
"03111042","900150",3600,,"1"
"03111042","980000",14400,,"1"
"03111042","980010",2,,"1"
"03111042","980020",66,,"1"
"03111042","980060",1,,"1"
"03111042","980210",100,,"1"
"03111042","980260",100,,"1"
"03111042","980282",100,,"1"
"03111042","980286",100,,"1"
"03111042","980320",100,,"1"
"03111051","900000",64000,,"1"
"03111051","950001",-1700,,"1"
"03111051","980000",64000,,"1"
"03111051","980010",1,,"1"
"03111051","980020",48,,"1"
"03111051","980030",1,,"1"
"03111051","980040",2,,"1"
"03111051","980090",100,,"1"
"03111051","980210",100,,"1"
"03111051","980230",100,,"1"
"03111051","980281",100,,"1"
"03111051","980286",100,,"1"
"03111051","980310",100,,"1"
"03111051","980330",100,,"1"
"03111052","900000",64000,,"1"
"03111052","950001",-1700,,"1"
"03111052","980000",64000,,"1"
"03111052","980010",1,,"1"
"03111052","980020",48,,"1"
"03111052","980030",1,,"1"
"03111052","980040",2,,"1"
"03111052","980090",100,,"1"
"03111052","980210",100,,"1"
"03111052","980230",100,,"1"
"03111052","980281",100,,"1"
"03111052","980286",100,,"1"
"03111052","980310",100,,"1"
"03111052","980330",100,,"1"
"03111061","900000",12000,,"1"
"03111061","900150",300,,"1"
"03111061","980000",12300,,"1"
"03111061","980010",4,,"1"
"03111061","980020",37,,"1"
"03111061","980030",1,,"1"
"03111061","980040",1,,"1"
"03111061","980050",2,,"1"
"03111061","980220",100,,"1"
"03111061","980260",100,,"1"
"03111061","980281",100,,"1"
"03111061","980285",100,,"1"
"03111061","980300",100,,"1"
"03111061","980330",100,,"1"
"03111062","900000",12000,,"1"
"03111062","900150",300,,"1"
"03111062","980000",12300,,"1"
"03111062","980010",4,,"1"
"03111062","980020",37,,"1"
"03111062","980030",1,,"1"
"03111062","980040",1,,"1"
"03111062","980050",2,,"1"
"03111062","980220",100,,"1"
"03111062","980260",100,,"1"
"03111062","980281",100,,"1"
"03111062","980285",100,,"1"
"03111062","980300",100,,"1"
"03111062","980330",100,,"1"
"03111071","900000",3539,,"1"
"03111071","900030",10727,,"1"
"03111071","900150",5016,,"1"
"03111071","900210",700,,"1"
"03111071","950001",-4200,,"1"
"03111071","980000",19982,,"1"
"03111071","980010",5,,"1"
"03111071","980020",48,,"1"
"03111071","980030",2,,"1"
"03111071","980050",1,,"1"
"03111071","980060",1,,"1"
"03111071","980220",100,,"1"
"03111071","980260",100,,"1"
"03111071","980270",100,,"1"
"03111071","980286",100,,"1"
"03111071","980300",100,,"1"
"03111072","900000",3423,,"1"
"03111072","900030",10727,,"1"
"03111072","900150",5016,,"1"
"03111072","900210",700,,"1"
"03111072","950001",-4200,,"1"
"03111072","980000",19866,,"1"
"03111072","980010",5,,"1"
"03111072","980020",48,,"1"
"03111072","980030",2,,"1"
"03111072","980050",1,,"1"
"03111072","980060",1,,"1"
"03111072","980220",100,,"1"
"03111072","980260",100,,"1"
"03111072","980270",100,,"1"
"03111072","980286",100,,"1"
"03111072","980300",100,,"1"
"03111091","900030",19030,,"1"
"03111091","900170",13059,,"1"
"03111091","980000",32088,,"1"
"03111091","980010",4,,"1"
"03111091","980020",56,,"1"
"03111091","980040",3,,"1"
"03111091","980050",1,,"1"
"03111091","980090",100,,"1"
"03111091","980210",100,,"1"
"03111091","980230",100,,"1"
"03111091","980281",100,,"1"
"03111091","980285",100,,"1"
"03111091","980300",100,,"1"
"03111091","980330",100,,"1"
"03111092","900030",24430,,"1"
"03111092","900170",5770,,"1"
"03111092","980000",30200,,"1"
"03111092","980010",4,,"1"
"03111092","980020",56,,"1"
"03111092","980040",3,,"1"
"03111092","980050",1,,"1"
"03111092","980090",100,,"1"
"03111092","980210",100,,"1"
"03111092","980230",100,,"1"
"03111092","980281",100,,"1"
"03111092","980285",100,,"1"
"03111092","980300",100,,"1"
"03111092","980330",100,,"1"
"03111111","900000",40000,,"1"
"03111111","980000",40000,,"1"
"03111111","980010",5,,"1"
"03111111","980020",50,,"1"
"03111111","980030",1,,"1"
"03111111","980040",3,,"1"
"03111111","980050",3,,"1"
"03111111","980090",100,,"1"
"03111111","980210",100,,"1"
"03111111","980230",100,,"1"
"03111111","980281",100,,"1"
"03111111","980285",100,,"1"
"03111111","980300",100,,"1"
"03111111","980330",100,,"1"
"03111112","900000",40000,,"1"
"03111112","980000",40000,,"1"
"03111112","980010",5,,"1"
"03111112","980020",50,,"1"
"03111112","980030",1,,"1"
"03111112","980040",3,,"1"
"03111112","980050",3,,"1"
"03111112","980090",100,,"1"
"03111112","980210",100,,"1"
"03111112","980230",100,,"1"
"03111112","980281",100,,"1"
"03111112","980285",100,,"1"
"03111112","980300",100,,"1"
"03111112","980330",100,,"1"
"03111121","800932",10000,,"1"
"03111121","800940",3765,,"1"
"03111121","900000",377766,"T","1"
"03111121","900030",10859,,"1"
"03111121","900160",-9215,"T","1"
"03111121","900170",37600,,"1"
