"NEWID","UCC","AMOUNT","AMOUNT_","PUB_FLAG"
"03281521","900030",13463,,"1"
"03281521","900150",228,,"1"
"03281521","980000",13691,,"1"
"03281521","980010",1,,"1"
"03281521","980020",71,,"1"
"03281521","980040",1,,"1"
"03281521","980060",1,,"1"
"03281521","980210",100,,"1"
"03281521","980260",100,,"1"
"03281521","980281",100,,"1"
"03281521","980286",100,,"1"
"03281521","980310",100,,"1"
"03281521","980330",100,,"1"
"03281522","900030",13463,,"1"
"03281522","900150",228,,"1"
"03281522","980000",13691,,"1"
"03281522","980010",1,,"1"
"03281522","980020",71,,"1"
"03281522","980040",1,,"1"
"03281522","980060",1,,"1"
"03281522","980210",100,,"1"
"03281522","980260",100,,"1"
"03281522","980281",100,,"1"
"03281522","980286",100,,"1"
"03281522","980310",100,,"1"
"03281522","980330",100,,"1"
"03281531","900030",14265,,"1"
"03281531","900170",7597,,"1"
"03281531","980000",21862,,"1"
"03281531","980010",1,,"1"
"03281531","980020",73,,"1"
"03281531","980040",1,,"1"
"03281531","980060",1,,"1"
"03281531","980220",100,,"1"
"03281531","980260",100,,"1"
"03281531","980281",100,,"1"
"03281531","980286",100,,"1"
"03281531","980310",100,,"1"
"03281531","980330",100,,"1"
"03281591","900030",32518,,"1"
"03281591","900180",4899,,"1"
"03281591","950001",-1000,,"1"
"03281591","980000",37417,,"1"
"03281591","980010",2,,"1"
"03281591","980020",61,,"1"
"03281591","980040",2,,"1"
"03281591","980060",1,,"1"
"03281591","980090",100,,"1"
"03281591","980220",100,,"1"
"03281591","980240",100,,"1"
"03281591","980281",100,,"1"
"03281591","980286",100,,"1"
"03281591","980310",100,,"1"
"03281591","980330",100,,"1"
"03281592","900030",32518,,"1"
"03281592","900180",65597,"T","1"
"03281592","950001",-1000,,"1"
"03281592","980000",98115,"T","1"
"03281592","980010",2,,"1"
"03281592","980020",61,,"1"
"03281592","980040",2,,"1"
"03281592","980060",1,,"1"
"03281592","980090",100,,"1"
"03281592","980220",100,,"1"
"03281592","980240",100,,"1"
"03281592","980281",100,,"1"
"03281592","980286",100,,"1"
"03281592","980310",100,,"1"
"03281592","980330",100,,"1"
"03281611","900120",6861,,"1"
"03281611","900150",5582,,"1"
"03281611","900210",2490,,"1"
"03281611","980000",14934,,"1"
"03281611","980010",3,,"1"
"03281611","980020",32,,"1"
"03281611","980050",2,,"1"
"03281611","980220",100,,"1"
"03281611","980260",100,,"1"
"03281611","980281",100,,"1"
"03281611","980285",100,,"1"
"03281611","980300",100,,"1"
"03281612","900120",3097,,"1"
"03281612","900150",11796,,"1"
"03281612","900210",1532,,"1"
"03281612","980000",16425,,"1"
"03281612","980010",3,,"1"
"03281612","980020",32,,"1"
"03281612","980050",2,,"1"
"03281612","980220",100,,"1"
"03281612","980260",100,,"1"
"03281612","980281",100,,"1"
"03281612","980285",100,,"1"
"03281612","980300",100,,"1"
"03281622","900030",20459,,"1"
"03281622","900180",2400,,"1"
"03281622","950001",-700,,"1"
"03281622","980000",22859,,"1"
"03281622","980010",1,,"1"
"03281622","980020",87,"T","1"
"03281622","980040",1,,"1"
"03281622","980060",1,,"1"
"03281622","980090",100,,"1"
"03281622","980210",100,,"1"
"03281622","980230",100,,"1"
"03281622","980281",100,,"1"
"03281622","980286",100,,"1"
"03281622","980300",100,,"1"
"03281622","980330",100,,"1"
"03281671","800710",500,,"1"
"03281671","900000",26257,,"1"
"03281671","980000",26257,,"1"
"03281671","980010",5,,"1"
"03281671","980020",29,,"1"
"03281671","980030",1,,"1"
"03281671","980040",2,,"1"
"03281671","980050",3,,"1"
"03281671","980210",100,,"1"
"03281671","980260",100,,"1"
"03281671","980281",100,,"1"
"03281671","980285",100,,"1"
"03281671","980300",100,,"1"
"03281671","980330",100,,"1"
"03281672","800710",500,,"1"
"03281672","900000",23887,,"1"
"03281672","980000",23887,,"1"
"03281672","980010",5,,"1"
"03281672","980020",29,,"1"
"03281672","980030",1,,"1"
"03281672","980040",2,,"1"
"03281672","980050",3,,"1"
"03281672","980210",100,,"1"
"03281672","980260",100,,"1"
"03281672","980281",100,,"1"
"03281672","980285",100,,"1"
"03281672","980300",100,,"1"
"03281672","980330",100,,"1"
"03281681","900000",79592,,"1"
"03281681","980000",79592,,"1"
"03281681","980010",4,,"1"
"03281681","980020",50,,"1"
"03281681","980030",2,,"1"
"03281681","980040",2,,"1"
"03281681","980050",1,,"1"
"03281681","980220",100,,"1"
"03281681","980260",100,,"1"
"03281681","980282",100,,"1"
"03281681","980286",100,,"1"
"03281681","980310",100,,"1"
"03281681","980330",100,,"1"
"03281682","900000",85652,,"1"
"03281682","980000",85652,,"1"
"03281682","980010",4,,"1"
"03281682","980020",50,,"1"
"03281682","980030",2,,"1"
"03281682","980040",2,,"1"
"03281682","980050",1,,"1"
"03281682","980220",100,,"1"
"03281682","980260",100,,"1"
"03281682","980282",100,,"1"
"03281682","980286",100,,"1"
"03281682","980310",100,,"1"
"03281682","980330",100,,"1"
"03281731","900000",14000,,"1"
"03281731","900140",12600,,"1"
"03281731","900150",184,,"1"
"03281731","980000",26784,,"1"
"03281731","980010",4,,"1"
"03281731","980020",51,,"1"
"03281731","980030",2,,"1"
"03281731","980040",1,,"1"
"03281731","980090",100,,"1"
"03281731","980210",100,,"1"
"03281731","980230",100,,"1"
"03281731","980281",100,,"1"
"03281731","980286",100,,"1"
"03281731","980310",100,,"1"
"03281731","980330",100,,"1"
"03281732","900000",14000,,"1"
"03281732","900140",12600,,"1"
"03281732","900150",184,,"1"
"03281732","980000",26784,,"1"
"03281732","980010",4,,"1"
"03281732","980020",51,,"1"
"03281732","980030",2,,"1"
"03281732","980040",1,,"1"
"03281732","980090",100,,"1"
"03281732","980210",100,,"1"
"03281732","980230",100,,"1"
"03281732","980281",100,,"1"
"03281732","980286",100,,"1"
"03281732","980310",100,,"1"
"03281732","980330",100,,"1"
"03281761","900000",45310,,"1"
"03281761","980000",45310,,"1"
"03281761","980010",1,,"1"
"03281761","980020",45,,"1"
"03281761","980030",1,,"1"
"03281761","980090",100,,"1"
"03281761","980210",100,,"1"
"03281761","980250",100,,"1"
"03281761","980281",100,,"1"
"03281761","980286",100,,"1"
