"UCC","AMOUNT","IMPNUM","NEWID","PUB_FLAG","AMOUNT_"
"900000",45683,"1",1482751,"1",
"900000",64243,"2",1482751,"1",
"900000",73092,"3",1482751,"1",
"900000",66058,"4",1482751,"1",
"900000",92962,"5",1482751,"1",
"980000",45683,"1",1482751,"1",
"980000",64243,"2",1482751,"1",
"980000",73092,"3",1482751,"1",
"980000",66058,"4",1482751,"1",
"980000",92962,"5",1482751,"1",
"980070",45683,"1",1482751,"1",
"980070",64243,"2",1482751,"1",
"980070",73092,"3",1482751,"1",
"980070",66058,"4",1482751,"1",
"980070",92962,"5",1482751,"1",
"900000",62115,"1",1482752,"1",
"900000",42293,"2",1482752,"1",
"900000",132258,"3",1482752,"1",
"900000",30173,"4",1482752,"1",
"900000",57885,"5",1482752,"1",
"980000",62115,"1",1482752,"1",
"980000",42293,"2",1482752,"1",
"980000",132258,"3",1482752,"1",
"980000",30173,"4",1482752,"1",
"980000",57885,"5",1482752,"1",
"980070",62115,"1",1482752,"1",
"980070",42293,"2",1482752,"1",
"980070",132258,"3",1482752,"1",
"980070",30173,"4",1482752,"1",
"980070",57885,"5",1482752,"1",
"900160",22000,"1",1482761,"1",
"900160",22000,"2",1482761,"1",
"900160",22000,"3",1482761,"1",
"900160",22000,"4",1482761,"1",
"900160",22000,"5",1482761,"1",
"980000",22000,"1",1482761,"1",
"980000",22000,"2",1482761,"1",
"980000",22000,"3",1482761,"1",
"980000",22000,"4",1482761,"1",
"980000",22000,"5",1482761,"1",
"980070",22000,"1",1482761,"1",
"980070",22000,"2",1482761,"1",
"980070",22000,"3",1482761,"1",
"980070",22000,"4",1482761,"1",
"980070",22000,"5",1482761,"1",
"900160",22000,"1",1482762,"1",
"900160",22000,"2",1482762,"1",
"900160",22000,"3",1482762,"1",
"900160",22000,"4",1482762,"1",
"900160",22000,"5",1482762,"1",
"980000",22000,"1",1482762,"1",
"980000",22000,"2",1482762,"1",
"980000",22000,"3",1482762,"1",
"980000",22000,"4",1482762,"1",
"980000",22000,"5",1482762,"1",
"980070",22000,"1",1482762,"1",
"980070",22000,"2",1482762,"1",
"980070",22000,"3",1482762,"1",
"980070",22000,"4",1482762,"1",
"980070",22000,"5",1482762,"1",
"900150",2400,"1",1482782,"1",
"900150",2400,"2",1482782,"1",
"900150",2400,"3",1482782,"1",
"900150",2400,"4",1482782,"1",
"900150",2400,"5",1482782,"1",
"900210",2000,"1",1482782,"1",
"900210",2000,"2",1482782,"1",
"900210",2000,"3",1482782,"1",
"900210",2000,"4",1482782,"1",
"900210",2000,"5",1482782,"1",
"980000",4400,"1",1482782,"1",
"980000",4400,"2",1482782,"1",
"980000",4400,"3",1482782,"1",
"980000",4400,"4",1482782,"1",
"980000",4400,"5",1482782,"1",
"980070",4400,"1",1482782,"1",
"980070",4400,"2",1482782,"1",
"980070",4400,"3",1482782,"1",
"980070",4400,"4",1482782,"1",
"980070",4400,"5",1482782,"1",
"900000",70000,"1",1482801,"1",
"900000",70000,"2",1482801,"1",
"900000",70000,"3",1482801,"1",
"900000",70000,"4",1482801,"1",
"900000",70000,"5",1482801,"1",
"900140",30000,"1",1482801,"1",
"900140",30000,"2",1482801,"1",
"900140",30000,"3",1482801,"1",
"900140",30000,"4",1482801,"1",
"900140",30000,"5",1482801,"1",
"980000",100000,"1",1482801,"1",
"980000",100000,"2",1482801,"1",
"980000",100000,"3",1482801,"1",
"980000",100000,"4",1482801,"1",
"980000",100000,"5",1482801,"1",
"980070",100822,"1",1482801,"1",
"980070",100822,"2",1482801,"1",
"980070",100822,"3",1482801,"1",
"980070",100822,"4",1482801,"1",
"980070",100822,"5",1482801,"1",
"900000",70000,"1",1482802,"1",
"900000",70000,"2",1482802,"1",
"900000",70000,"3",1482802,"1",
"900000",70000,"4",1482802,"1",
"900000",70000,"5",1482802,"1",
"900140",30000,"1",1482802,"1",
"900140",30000,"2",1482802,"1",
"900140",30000,"3",1482802,"1",
"900140",30000,"4",1482802,"1",
"900140",30000,"5",1482802,"1",
"980000",100000,"1",1482802,"1",
"980000",100000,"2",1482802,"1",
"980000",100000,"3",1482802,"1",
"980000",100000,"4",1482802,"1",
"980000",100000,"5",1482802,"1",
"980070",100822,"1",1482802,"1",
"980070",100822,"2",1482802,"1",
"980070",100822,"3",1482802,"1",
"980070",100822,"4",1482802,"1",
"980070",100822,"5",1482802,"1",
"900000",55000,"1",1482821,"1",
"900000",55000,"2",1482821,"1",
"900000",55000,"3",1482821,"1",
"900000",55000,"4",1482821,"1",
"900000",55000,"5",1482821,"1",
"980000",55000,"1",1482821,"1",
"980000",55000,"2",1482821,"1",
"980000",55000,"3",1482821,"1",
"980000",55000,"4",1482821,"1",
"980000",55000,"5",1482821,"1",
"980070",55000,"1",1482821,"1",
"980070",55000,"2",1482821,"1",
"980070",55000,"3",1482821,"1",
"980070",55000,"4",1482821,"1",
"980070",55000,"5",1482821,"1",
"900000",55000,"1",1482822,"1",
"900000",55000,"2",1482822,"1",
"900000",55000,"3",1482822,"1",
"900000",55000,"4",1482822,"1",
