"NEWID","UCC","AMOUNT","AMOUNT_","PUB_FLAG"
1451201,"900030",46918,,"1"
1451201,"980000",46918,,"1"
1451201,"980010",2,,"1"
1451201,"980020",70,,"1"
1451201,"980040",2,,"1"
1451201,"980060",2,,"1"
1451201,"980070",46918,,"1"
1451201,"980090",100,,"1"
1451201,"980210",100,,"1"
1451201,"980230",100,,"1"
1451201,"980281",100,,"1"
1451201,"980286",100,,"1"
1451201,"980310",100,,"1"
1451201,"980330",100,,"1"
1451202,"900030",46918,,"1"
1451202,"980000",46918,,"1"
1451202,"980010",2,,"1"
1451202,"980020",70,,"1"
1451202,"980040",2,,"1"
1451202,"980060",2,,"1"
1451202,"980070",46918,,"1"
1451202,"980090",100,,"1"
1451202,"980210",100,,"1"
1451202,"980230",100,,"1"
1451202,"980281",100,,"1"
1451202,"980286",100,,"1"
1451202,"980310",100,,"1"
1451202,"980330",100,,"1"
1451211,"900090",5649,,"1"
1451211,"900120",3618,,"1"
1451211,"900150",6674,,"1"
1451211,"980000",15942,,"1"
1451211,"980010",4,,"1"
1451211,"980020",33,,"1"
1451211,"980040",1,,"1"
1451211,"980050",3,,"1"
1451211,"980070",15942,,"1"
1451211,"980220",100,,"1"
1451211,"980260",100,,"1"
1451211,"980281",100,,"1"
1451211,"980285",100,,"1"
1451211,"980310",100,,"1"
1451211,"980330",100,,"1"
1451212,"900090",6310,,"1"
1451212,"900120",3760,,"1"
1451212,"900150",3878,,"1"
1451212,"980000",13949,,"1"
1451212,"980010",4,,"1"
1451212,"980020",33,,"1"
1451212,"980040",1,,"1"
1451212,"980050",3,,"1"
1451212,"980070",13949,,"1"
1451212,"980220",100,,"1"
1451212,"980260",100,,"1"
1451212,"980281",100,,"1"
1451212,"980285",100,,"1"
1451212,"980310",100,,"1"
1451212,"980330",100,,"1"
1451221,"900030",20146,,"1"
1451221,"900170",63527,"T","1"
1451221,"980000",83673,"T","1"
1451221,"980010",2,,"1"
1451221,"980020",88,"T","1"
1451221,"980060",2,,"1"
1451221,"980070",83673,"T","1"
1451221,"980090",100,,"1"
1451221,"980220",100,,"1"
1451221,"980250",100,,"1"
1451221,"980281",100,,"1"
1451221,"980286",100,,"1"
1451221,"980310",100,,"1"
1451222,"900030",27691,,"1"
1451222,"900170",63527,"T","1"
1451222,"980000",91218,"T","1"
1451222,"980010",2,,"1"
1451222,"980020",88,"T","1"
1451222,"980060",2,,"1"
1451222,"980070",91218,"T","1"
1451222,"980090",100,,"1"
1451222,"980220",100,,"1"
1451222,"980250",100,,"1"
1451222,"980281",100,,"1"
1451222,"980286",100,,"1"
1451222,"980310",100,,"1"
1451241,"900000",70000,,"1"
1451241,"980000",70000,,"1"
1451241,"980010",3,,"1"
1451241,"980020",43,,"1"
1451241,"980030",2,,"1"
1451241,"980040",2,,"1"
1451241,"980050",1,,"1"
1451241,"980070",70000,,"1"
1451241,"980090",100,,"1"
1451241,"980210",100,,"1"
1451241,"980230",100,,"1"
1451241,"980281",100,,"1"
1451241,"980286",100,,"1"
1451241,"980310",100,,"1"
1451241,"980330",100,,"1"
1451242,"900000",70000,,"1"
1451242,"980000",70000,,"1"
1451242,"980010",3,,"1"
1451242,"980020",43,,"1"
1451242,"980030",2,,"1"
1451242,"980040",2,,"1"
1451242,"980050",1,,"1"
1451242,"980070",70000,,"1"
1451242,"980090",100,,"1"
1451242,"980210",100,,"1"
1451242,"980230",100,,"1"
1451242,"980281",100,,"1"
1451242,"980286",100,,"1"
1451242,"980310",100,,"1"
1451242,"980330",100,,"1"
1451261,"800940",2079,,"1"
1451261,"900000",1806,,"1"
1451261,"900160",12687,,"1"
1451261,"980000",14493,,"1"
1451261,"980010",3,,"1"
1451261,"980020",31,,"1"
1451261,"980030",1,,"1"
1451261,"980040",1,,"1"
1451261,"980050",2,,"1"
1451261,"980070",14493,,"1"
1451261,"980090",100,,"1"
1451261,"980220",100,,"1"
1451261,"980240",100,,"1"
1451261,"980281",100,,"1"
1451261,"980285",100,,"1"
1451261,"980300",100,,"1"
1451261,"980330",100,,"1"
1451262,"800940",3239,,"1"
1451262,"900000",2715,,"1"
1451262,"900160",19808,,"1"
1451262,"980000",22523,,"1"
1451262,"980010",3,,"1"
1451262,"980020",31,,"1"
1451262,"980030",1,,"1"
1451262,"980040",1,,"1"
1451262,"980050",2,,"1"
1451262,"980070",22523,,"1"
1451262,"980090",100,,"1"
1451262,"980220",100,,"1"
1451262,"980240",100,,"1"
1451262,"980281",100,,"1"
1451262,"980285",100,,"1"
1451262,"980300",100,,"1"
1451262,"980330",100,,"1"
1451291,"900000",99000,,"1"
1451291,"980000",99000,,"1"
