"UCC","AMOUNT","IMPNUM","NEWID","PUB_FLAG","AMOUNT_"
"900030",46918,"1",1451201,"1",
"900030",46918,"2",1451201,"1",
"900030",46918,"3",1451201,"1",
"900030",46918,"4",1451201,"1",
"900030",46918,"5",1451201,"1",
"980000",46918,"1",1451201,"1",
"980000",46918,"2",1451201,"1",
"980000",46918,"3",1451201,"1",
"980000",46918,"4",1451201,"1",
"980000",46918,"5",1451201,"1",
"980070",46918,"1",1451201,"1",
"980070",46918,"2",1451201,"1",
"980070",46918,"3",1451201,"1",
"980070",46918,"4",1451201,"1",
"980070",46918,"5",1451201,"1",
"900030",46918,"1",1451202,"1",
"900030",46918,"2",1451202,"1",
"900030",46918,"3",1451202,"1",
"900030",46918,"4",1451202,"1",
"900030",46918,"5",1451202,"1",
"980000",46918,"1",1451202,"1",
"980000",46918,"2",1451202,"1",
"980000",46918,"3",1451202,"1",
"980000",46918,"4",1451202,"1",
"980000",46918,"5",1451202,"1",
"980070",46918,"1",1451202,"1",
"980070",46918,"2",1451202,"1",
"980070",46918,"3",1451202,"1",
"980070",46918,"4",1451202,"1",
"980070",46918,"5",1451202,"1",
"900090",9919,"1",1451211,"1",
"900090",9083,"2",1451211,"1",
"900090",6206,"3",1451211,"1",
"900090",2760,"4",1451211,"1",
"900090",279,"5",1451211,"1",
"900120",5060,"1",1451211,"1",
"900120",7662,"2",1451211,"1",
"900120",5268,"3",1451211,"1",
"900120",12,"4",1451211,"1",
"900120",89,"5",1451211,"1",
"900150",9732,"1",1451211,"1",
"900150",10236,"2",1451211,"1",
"900150",4188,"3",1451211,"1",
"900150",2784,"4",1451211,"1",
"900150",6432,"5",1451211,"1",
"980000",24711,"1",1451211,"1",
"980000",26981,"2",1451211,"1",
"980000",15662,"3",1451211,"1",
"980000",5556,"4",1451211,"1",
"980000",6800,"5",1451211,"1",
"980070",24711,"1",1451211,"1",
"980070",26981,"2",1451211,"1",
"980070",15662,"3",1451211,"1",
"980070",5556,"4",1451211,"1",
"980070",6800,"5",1451211,"1",
"900090",8622,"1",1451212,"1",
"900090",1724,"2",1451212,"1",
"900090",10019,"3",1451212,"1",
"900090",2054,"4",1451212,"1",
"900090",9132,"5",1451212,"1",
"900120",606,"1",1451212,"1",
"900120",12879,"2",1451212,"1",
"900120",3932,"3",1451212,"1",
"900120",3,"4",1451212,"1",
"900120",1381,"5",1451212,"1",
"900150",5292,"1",1451212,"1",
"900150",2448,"2",1451212,"1",
"900150",5856,"3",1451212,"1",
"900150",5772,"4",1451212,"1",
"900150",24,"5",1451212,"1",
"980000",14520,"1",1451212,"1",
"980000",17051,"2",1451212,"1",
"980000",19807,"3",1451212,"1",
"980000",7829,"4",1451212,"1",
"980000",10537,"5",1451212,"1",
"980070",14520,"1",1451212,"1",
"980070",17051,"2",1451212,"1",
"980070",19807,"3",1451212,"1",
"980070",7829,"4",1451212,"1",
"980070",10537,"5",1451212,"1",
"900030",9720,"1",1451221,"1",
"900030",14904,"2",1451221,"1",
"900030",25860,"3",1451221,"1",
"900030",32508,"4",1451221,"1",
"900030",17736,"5",1451221,"1",
"900170",63527,"1",1451221,"1","T"
"900170",63527,"2",1451221,"1","T"
"900170",63527,"3",1451221,"1","T"
"900170",63527,"4",1451221,"1","T"
"900170",63527,"5",1451221,"1","T"
"980000",83673,"1",1451221,"1","T"
"980000",83673,"2",1451221,"1","T"
"980000",83673,"3",1451221,"1","T"
"980000",83673,"4",1451221,"1","T"
"980000",83673,"5",1451221,"1","T"
"980070",83673,"1",1451221,"1","T"
"980070",83673,"2",1451221,"1","T"
"980070",83673,"3",1451221,"1","T"
"980070",83673,"4",1451221,"1","T"
"980070",83673,"5",1451221,"1","T"
"900030",20052,"1",1451222,"1",
"900030",31068,"2",1451222,"1",
"900030",24180,"3",1451222,"1",
"900030",29640,"4",1451222,"1",
"900030",33516,"5",1451222,"1",
"900170",63527,"1",1451222,"1","T"
"900170",63527,"2",1451222,"1","T"
"900170",63527,"3",1451222,"1","T"
"900170",63527,"4",1451222,"1","T"
"900170",63527,"5",1451222,"1","T"
"980000",91218,"1",1451222,"1","T"
"980000",91218,"2",1451222,"1","T"
"980000",91218,"3",1451222,"1","T"
"980000",91218,"4",1451222,"1","T"
"980000",91218,"5",1451222,"1","T"
"980070",91218,"1",1451222,"1","T"
"980070",91218,"2",1451222,"1","T"
"980070",91218,"3",1451222,"1","T"
"980070",91218,"4",1451222,"1","T"
"980070",91218,"5",1451222,"1","T"
"900000",70000,"1",1451241,"1",
"900000",70000,"2",1451241,"1",
"900000",70000,"3",1451241,"1",
"900000",70000,"4",1451241,"1",
"900000",70000,"5",1451241,"1",
"980000",70000,"1",1451241,"1",
"980000",70000,"2",1451241,"1",
"980000",70000,"3",1451241,"1",
"980000",70000,"4",1451241,"1",
"980000",70000,"5",1451241,"1",
"980070",70000,"1",1451241,"1",
"980070",70000,"2",1451241,"1",
"980070",70000,"3",1451241,"1",
"980070",70000,"4",1451241,"1",
"980070",70000,"5",1451241,"1",
"900000",70000,"1",1451242,"1",
"900000",70000,"2",1451242,"1",
"900000",70000,"3",1451242,"1",
"900000",70000,"4",1451242,"1",
"900000",70000,"5",1451242,"1",
"980000",70000,"1",1451242,"1",
"980000",70000,"2",1451242,"1",
"980000",70000,"3",1451242,"1",
"980000",70000,"4",1451242,"1",
"980000",70000,"5",1451242,"1",
"980070",70000,"1",1451242,"1",
"980070",70000,"2",1451242,"1",
"980070",70000,"3",1451242,"1",
"980070",70000,"4",1451242,"1",
"980070",70000,"5",1451242,"1",
"800940",1539,"1",1451261,"1",
"800940",3260,"2",1451261,"1",
"800940",3925,"3",1451261,"1",
"800940",1602,"4",1451261,"1",
"800940",70,"5",1451261,"1",
"900000",1543,"1",1451261,"1",
"900000",645,"2",1451261,"1",
"900000",515,"3",1451261,"1",
"900000",1359,"4",1451261,"1",
"900000",4969,"5",1451261,"1",
"900160",9290,"1",1451261,"1",
"900160",20987,"2",1451261,"1",
"900160",25396,"3",1451261,"1",
"900160",9789,"4",1451261,"1",
"900160",-2029,"5",1451261,"1",
"980000",10833,"1",1451261,"1",
"980000",21632,"2",1451261,"1",
"980000",25911,"3",1451261,"1",
"980000",11148,"4",1451261,"1",
"980000",2940,"5",1451261,"1",
"980070",10833,"1",1451261,"1",
"980070",21632,"2",1451261,"1",
"980070",25911,"3",1451261,"1",
"980070",11148,"4",1451261,"1",
"980070",2940,"5",1451261,"1",
"800940",1627,"1",1451262,"1",
"800940",8306,"2",1451262,"1",
"800940",2040,"3",1451262,"1",
"800940",3003,"4",1451262,"1",
"800940",1217,"5",1451262,"1",
"900000",4090,"1",1451262,"1",
"900000",4617,"2",1451262,"1",
"900000",115,"3",1451262,"1",
"900000",2089,"4",1451262,"1",
"900000",2666,"5",1451262,"1",
"900160",8587,"1",1451262,"1",
"900160",51976,"2",1451262,"1",
"900160",13277,"3",1451262,"1",
"900160",18581,"4",1451262,"1",
"900160",6618,"5",1451262,"1",
"980000",12677,"1",1451262,"1",
"980000",56593,"2",1451262,"1",
"980000",13392,"3",1451262,"1",
"980000",20670,"4",1451262,"1",
"980000",9284,"5",1451262,"1",
"980070",12677,"1",1451262,"1",
"980070",56593,"2",1451262,"1",
"980070",13392,"3",1451262,"1",
"980070",20670,"4",1451262,"1",
"980070",9284,"5",1451262,"1",
"900000",99000,"1",1451291,"1",
"900000",99000,"2",1451291,"1",
"900000",99000,"3",1451291,"1",
"900000",99000,"4",1451291,"1",
"900000",99000,"5",1451291,"1",
"980000",99000,"1",1451291,"1",
"980000",99000,"2",1451291,"1",
"980000",99000,"3",1451291,"1",
"980000",99000,"4",1451291,"1",
"980000",99000,"5",1451291,"1",
"980070",99000,"1",1451291,"1",
"980070",99000,"2",1451291,"1",
"980070",99000,"3",1451291,"1",
"980070",99000,"4",1451291,"1",
"980070",99000,"5",1451291,"1",
"900000",99000,"1",1451292,"1",
"900000",99000,"2",1451292,"1",
"900000",99000,"3",1451292,"1",
"900000",99000,"4",1451292,"1",
"900000",99000,"5",1451292,"1",
"980000",99000,"1",1451292,"1",
"980000",99000,"2",1451292,"1",
"980000",99000,"3",1451292,"1",
"980000",99000,"4",1451292,"1",
"980000",99000,"5",1451292,"1",
"980070",99000,"1",1451292,"1",
"980070",99000,"2",1451292,"1",
"980070",99000,"3",1451292,"1",
"980070",99000,"4",1451292,"1",
"980070",99000,"5",1451292,"1",
"800940",6999,"1",1451331,"1",
"800940",7000,"2",1451331,"1",
"800940",6964,"3",1451331,"1",
"800940",8109,"4",1451331,"1",
"800940",8779,"5",1451331,"1",
"900000",90000,"1",1451331,"1",
"900000",90000,"2",1451331,"1",
"900000",90000,"3",1451331,"1",
"900000",90000,"4",1451331,"1",
"900000",90000,"5",1451331,"1",
"900160",747,"1",1451331,"1",
"900160",754,"2",1451331,"1",
"900160",516,"3",1451331,"1",
"900160",8000,"4",1451331,"1",
"900160",12379,"5",1451331,"1",
"980000",90747,"1",1451331,"1",
