"UCC","AMOUNT","IMPNUM","NEWID","PUB_FLAG","AMOUNT_"
"800940",10512,"1",1514201,"1","T"
"800940",10512,"2",1514201,"1","T"
"800940",10512,"3",1514201,"1","T"
"800940",10512,"4",1514201,"1","T"
"800940",10512,"5",1514201,"1","T"
"900000",454924,"1",1514201,"1","T"
"900000",454924,"2",1514201,"1","T"
"900000",454924,"3",1514201,"1","T"
"900000",454924,"4",1514201,"1","T"
"900000",454924,"5",1514201,"1","T"
"900160",10303,"1",1514201,"1",
"900160",85874,"2",1514201,"1",
"900160",100000,"3",1514201,"1",
"900160",7965,"4",1514201,"1",
"900160",26167,"5",1514201,"1",
"980000",500986,"1",1514201,"1","T"
"980000",500986,"2",1514201,"1","T"
"980000",500986,"3",1514201,"1","T"
"980000",500986,"4",1514201,"1","T"
"980000",500986,"5",1514201,"1","T"
"980070",500986,"1",1514201,"1","T"
"980070",500986,"2",1514201,"1","T"
"980070",500986,"3",1514201,"1","T"
"980070",500986,"4",1514201,"1","T"
"980070",500986,"5",1514201,"1","T"
"800940",10512,"1",1514202,"1","T"
"800940",10512,"2",1514202,"1","T"
"800940",10512,"3",1514202,"1","T"
"800940",10512,"4",1514202,"1","T"
"800940",10512,"5",1514202,"1","T"
"900000",297157,"1",1514202,"1","T"
"900000",297157,"2",1514202,"1","T"
"900000",297157,"3",1514202,"1","T"
"900000",297157,"4",1514202,"1","T"
"900000",297157,"5",1514202,"1","T"
"900160",59551,"1",1514202,"1",
"900160",3249,"2",1514202,"1",
"900160",20157,"3",1514202,"1",
"900160",70142,"4",1514202,"1",
"900160",4907,"5",1514202,"1",
"980000",328758,"1",1514202,"1","T"
"980000",328758,"2",1514202,"1","T"
"980000",328758,"3",1514202,"1","T"
"980000",328758,"4",1514202,"1","T"
"980000",328758,"5",1514202,"1","T"
"980070",328758,"1",1514202,"1","T"
"980070",328758,"2",1514202,"1","T"
"980070",328758,"3",1514202,"1","T"
"980070",328758,"4",1514202,"1","T"
"980070",328758,"5",1514202,"1","T"
"900030",30730,"1",1514261,"1",
"900030",30730,"2",1514261,"1",
"900030",30730,"3",1514261,"1",
"900030",30730,"4",1514261,"1",
"900030",30730,"5",1514261,"1",
"980000",30730,"1",1514261,"1",
"980000",30730,"2",1514261,"1",
"980000",30730,"3",1514261,"1",
"980000",30730,"4",1514261,"1",
"980000",30730,"5",1514261,"1",
"980070",30730,"1",1514261,"1",
"980070",30730,"2",1514261,"1",
"980070",30730,"3",1514261,"1",
"980070",30730,"4",1514261,"1",
"980070",30730,"5",1514261,"1",
"900030",30730,"1",1514262,"1",
"900030",30730,"2",1514262,"1",
"900030",30730,"3",1514262,"1",
"900030",30730,"4",1514262,"1",
"900030",30730,"5",1514262,"1",
"980000",30730,"1",1514262,"1",
"980000",30730,"2",1514262,"1",
"980000",30730,"3",1514262,"1",
"980000",30730,"4",1514262,"1",
"980000",30730,"5",1514262,"1",
"980070",30730,"1",1514262,"1",
"980070",30730,"2",1514262,"1",
"980070",30730,"3",1514262,"1",
"980070",30730,"4",1514262,"1",
"980070",30730,"5",1514262,"1",
"900000",60000,"1",1514331,"1",
"900000",60000,"2",1514331,"1",
"900000",60000,"3",1514331,"1",
"900000",60000,"4",1514331,"1",
"900000",60000,"5",1514331,"1",
"980000",60000,"1",1514331,"1",
"980000",60000,"2",1514331,"1",
"980000",60000,"3",1514331,"1",
"980000",60000,"4",1514331,"1",
"980000",60000,"5",1514331,"1",
"980070",60000,"1",1514331,"1",
"980070",60000,"2",1514331,"1",
"980070",60000,"3",1514331,"1",
"980070",60000,"4",1514331,"1",
"980070",60000,"5",1514331,"1",
"900000",60000,"1",1514332,"1",
"900000",60000,"2",1514332,"1",
"900000",60000,"3",1514332,"1",
"900000",60000,"4",1514332,"1",
"900000",60000,"5",1514332,"1",
"980000",60000,"1",1514332,"1",
"980000",60000,"2",1514332,"1",
"980000",60000,"3",1514332,"1",
"980000",60000,"4",1514332,"1",
"980000",60000,"5",1514332,"1",
"980070",60000,"1",1514332,"1",
"980070",60000,"2",1514332,"1",
"980070",60000,"3",1514332,"1",
"980070",60000,"4",1514332,"1",
"980070",60000,"5",1514332,"1",
"900000",70000,"1",1514351,"1",
"900000",70000,"2",1514351,"1",
"900000",70000,"3",1514351,"1",
"900000",70000,"4",1514351,"1",
"900000",70000,"5",1514351,"1",
"980000",70000,"1",1514351,"1",
"980000",70000,"2",1514351,"1",
"980000",70000,"3",1514351,"1",
"980000",70000,"4",1514351,"1",
"980000",70000,"5",1514351,"1",
"980070",70000,"1",1514351,"1",
"980070",70000,"2",1514351,"1",
"980070",70000,"3",1514351,"1",
"980070",70000,"4",1514351,"1",
"980070",70000,"5",1514351,"1",
"900000",70000,"1",1514352,"1",
"900000",70000,"2",1514352,"1",
"900000",70000,"3",1514352,"1",
"900000",70000,"4",1514352,"1",
"900000",70000,"5",1514352,"1",
"980000",70000,"1",1514352,"1",
"980000",70000,"2",1514352,"1",
"980000",70000,"3",1514352,"1",
"980000",70000,"4",1514352,"1",
"980000",70000,"5",1514352,"1",
"980070",70000,"1",1514352,"1",
"980070",70000,"2",1514352,"1",
"980070",70000,"3",1514352,"1",
"980070",70000,"4",1514352,"1",
"980070",70000,"5",1514352,"1",
"900000",349462,"1",1514391,"1","T"
"900000",349462,"2",1514391,"1","T"
"900000",349462,"3",1514391,"1","T"
"900000",349462,"4",1514391,"1","T"
"900000",349462,"5",1514391,"1","T"
"900190",-15000,"1",1514391,"1",
"900190",-15000,"2",1514391,"1",
"900190",-15000,"3",1514391,"1",
"900190",-15000,"4",1514391,"1",
"900190",-15000,"5",1514391,"1",
"980000",334462,"1",1514391,"1","T"
"980000",334462,"2",1514391,"1","T"
"980000",334462,"3",1514391,"1","T"
"980000",334462,"4",1514391,"1","T"
"980000",334462,"5",1514391,"1","T"
"980070",339095,"1",1514391,"1","T"
"980070",339095,"2",1514391,"1","T"
"980070",339095,"3",1514391,"1","T"
"980070",339095,"4",1514391,"1","T"
"980070",339095,"5",1514391,"1","T"
"900000",349462,"1",1514392,"1","T"
"900000",349462,"2",1514392,"1","T"
"900000",349462,"3",1514392,"1","T"
"900000",349462,"4",1514392,"1","T"
"900000",349462,"5",1514392,"1","T"
"900190",-15000,"1",1514392,"1",
"900190",-15000,"2",1514392,"1",
"900190",-15000,"3",1514392,"1",
"900190",-15000,"4",1514392,"1",
"900190",-15000,"5",1514392,"1",
"980000",334462,"1",1514392,"1","T"
"980000",334462,"2",1514392,"1","T"
"980000",334462,"3",1514392,"1","T"
"980000",334462,"4",1514392,"1","T"
"980000",334462,"5",1514392,"1","T"
"980070",339095,"1",1514392,"1","T"
"980070",339095,"2",1514392,"1","T"
"980070",339095,"3",1514392,"1","T"
"980070",339095,"4",1514392,"1","T"
"980070",339095,"5",1514392,"1","T"
"900000",118000,"1",1514401,"1",
"900000",118000,"2",1514401,"1",
"900000",118000,"3",1514401,"1",
"900000",118000,"4",1514401,"1",
"900000",118000,"5",1514401,"1",
"980000",118000,"1",1514401,"1",
"980000",118000,"2",1514401,"1",
"980000",118000,"3",1514401,"1",
"980000",118000,"4",1514401,"1",
"980000",118000,"5",1514401,"1",
"980070",119500,"1",1514401,"1",
"980070",119500,"2",1514401,"1",
"980070",119500,"3",1514401,"1",
"980070",119500,"4",1514401,"1",
"980070",119500,"5",1514401,"1",
"900000",118000,"1",1514402,"1",
"900000",118000,"2",1514402,"1",
"900000",118000,"3",1514402,"1",
"900000",118000,"4",1514402,"1",
"900000",118000,"5",1514402,"1",
"980000",118000,"1",1514402,"1",
"980000",118000,"2",1514402,"1",
"980000",118000,"3",1514402,"1",
"980000",118000,"4",1514402,"1",
"980000",118000,"5",1514402,"1",
"980070",119500,"1",1514402,"1",
"980070",119500,"2",1514402,"1",
"980070",119500,"3",1514402,"1",
"980070",119500,"4",1514402,"1",
"980070",119500,"5",1514402,"1",
"800940",5447,"1",1514412,"1",
"800940",5447,"2",1514412,"1",
"800940",5447,"3",1514412,"1",
"800940",5447,"4",1514412,"1",
"800940",5447,"5",1514412,"1",
"900000",62000,"1",1514412,"1",
"900000",62000,"2",1514412,"1",
"900000",62000,"3",1514412,"1",
"900000",62000,"4",1514412,"1",
"900000",62000,"5",1514412,"1",
"900160",4600,"1",1514412,"1",
"900160",4600,"2",1514412,"1",
"900160",4600,"3",1514412,"1",
"900160",4600,"4",1514412,"1",
"900160",4600,"5",1514412,"1",
"980000",66600,"1",1514412,"1",
"980000",66600,"2",1514412,"1",
"980000",66600,"3",1514412,"1",
"980000",66600,"4",1514412,"1",
"980000",66600,"5",1514412,"1",
"980070",71600,"1",1514412,"1",
"980070",71600,"2",1514412,"1",
"980070",71600,"3",1514412,"1",
"980070",71600,"4",1514412,"1",
"980070",71600,"5",1514412,"1",
"900000",21000,"1",1514441,"1",
"900000",21000,"2",1514441,"1",
"900000",21000,"3",1514441,"1",
"900000",21000,"4",1514441,"1",
"900000",21000,"5",1514441,"1",
"980000",21000,"1",1514441,"1",
"980000",21000,"2",1514441,"1",
"980000",21000,"3",1514441,"1",
"980000",21000,"4",1514441,"1",
"980000",21000,"5",1514441,"1",
"980070",21000,"1",1514441,"1",
"980070",21000,"2",1514441,"1",
"980070",21000,"3",1514441,"1",
"980070",21000,"4",1514441,"1",
"980070",21000,"5",1514441,"1",
"900000",21000,"1",1514442,"1",
"900000",21000,"2",1514442,"1",
"900000",21000,"3",1514442,"1",
"900000",21000,"4",1514442,"1",
"900000",21000,"5",1514442,"1",
"980000",21000,"1",1514442,"1",
"980000",21000,"2",1514442,"1",
"980000",21000,"3",1514442,"1",
"980000",21000,"4",1514442,"1",
"980000",21000,"5",1514442,"1",
"980070",21000,"1",1514442,"1",
"980070",21000,"2",1514442,"1",
"980070",21000,"3",1514442,"1",
"980070",21000,"4",1514442,"1",
"980070",21000,"5",1514442,"1",
"900200",1000,"1",1514462,"1",
"900200",1000,"2",1514462,"1",
"900200",1000,"3",1514462,"1",
"900200",1000,"4",1514462,"1",
"900200",1000,"5",1514462,"1",
"980000",1000,"1",1514462,"1",
"980000",1000,"2",1514462,"1",
"980000",1000,"3",1514462,"1",
"980000",1000,"4",1514462,"1",
"980000",1000,"5",1514462,"1",
"980070",1000,"1",1514462,"1",
"980070",1000,"2",1514462,"1",
"980070",1000,"3",1514462,"1",
"980070",1000,"4",1514462,"1",
"980070",1000,"5",1514462,"1",
"900150",2400,"1",1514471,"1",
"900150",2400,"2",1514471,"1",
"900150",2400,"3",1514471,"1",
"900150",2400,"4",1514471,"1",
"900150",2400,"5",1514471,"1",
"980000",2400,"1",1514471,"1",
"980000",2400,"2",1514471,"1",
"980000",2400,"3",1514471,"1",
"980000",2400,"4",1514471,"1",
"980000",2400,"5",1514471,"1",
"980070",2400,"1",1514471,"1",
"980070",2400,"2",1514471,"1",
"980070",2400,"3",1514471,"1",
"980070",2400,"4",1514471,"1",
"980070",2400,"5",1514471,"1",
"900150",2400,"1",1514472,"1",
"900150",2400,"2",1514472,"1",
"900150",2400,"3",1514472,"1",
"900150",2400,"4",1514472,"1",
"900150",2400,"5",1514472,"1",
"980000",2400,"1",1514472,"1",
"980000",2400,"2",1514472,"1",
"980000",2400,"3",1514472,"1",
"980000",2400,"4",1514472,"1",
"980000",2400,"5",1514472,"1",
"980070",2400,"1",1514472,"1",
"980070",2400,"2",1514472,"1",
"980070",2400,"3",1514472,"1",
"980070",2400,"4",1514472,"1",
"980070",2400,"5",1514472,"1",
"900030",27166,"1",1514481,"1",
"900030",27166,"2",1514481,"1",
"900030",27166,"3",1514481,"1",
"900030",27166,"4",1514481,"1",
"900030",27166,"5",1514481,"1",
"900180",40,"1",1514481,"1",
"900180",40,"2",1514481,"1",
"900180",40,"3",1514481,"1",
"900180",40,"4",1514481,"1",
"900180",40,"5",1514481,"1",
"980000",27206,"1",1514481,"1",
"980000",27206,"2",1514481,"1",
"980000",27206,"3",1514481,"1",
"980000",27206,"4",1514481,"1",
"980000",27206,"5",1514481,"1",
"980070",26849,"1",1514481,"1",
"980070",26849,"2",1514481,"1",
"980070",26849,"3",1514481,"1",
"980070",26849,"4",1514481,"1",
"980070",26849,"5",1514481,"1",
"900030",27166,"1",1514482,"1",
"900030",27166,"2",1514482,"1",
"900030",27166,"3",1514482,"1",
"900030",27166,"4",1514482,"1",
"900030",27166,"5",1514482,"1",
"900180",40,"1",1514482,"1",
"900180",40,"2",1514482,"1",
"900180",40,"3",1514482,"1",
"900180",40,"4",1514482,"1",
"900180",40,"5",1514482,"1",
"980000",27206,"1",1514482,"1",
"980000",27206,"2",1514482,"1",
"980000",27206,"3",1514482,"1",
"980000",27206,"4",1514482,"1",
"980000",27206,"5",1514482,"1",
"980070",26849,"1",1514482,"1",
"980070",26849,"2",1514482,"1",
"980070",26849,"3",1514482,"1",
"980070",26849,"4",1514482,"1",
"980070",26849,"5",1514482,"1",
"900000",66000,"1",1514492,"1",
"900000",66000,"2",1514492,"1",
"900000",66000,"3",1514492,"1",
"900000",66000,"4",1514492,"1",
"900000",66000,"5",1514492,"1",
"980000",66000,"1",1514492,"1",
"980000",66000,"2",1514492,"1",
"980000",66000,"3",1514492,"1",
"980000",66000,"4",1514492,"1",
"980000",66000,"5",1514492,"1",
"980070",66000,"1",1514492,"1",
"980070",66000,"2",1514492,"1",
"980070",66000,"3",1514492,"1",
"980070",66000,"4",1514492,"1",
"980070",66000,"5",1514492,"1",
"900000",175751,"1",1514501,"1",
"900000",179830,"2",1514501,"1",
"900000",176230,"3",1514501,"1",
"900000",175114,"4",1514501,"1",
"900000",176322,"5",1514501,"1",
"980000",175751,"1",1514501,"1",
"980000",179830,"2",1514501,"1",
"980000",176230,"3",1514501,"1",
"980000",175114,"4",1514501,"1",
"980000",176322,"5",1514501,"1",
"980070",180151,"1",1514501,"1",
"980070",184230,"2",1514501,"1",
"980070",180630,"3",1514501,"1",
"980070",179514,"4",1514501,"1",
"980070",180722,"5",1514501,"1",
"900000",177363,"1",1514502,"1",
"900000",179186,"2",1514502,"1",
"900000",178779,"3",1514502,"1",
"900000",176135,"4",1514502,"1",
"900000",175230,"5",1514502,"1",
"980000",177363,"1",1514502,"1",
"980000",179186,"2",1514502,"1",
"980000",178779,"3",1514502,"1",
"980000",176135,"4",1514502,"1",
"980000",175230,"5",1514502,"1",
"980070",181763,"1",1514502,"1",
"980070",183586,"2",1514502,"1",
"980070",183179,"3",1514502,"1",
"980070",180535,"4",1514502,"1",
"980070",179630,"5",1514502,"1",
"900030",14219,"1",1514511,"1",
"900030",14219,"2",1514511,"1",
"900030",14219,"3",1514511,"1",
"900030",14219,"4",1514511,"1",
"900030",14219,"5",1514511,"1",
"900150",960,"1",1514511,"1",
"900150",960,"2",1514511,"1",
"900150",960,"3",1514511,"1",
"900150",960,"4",1514511,"1",
"900150",960,"5",1514511,"1",
"980000",15179,"1",1514511,"1",
"980000",15179,"2",1514511,"1",
"980000",15179,"3",1514511,"1",
"980000",15179,"4",1514511,"1",
"980000",15179,"5",1514511,"1",
"980070",15179,"1",1514511,"1",
"980070",15179,"2",1514511,"1",
"980070",15179,"3",1514511,"1",
"980070",15179,"4",1514511,"1",
"980070",15179,"5",1514511,"1",
"900030",14219,"1",1514512,"1",
"900030",14219,"2",1514512,"1",
"900030",14219,"3",1514512,"1",
"900030",14219,"4",1514512,"1",
"900030",14219,"5",1514512,"1",
"900150",960,"1",1514512,"1",
"900150",960,"2",1514512,"1",
"900150",960,"3",1514512,"1",
"900150",960,"4",1514512,"1",
"900150",960,"5",1514512,"1",
"980000",15179,"1",1514512,"1",
"980000",15179,"2",1514512,"1",
"980000",15179,"3",1514512,"1",
"980000",15179,"4",1514512,"1",
"980000",15179,"5",1514512,"1",
"980070",15179,"1",1514512,"1",
"980070",15179,"2",1514512,"1",
"980070",15179,"3",1514512,"1",
"980070",15179,"4",1514512,"1",
"980070",15179,"5",1514512,"1",
"800940",395,"1",1514521,"1",
"800940",537,"2",1514521,"1",
"800940",112,"3",1514521,"1",
"800940",706,"4",1514521,"1",
"800940",50,"5",1514521,"1",
"900000",140209,"1",1514521,"1",
"900000",141025,"2",1514521,"1",
"900000",137403,"3",1514521,"1",
"900000",143676,"4",1514521,"1",
"900000",137646,"5",1514521,"1",
"900140",3512,"1",1514521,"1",
"900140",3512,"2",1514521,"1",
"900140",3512,"3",1514521,"1",
"900140",3512,"4",1514521,"1",
"900140",3512,"5",1514521,"1",
"900160",977,"1",1514521,"1",
"900160",1500,"2",1514521,"1",
"900160",530,"3",1514521,"1",
"900160",1276,"4",1514521,"1",
"900160",4,"5",1514521,"1",
"900180",77,"1",1514521,"1",
"900180",90,"2",1514521,"1",
"900180",74,"3",1514521,"1",
"900180",1,"4",1514521,"1",
"900180",9,"5",1514521,"1",
"980000",144775,"1",1514521,"1",
"980000",146127,"2",1514521,"1",
"980000",141519,"3",1514521,"1",
"980000",148465,"4",1514521,"1",
"980000",141171,"5",1514521,"1",
"980070",144775,"1",1514521,"1",
"980070",146127,"2",1514521,"1",
"980070",141519,"3",1514521,"1",
"980070",148465,"4",1514521,"1",
"980070",141171,"5",1514521,"1",
"800940",1460,"1",1514522,"1",
"800940",1733,"2",1514522,"1",
"800940",1409,"3",1514522,"1",
"800940",1012,"4",1514522,"1",
"800940",806,"5",1514522,"1",
"900000",149323,"1",1514522,"1",
"900000",153078,"2",1514522,"1",
"900000",154244,"3",1514522,"1",
"900000",149356,"4",1514522,"1",
"900000",137701,"5",1514522,"1",
"900140",3512,"1",1514522,"1",
"900140",3512,"2",1514522,"1",
"900140",3512,"3",1514522,"1",
"900140",3512,"4",1514522,"1",
"900140",3512,"5",1514522,"1",
"900160",3379,"1",1514522,"1",
"900160",3285,"2",1514522,"1",
"900160",589,"3",1514522,"1",
"900160",434,"4",1514522,"1",
"900160",4920,"5",1514522,"1",
"900180",282,"1",1514522,"1",
"900180",16,"2",1514522,"1",
"900180",597,"3",1514522,"1",
"900180",119,"4",1514522,"1",
"900180",69,"5",1514522,"1",
"980000",156496,"1",1514522,"1",
"980000",159891,"2",1514522,"1",
"980000",158942,"3",1514522,"1",
"980000",153421,"4",1514522,"1",
"980000",146202,"5",1514522,"1",
"980070",156496,"1",1514522,"1",
"980070",159891,"2",1514522,"1",
"980070",158942,"3",1514522,"1",
"980070",153421,"4",1514522,"1",
"980070",146202,"5",1514522,"1",
"800940",1658,"1",1514602,"1",
"800940",1658,"2",1514602,"1",
