"UCC","AMOUNT","IMPNUM","NEWID","PUB_FLAG","AMOUNT_"
"800940",1913,"1",1292531,"1",
"800940",1913,"2",1292531,"1",
"800940",1913,"3",1292531,"1",
"800940",1913,"4",1292531,"1",
"800940",1913,"5",1292531,"1",
"900000",25000,"1",1292531,"1",
"900000",25000,"2",1292531,"1",
"900000",25000,"3",1292531,"1",
"900000",25000,"4",1292531,"1",
"900000",25000,"5",1292531,"1",
"900100",7500,"1",1292531,"1",
"900100",7500,"2",1292531,"1",
"900100",7500,"3",1292531,"1",
"900100",7500,"4",1292531,"1",
"900100",7500,"5",1292531,"1",
"980000",32500,"1",1292531,"1",
"980000",32500,"2",1292531,"1",
"980000",32500,"3",1292531,"1",
"980000",32500,"4",1292531,"1",
"980000",32500,"5",1292531,"1",
"980070",33500,"1",1292531,"1",
"980070",33500,"2",1292531,"1",
"980070",33500,"3",1292531,"1",
"980070",33500,"4",1292531,"1",
"980070",33500,"5",1292531,"1",
"800940",1913,"1",1292532,"1",
"800940",1913,"2",1292532,"1",
"800940",1913,"3",1292532,"1",
"800940",1913,"4",1292532,"1",
"800940",1913,"5",1292532,"1",
"900000",25000,"1",1292532,"1",
"900000",25000,"2",1292532,"1",
"900000",25000,"3",1292532,"1",
"900000",25000,"4",1292532,"1",
"900000",25000,"5",1292532,"1",
"900100",7500,"1",1292532,"1",
"900100",7500,"2",1292532,"1",
"900100",7500,"3",1292532,"1",
"900100",7500,"4",1292532,"1",
"900100",7500,"5",1292532,"1",
"980000",32500,"1",1292532,"1",
"980000",32500,"2",1292532,"1",
"980000",32500,"3",1292532,"1",
"980000",32500,"4",1292532,"1",
"980000",32500,"5",1292532,"1",
"980070",33500,"1",1292532,"1",
"980070",33500,"2",1292532,"1",
"980070",33500,"3",1292532,"1",
"980070",33500,"4",1292532,"1",
"980070",33500,"5",1292532,"1",
"900090",8040,"1",1292561,"1",
"900090",8040,"2",1292561,"1",
"900090",8040,"3",1292561,"1",
"900090",8040,"4",1292561,"1",
"900090",8040,"5",1292561,"1",
"900100",1425,"1",1292561,"1",
"900100",1425,"2",1292561,"1",
"900100",1425,"3",1292561,"1",
"900100",1425,"4",1292561,"1",
"900100",1425,"5",1292561,"1",
"900150",1644,"1",1292561,"1",
"900150",1644,"2",1292561,"1",
"900150",1644,"3",1292561,"1",
"900150",1644,"4",1292561,"1",
"900150",1644,"5",1292561,"1",
"980000",11109,"1",1292561,"1",
"980000",11109,"2",1292561,"1",
"980000",11109,"3",1292561,"1",
"980000",11109,"4",1292561,"1",
"980000",11109,"5",1292561,"1",
"980070",11109,"1",1292561,"1",
"980070",11109,"2",1292561,"1",
"980070",11109,"3",1292561,"1",
"980070",11109,"4",1292561,"1",
"980070",11109,"5",1292561,"1",
"900090",8040,"1",1292562,"1",
"900090",8040,"2",1292562,"1",
"900090",8040,"3",1292562,"1",
"900090",8040,"4",1292562,"1",
"900090",8040,"5",1292562,"1",
"900100",1425,"1",1292562,"1",
"900100",1425,"2",1292562,"1",
