"NEWID","UCC","AMOUNT","IMPNUM","PUB_FLAG","AMOUNT_"
"04204761","900000","45000","1","1",""
"04204761","900000","45000","2","1",""
"04204761","900000","45000","3","1",""
"04204761","900000","45000","4","1",""
"04204761","900000","45000","5","1",""
"04204761","900180","24","1","1",""
"04204761","900180","71","2","1",""
"04204761","900180","93","3","1",""
"04204761","900180","46","4","1",""
"04204761","900180","74","5","1",""
"04204761","980000","45024","1","1",""
"04204761","980000","45071","2","1",""
"04204761","980000","45093","3","1",""
"04204761","980000","45046","4","1",""
"04204761","980000","45074","5","1",""
"04204762","900000","45000","1","1",""
"04204762","900000","45000","2","1",""
"04204762","900000","45000","3","1",""
"04204762","900000","45000","4","1",""
"04204762","900000","45000","5","1",""
"04204762","900180","86","1","1",""
"04204762","900180","117","2","1",""
"04204762","900180","71","3","1",""
"04204762","900180","621","4","1",""
"04204762","900180","65","5","1",""
"04204762","980000","45086","1","1",""
"04204762","980000","45117","2","1",""
"04204762","980000","45071","3","1",""
"04204762","980000","45621","4","1",""
"04204762","980000","45065","5","1",""
"04204791","800940","612","1","1",""
"04204791","800940","1548","2","1",""
"04204791","800940","8415","3","1",""
"04204791","800940","727","4","1",""
"04204791","800940","2929","5","1",""
"04204791","900000","122000","1","1",""
"04204791","900000","122000","2","1",""
"04204791","900000","122000","3","1",""
"04204791","900000","122000","4","1",""
"04204791","900000","122000","5","1",""
"04204791","900160","1","1","1",""
"04204791","900160","6120","2","1",""
"04204791","900160","51002","3","1",""
"04204791","900160","749","4","1",""
"04204791","900160","15142","5","1",""
"04204791","980000","122001","1","1",""
"04204791","980000","128120","2","1",""
"04204791","980000","173002","3","1",""
"04204791","980000","122749","4","1",""
"04204791","980000","137142","5","1",""
"04204792","800940","14646","1","1","T"
"04204792","800940","14646","2","1","T"
"04204792","800940","14646","3","1","T"
"04204792","800940","14646","4","1","T"
"04204792","800940","14646","5","1","T"
"04204792","900000","122000","1","1",""
"04204792","900000","122000","2","1",""
"04204792","900000","122000","3","1",""
"04204792","900000","122000","4","1",""
"04204792","900000","122000","5","1",""
"04204792","900160","-3268","1","1",""
"04204792","900160","3875","2","1",""
"04204792","900160","97775","3","1",""
"04204792","900160","3065","4","1",""
"04204792","900160","162574","5","1",""
"04204792","980000","118732","1","1",""
"04204792","980000","125875","2","1",""
"04204792","980000","219775","3","1",""
"04204792","980000","125065","4","1",""
"04204792","980000","284574","5","1",""
"04204801","900000","3500","1","1",""
"04204801","900000","3500","2","1",""
"04204801","900000","3500","3","1",""
"04204801","900000","3500","4","1",""
"04204801","900000","3500","5","1",""
"04204801","980000","3500","1","1",""
"04204801","980000","3500","2","1",""
"04204801","980000","3500","3","1",""
"04204801","980000","3500","4","1",""
"04204801","980000","3500","5","1",""
"04204802","900000","3500","1","1",""
"04204802","900000","3500","2","1",""
"04204802","900000","3500","3","1",""
"04204802","900000","3500","4","1",""
"04204802","900000","3500","5","1",""
"04204802","980000","3500","1","1",""
"04204802","980000","3500","2","1",""
"04204802","980000","3500","3","1",""
"04204802","980000","3500","4","1",""
"04204802","980000","3500","5","1",""
"04204811","900000","115856","1","1",""
"04204811","900000","101237","2","1",""
"04204811","900000","90366","3","1",""
"04204811","900000","90018","4","1",""
"04204811","900000","91234","5","1",""
"04204811","900180","40","1","1",""
"04204811","900180","40","2","1",""
"04204811","900180","40","3","1",""
"04204811","900180","40","4","1",""
"04204811","900180","40","5","1",""
"04204811","900210","1644","1","1",""
"04204811","900210","1644","2","1",""
"04204811","900210","1644","3","1",""
"04204811","900210","1644","4","1",""
"04204811","900210","1644","5","1",""
"04204811","980000","117540","1","1",""
"04204811","980000","102921","2","1",""
"04204811","980000","92050","3","1",""
"04204811","980000","91702","4","1",""
"04204811","980000","92918","5","1",""
"04204812","900000","95381","1","1",""
"04204812","900000","96706","2","1",""
"04204812","900000","94347","3","1",""
"04204812","900000","97990","4","1",""
"04204812","900000","93242","5","1",""
"04204812","900180","40","1","1",""
"04204812","900180","40","2","1",""
"04204812","900180","40","3","1",""
"04204812","900180","40","4","1",""
"04204812","900180","40","5","1",""
"04204812","900210","1644","1","1",""
"04204812","900210","1644","2","1",""
"04204812","900210","1644","3","1",""
"04204812","900210","1644","4","1",""
"04204812","900210","1644","5","1",""
"04204812","980000","97065","1","1",""
"04204812","980000","98390","2","1",""
"04204812","980000","96031","3","1",""
"04204812","980000","99674","4","1",""
"04204812","980000","94926","5","1",""
"04204821","800940","14646","1","1","T"
