"UCC","AMOUNT","IMPNUM","NEWID","PUB_FLAG","AMOUNT_"
"800940",4208,"1",1354981,"1",
"800940",4208,"2",1354981,"1",
"800940",4208,"3",1354981,"1",
"800940",4208,"4",1354981,"1",
"800940",4208,"5",1354981,"1",
"900000",55000,"1",1354981,"1",
"900000",55000,"2",1354981,"1",
"900000",55000,"3",1354981,"1",
"900000",55000,"4",1354981,"1",
"900000",55000,"5",1354981,"1",
"980000",55000,"1",1354981,"1",
"980000",55000,"2",1354981,"1",
"980000",55000,"3",1354981,"1",
"980000",55000,"4",1354981,"1",
"980000",55000,"5",1354981,"1",
"980070",54600,"1",1354981,"1",
"980070",54600,"2",1354981,"1",
"980070",54600,"3",1354981,"1",
"980070",54600,"4",1354981,"1",
"980070",54600,"5",1354981,"1",
"800940",4208,"1",1354982,"1",
"800940",4208,"2",1354982,"1",
"800940",4208,"3",1354982,"1",
"800940",4208,"4",1354982,"1",
"800940",4208,"5",1354982,"1",
"900000",55000,"1",1354982,"1",
"900000",55000,"2",1354982,"1",
"900000",55000,"3",1354982,"1",
"900000",55000,"4",1354982,"1",
"900000",55000,"5",1354982,"1",
"980000",55000,"1",1354982,"1",
"980000",55000,"2",1354982,"1",
"980000",55000,"3",1354982,"1",
"980000",55000,"4",1354982,"1",
"980000",55000,"5",1354982,"1",
"980070",54600,"1",1354982,"1",
"980070",54600,"2",1354982,"1",
"980070",54600,"3",1354982,"1",
"980070",54600,"4",1354982,"1",
"980070",54600,"5",1354982,"1",
"800940",3021,"1",1354991,"1",
"800940",3133,"2",1354991,"1",
"800940",3220,"3",1354991,"1",
"800940",3333,"4",1354991,"1",
"800940",3553,"5",1354991,"1",
"900000",39489,"1",1354991,"1",
"900000",40951,"2",1354991,"1",
"900000",42091,"3",1354991,"1",
"900000",43569,"4",1354991,"1",
"900000",46446,"5",1354991,"1",
"900140",5500,"1",1354991,"1",
"900140",5500,"2",1354991,"1",
"900140",5500,"3",1354991,"1",
"900140",5500,"4",1354991,"1",
"900140",5500,"5",1354991,"1",
"950002",2782,"1",1354991,"1",
"950002",2782,"2",1354991,"1",
"950002",2782,"3",1354991,"1",
"950002",2782,"4",1354991,"1",
"950002",2782,"5",1354991,"1",
"950012",491,"1",1354991,"1",
"950012",491,"2",1354991,"1",
"950012",491,"3",1354991,"1",
"950012",491,"4",1354991,"1",
"950012",491,"5",1354991,"1",
"980000",44989,"1",1354991,"1",
"980000",46451,"2",1354991,"1",
"980000",47591,"3",1354991,"1",
"980000",49069,"4",1354991,"1",
"980000",51946,"5",1354991,"1",
"980070",42266,"1",1354991,"1",
"980070",43728,"2",1354991,"1",
"980070",44868,"3",1354991,"1",
"980070",46346,"4",1354991,"1",
"980070",49223,"5",1354991,"1",
"800940",3386,"1",1354992,"1",
"800940",3209,"2",1354992,"1",
"800940",3116,"3",1354992,"1",
"800940",3012,"4",1354992,"1",
"800940",2945,"5",1354992,"1",
"900000",44257,"1",1354992,"1",
"900000",41942,"2",1354992,"1",
"900000",40737,"3",1354992,"1",
"900000",39372,"4",1354992,"1",
"900000",38500,"5",1354992,"1",
"900140",5500,"1",1354992,"1",
"900140",5500,"2",1354992,"1",
"900140",5500,"3",1354992,"1",
"900140",5500,"4",1354992,"1",
"900140",5500,"5",1354992,"1",
"950002",2782,"1",1354992,"1",
"950002",2782,"2",1354992,"1",
"950002",2782,"3",1354992,"1",
"950002",2782,"4",1354992,"1",
"950002",2782,"5",1354992,"1",
"950012",491,"1",1354992,"1",
"950012",491,"2",1354992,"1",
"950012",491,"3",1354992,"1",
"950012",491,"4",1354992,"1",
"950012",491,"5",1354992,"1",
"980000",49757,"1",1354992,"1",
"980000",47442,"2",1354992,"1",
"980000",46237,"3",1354992,"1",
"980000",44872,"4",1354992,"1",
"980000",44000,"5",1354992,"1",
"980070",47034,"1",1354992,"1",
"980070",44719,"2",1354992,"1",
"980070",43514,"3",1354992,"1",
"980070",42149,"4",1354992,"1",
"980070",41277,"5",1354992,"1",
"800940",19483,"1",1355001,"1","T"
"800940",19483,"2",1355001,"1","T"
"800940",19483,"3",1355001,"1","T"
"800940",19483,"4",1355001,"1","T"
"800940",19483,"5",1355001,"1","T"
"900000",234968,"1",1355001,"1","T"
"900000",234968,"2",1355001,"1","T"
"900000",234968,"3",1355001,"1","T"
"900000",234968,"4",1355001,"1","T"
"900000",234968,"5",1355001,"1","T"
"900010",277843,"1",1355001,"1","T"
"900010",277843,"2",1355001,"1","T"
"900010",277843,"3",1355001,"1","T"
"900010",277843,"4",1355001,"1","T"
"900010",277843,"5",1355001,"1","T"
"980000",512811,"1",1355001,"1","T"
"980000",512811,"2",1355001,"1","T"
"980000",512811,"3",1355001,"1","T"
"980000",512811,"4",1355001,"1","T"
"980000",512811,"5",1355001,"1","T"
"980070",512811,"1",1355001,"1","T"
"980070",512811,"2",1355001,"1","T"
"980070",512811,"3",1355001,"1","T"
"980070",512811,"4",1355001,"1","T"
"980070",512811,"5",1355001,"1","T"
"800940",19483,"1",1355002,"1","T"
"800940",19483,"2",1355002,"1","T"
"800940",19483,"3",1355002,"1","T"
"800940",19483,"4",1355002,"1","T"
"800940",19483,"5",1355002,"1","T"
"900000",214525,"1",1355002,"1","T"
"900000",214525,"2",1355002,"1","T"
"900000",214525,"3",1355002,"1","T"
"900000",214525,"4",1355002,"1","T"
"900000",214525,"5",1355002,"1","T"
"900010",277843,"1",1355002,"1","T"
"900010",277843,"2",1355002,"1","T"
"900010",277843,"3",1355002,"1","T"
"900010",277843,"4",1355002,"1","T"
"900010",277843,"5",1355002,"1","T"
"980000",492368,"1",1355002,"1","T"
"980000",492368,"2",1355002,"1","T"
"980000",492368,"3",1355002,"1","T"
"980000",492368,"4",1355002,"1","T"
"980000",492368,"5",1355002,"1","T"
"980070",492368,"1",1355002,"1","T"
"980070",492368,"2",1355002,"1","T"
"980070",492368,"3",1355002,"1","T"
"980070",492368,"4",1355002,"1","T"
"980070",492368,"5",1355002,"1","T"
"900030",28894,"1",1355021,"1",
"900030",28894,"2",1355021,"1",
"900030",28894,"3",1355021,"1",
"900030",28894,"4",1355021,"1",
"900030",28894,"5",1355021,"1",
"980000",28894,"1",1355021,"1",
"980000",28894,"2",1355021,"1",
"980000",28894,"3",1355021,"1",
"980000",28894,"4",1355021,"1",
"980000",28894,"5",1355021,"1",
"980070",28894,"1",1355021,"1",
"980070",28894,"2",1355021,"1",
"980070",28894,"3",1355021,"1",
"980070",28894,"4",1355021,"1",
"980070",28894,"5",1355021,"1",
"900030",28894,"1",1355022,"1",
"900030",28894,"2",1355022,"1",
"900030",28894,"3",1355022,"1",
"900030",28894,"4",1355022,"1",
"900030",28894,"5",1355022,"1",
"980000",28894,"1",1355022,"1",
"980000",28894,"2",1355022,"1",
"980000",28894,"3",1355022,"1",
"980000",28894,"4",1355022,"1",
"980000",28894,"5",1355022,"1",
"980070",28894,"1",1355022,"1",
"980070",28894,"2",1355022,"1",
"980070",28894,"3",1355022,"1",
"980070",28894,"4",1355022,"1",
"980070",28894,"5",1355022,"1",
"800940",1206,"1",1355031,"1",
"800940",2024,"2",1355031,"1",
"800940",2307,"3",1355031,"1",
"800940",6823,"4",1355031,"1",
"800940",6142,"5",1355031,"1",
"900000",15760,"1",1355031,"1",
"900000",26464,"2",1355031,"1",
"900000",30160,"3",1355031,"1",
"900000",89188,"4",1355031,"1",
"900000",80280,"5",1355031,"1",
"900150",4800,"1",1355031,"1",
"900150",3660,"2",1355031,"1",
"900150",7608,"3",1355031,"1",
"900150",6720,"4",1355031,"1",
"900150",8040,"5",1355031,"1",
"980000",20560,"1",1355031,"1",
"980000",30124,"2",1355031,"1",
"980000",37768,"3",1355031,"1",
"980000",95908,"4",1355031,"1",
"980000",88320,"5",1355031,"1",
"980070",20560,"1",1355031,"1",
"980070",30124,"2",1355031,"1",
"980070",37768,"3",1355031,"1",
"980070",95908,"4",1355031,"1",
"980070",88320,"5",1355031,"1",
"800940",284,"1",1355032,"1",
"800940",1594,"2",1355032,"1",
"800940",6190,"3",1355032,"1",
"800940",3379,"4",1355032,"1",
"800940",3885,"5",1355032,"1",
"900000",3705,"1",1355032,"1",
"900000",20830,"2",1355032,"1",
"900000",80921,"3",1355032,"1",
"900000",44178,"4",1355032,"1",
"900000",50787,"5",1355032,"1",
"900150",5088,"1",1355032,"1",
"900150",2040,"2",1355032,"1",
"900150",3996,"3",1355032,"1",
"900150",2496,"4",1355032,"1",
"900150",4140,"5",1355032,"1",
"980000",8793,"1",1355032,"1",
"980000",22870,"2",1355032,"1",
"980000",84917,"3",1355032,"1",
"980000",46674,"4",1355032,"1",
"980000",54927,"5",1355032,"1",
"980070",8793,"1",1355032,"1",
"980070",22870,"2",1355032,"1",
"980070",84917,"3",1355032,"1",
"980070",46674,"4",1355032,"1",
"980070",54927,"5",1355032,"1",
"900150",6312,"1",1355041,"1",
"900150",6312,"2",1355041,"1",
"900150",6312,"3",1355041,"1",
"900150",6312,"4",1355041,"1",
"900150",6312,"5",1355041,"1",
"980000",6312,"1",1355041,"1",
"980000",6312,"2",1355041,"1",
"980000",6312,"3",1355041,"1",
"980000",6312,"4",1355041,"1",
"980000",6312,"5",1355041,"1",
"980070",6312,"1",1355041,"1",
"980070",6312,"2",1355041,"1",
"980070",6312,"3",1355041,"1",
"980070",6312,"4",1355041,"1",
"980070",6312,"5",1355041,"1",
"900150",6312,"1",1355042,"1",
"900150",6312,"2",1355042,"1",
"900150",6312,"3",1355042,"1",
"900150",6312,"4",1355042,"1",
"900150",6312,"5",1355042,"1",
"980000",6312,"1",1355042,"1",
"980000",6312,"2",1355042,"1",
"980000",6312,"3",1355042,"1",
"980000",6312,"4",1355042,"1",
"980000",6312,"5",1355042,"1",
"980070",6312,"1",1355042,"1",
"980070",6312,"2",1355042,"1",
"980070",6312,"3",1355042,"1",
"980070",6312,"4",1355042,"1",
"980070",6312,"5",1355042,"1",
"800940",2268,"1",1355071,"1",
"800940",2015,"2",1355071,"1",
"800940",1666,"3",1355071,"1",
"800940",1610,"4",1355071,"1",
"800940",1587,"5",1355071,"1",
"900000",29644,"1",1355071,"1",
"900000",26336,"2",1355071,"1",
"900000",21784,"3",1355071,"1",
"900000",21048,"4",1355071,"1",
"900000",20740,"5",1355071,"1",
"980000",29644,"1",1355071,"1",
"980000",26336,"2",1355071,"1",
"980000",21784,"3",1355071,"1",
"980000",21048,"4",1355071,"1",
"980000",20740,"5",1355071,"1",
"980070",29644,"1",1355071,"1",
"980070",26336,"2",1355071,"1",
"980070",21784,"3",1355071,"1",
"980070",21048,"4",1355071,"1",
"980070",20740,"5",1355071,"1",
"800940",1546,"1",1355072,"1",
"800940",1570,"2",1355072,"1",
"800940",2112,"3",1355072,"1",
"800940",2100,"4",1355072,"1",
"800940",2198,"5",1355072,"1",
"900000",20211,"1",1355072,"1",
"900000",20525,"2",1355072,"1",
"900000",27612,"3",1355072,"1",
"900000",27452,"4",1355072,"1",
"900000",28727,"5",1355072,"1",
"980000",20211,"1",1355072,"1",
"980000",20525,"2",1355072,"1",
"980000",27612,"3",1355072,"1",
"980000",27452,"4",1355072,"1",
"980000",28727,"5",1355072,"1",
"980070",20211,"1",1355072,"1",
"980070",20525,"2",1355072,"1",
"980070",27612,"3",1355072,"1",
"980070",27452,"4",1355072,"1",
"980070",28727,"5",1355072,"1",
"800940",3301,"1",1355102,"1",
"800940",6116,"2",1355102,"1",
"800940",9721,"3",1355102,"1",
"800940",1976,"4",1355102,"1",
"800940",7885,"5",1355102,"1",
"900000",43148,"1",1355102,"1",
"900000",79946,"2",1355102,"1",
"900000",144650,"3",1355102,"1",
"900000",25829,"4",1355102,"1",
"900000",103077,"5",1355102,"1",
"980000",43148,"1",1355102,"1",
"980000",79946,"2",1355102,"1",
"980000",144650,"3",1355102,"1",
"980000",25829,"4",1355102,"1",
"980000",103077,"5",1355102,"1",
"980070",43148,"1",1355102,"1",
"980070",79946,"2",1355102,"1",
"980070",144650,"3",1355102,"1",
"980070",25829,"4",1355102,"1",
"980070",103077,"5",1355102,"1",
"800940",3735,"1",1355121,"1",
"800940",9488,"2",1355121,"1",
"800940",9566,"3",1355121,"1",
"800940",3682,"4",1355121,"1",
"800940",2847,"5",1355121,"1",
"900000",48819,"1",1355121,"1",
"900000",124021,"2",1355121,"1",
"900000",125044,"3",1355121,"1",
"900000",48126,"4",1355121,"1",
"900000",37230,"5",1355121,"1",
"980000",48819,"1",1355121,"1",
"980000",124021,"2",1355121,"1",
"980000",125044,"3",1355121,"1",
"980000",48126,"4",1355121,"1",
"980000",37230,"5",1355121,"1",
"980070",48819,"1",1355121,"1",
"980070",124021,"2",1355121,"1",
"980070",125044,"3",1355121,"1",
"980070",48126,"4",1355121,"1",
"980070",37230,"5",1355121,"1",
"800940",5906,"1",1355122,"1",
"800940",1899,"2",1355122,"1",
"800940",7459,"3",1355122,"1",
"800940",5468,"4",1355122,"1",
"800940",3634,"5",1355122,"1",
"900000",77197,"1",1355122,"1",
"900000",24806,"2",1355122,"1",
"900000",97490,"3",1355122,"1",
"900000",71480,"4",1355122,"1",
"900000",47501,"5",1355122,"1",
"980000",77197,"1",1355122,"1",
"980000",24806,"2",1355122,"1",
"980000",97490,"3",1355122,"1",
"980000",71480,"4",1355122,"1",
"980000",47501,"5",1355122,"1",
"980070",77197,"1",1355122,"1",
"980070",24806,"2",1355122,"1",
"980070",97490,"3",1355122,"1",
"980070",71480,"4",1355122,"1",
"980070",47501,"5",1355122,"1",
"800940",2904,"1",1355141,"1",
"800940",2618,"2",1355141,"1",
"800940",2549,"3",1355141,"1",
"800940",2303,"4",1355141,"1",
"800940",2323,"5",1355141,"1",
"900000",37960,"1",1355141,"1",
"900000",34228,"2",1355141,"1",
"900000",33315,"3",1355141,"1",
"900000",30102,"4",1355141,"1",
"900000",30361,"5",1355141,"1",
"980000",37960,"1",1355141,"1",
"980000",34228,"2",1355141,"1",
"980000",33315,"3",1355141,"1",
"980000",30102,"4",1355141,"1",
"980000",30361,"5",1355141,"1",
"980070",37960,"1",1355141,"1",
"980070",34228,"2",1355141,"1",
"980070",33315,"3",1355141,"1",
"980070",30102,"4",1355141,"1",
"980070",30361,"5",1355141,"1",
"800940",2310,"1",1355142,"1",
"800940",2366,"2",1355142,"1",
"800940",2810,"3",1355142,"1",
"800940",2761,"4",1355142,"1",
"800940",2816,"5",1355142,"1",
"900000",30193,"1",1355142,"1",
"900000",30934,"2",1355142,"1",
"900000",36728,"3",1355142,"1",
"900000",36089,"4",1355142,"1",
"900000",36805,"5",1355142,"1",
"980000",30193,"1",1355142,"1",
"980000",30934,"2",1355142,"1",
"980000",36728,"3",1355142,"1",
"980000",36089,"4",1355142,"1",
"980000",36805,"5",1355142,"1",
"980070",30193,"1",1355142,"1",
"980070",30934,"2",1355142,"1",
"980070",36728,"3",1355142,"1",
"980070",36089,"4",1355142,"1",
"980070",36805,"5",1355142,"1",
"900030",13200,"1",1355151,"1",
"900030",13200,"2",1355151,"1",
"900030",13200,"3",1355151,"1",
"900030",13200,"4",1355151,"1",
"900030",13200,"5",1355151,"1",
"980000",13200,"1",1355151,"1",
"980000",13200,"2",1355151,"1",
"980000",13200,"3",1355151,"1",
"980000",13200,"4",1355151,"1",
"980000",13200,"5",1355151,"1",
"980070",13200,"1",1355151,"1",
"980070",13200,"2",1355151,"1",
"980070",13200,"3",1355151,"1",
"980070",13200,"4",1355151,"1",
"980070",13200,"5",1355151,"1",
"900030",13200,"1",1355152,"1",
"900030",13200,"2",1355152,"1",
"900030",13200,"3",1355152,"1",
"900030",13200,"4",1355152,"1",
"900030",13200,"5",1355152,"1",
"980000",13200,"1",1355152,"1",
"980000",13200,"2",1355152,"1",
"980000",13200,"3",1355152,"1",
"980000",13200,"4",1355152,"1",
"980000",13200,"5",1355152,"1",
"980070",13200,"1",1355152,"1",
"980070",13200,"2",1355152,"1",
"980070",13200,"3",1355152,"1",
"980070",13200,"4",1355152,"1",
"980070",13200,"5",1355152,"1",
"800940",1355,"1",1355161,"1",
"800940",3639,"2",1355161,"1",
"800940",5682,"3",1355161,"1",
"800940",5669,"4",1355161,"1",
"800940",7144,"5",1355161,"1",
"900000",17715,"1",1355161,"1",
"900000",47561,"2",1355161,"1",
"900000",74276,"3",1355161,"1",
"900000",74105,"4",1355161,"1",
"900000",93382,"5",1355161,"1",
"980000",17715,"1",1355161,"1",
"980000",47561,"2",1355161,"1",
"980000",74276,"3",1355161,"1",
"980000",74105,"4",1355161,"1",
"980000",93382,"5",1355161,"1",
"980070",17715,"1",1355161,"1",
"980070",47561,"2",1355161,"1",
"980070",74276,"3",1355161,"1",
"980070",74105,"4",1355161,"1",
"980070",93382,"5",1355161,"1",
"800940",4852,"1",1355162,"1",
"800940",7843,"2",1355162,"1",
"800940",4272,"3",1355162,"1",
"800940",4188,"4",1355162,"1",
"800940",7457,"5",1355162,"1",
"900000",63427,"1",1355162,"1",
"900000",102524,"2",1355162,"1",
"900000",55849,"3",1355162,"1",
"900000",54745,"4",1355162,"1",
"900000",97479,"5",1355162,"1",
"980000",63427,"1",1355162,"1",
"980000",102524,"2",1355162,"1",
"980000",55849,"3",1355162,"1",
"980000",54745,"4",1355162,"1",
"980000",97479,"5",1355162,"1",
"980070",63427,"1",1355162,"1",
"980070",102524,"2",1355162,"1",
"980070",55849,"3",1355162,"1",
"980070",54745,"4",1355162,"1",
"980070",97479,"5",1355162,"1",
"800940",1744,"1",1355181,"1",
"800940",1744,"2",1355181,"1",
"800940",1744,"3",1355181,"1",
"800940",1744,"4",1355181,"1",
"800940",1744,"5",1355181,"1",
"900000",22800,"1",1355181,"1",
"900000",22800,"2",1355181,"1",
"900000",22800,"3",1355181,"1",
