"UCC","AMOUNT","IMPNUM","NEWID","PUB_FLAG","AMOUNT_"
"800940",3825,"1",1323781,"1",
"800940",3825,"2",1323781,"1",
"800940",3825,"3",1323781,"1",
"800940",3825,"4",1323781,"1",
"800940",3825,"5",1323781,"1",
"900000",50000,"1",1323781,"1",
"900000",50000,"2",1323781,"1",
"900000",50000,"3",1323781,"1",
"900000",50000,"4",1323781,"1",
"900000",50000,"5",1323781,"1",
"900030",7679,"1",1323781,"1",
"900030",7679,"2",1323781,"1",
"900030",7679,"3",1323781,"1",
"900030",7679,"4",1323781,"1",
"900030",7679,"5",1323781,"1",
"980000",57679,"1",1323781,"1",
"980000",57679,"2",1323781,"1",
"980000",57679,"3",1323781,"1",
"980000",57679,"4",1323781,"1",
"980000",57679,"5",1323781,"1",
"980070",57679,"1",1323781,"1",
"980070",57679,"2",1323781,"1",
"980070",57679,"3",1323781,"1",
"980070",57679,"4",1323781,"1",
"980070",57679,"5",1323781,"1",
"800940",3825,"1",1323782,"1",
"800940",3825,"2",1323782,"1",
"800940",3825,"3",1323782,"1",
"800940",3825,"4",1323782,"1",
"800940",3825,"5",1323782,"1",
"900000",50000,"1",1323782,"1",
"900000",50000,"2",1323782,"1",
"900000",50000,"3",1323782,"1",
"900000",50000,"4",1323782,"1",
"900000",50000,"5",1323782,"1",
"900030",7679,"1",1323782,"1",
"900030",7679,"2",1323782,"1",
"900030",7679,"3",1323782,"1",
"900030",7679,"4",1323782,"1",
"900030",7679,"5",1323782,"1",
"980000",57679,"1",1323782,"1",
"980000",57679,"2",1323782,"1",
"980000",57679,"3",1323782,"1",
"980000",57679,"4",1323782,"1",
"980000",57679,"5",1323782,"1",
"980070",57679,"1",1323782,"1",
"980070",57679,"2",1323782,"1",
"980070",57679,"3",1323782,"1",
"980070",57679,"4",1323782,"1",
"980070",57679,"5",1323782,"1",
"900030",10907,"1",1323792,"1",
"900030",10907,"2",1323792,"1",
"900030",10907,"3",1323792,"1",
"900030",10907,"4",1323792,"1",
"900030",10907,"5",1323792,"1",
"980000",10907,"1",1323792,"1",
"980000",10907,"2",1323792,"1",
"980000",10907,"3",1323792,"1",
"980000",10907,"4",1323792,"1",
"980000",10907,"5",1323792,"1",
"980070",10907,"1",1323792,"1",
"980070",10907,"2",1323792,"1",
"980070",10907,"3",1323792,"1",
"980070",10907,"4",1323792,"1",
"980070",10907,"5",1323792,"1",
"800940",995,"1",1323821,"1",
"800940",995,"2",1323821,"1",
"800940",995,"3",1323821,"1",
"800940",995,"4",1323821,"1",
"800940",995,"5",1323821,"1",
"900000",13000,"1",1323821,"1",
"900000",13000,"2",1323821,"1",
"900000",13000,"3",1323821,"1",
"900000",13000,"4",1323821,"1",
"900000",13000,"5",1323821,"1",
"980000",13000,"1",1323821,"1",
"980000",13000,"2",1323821,"1",
"980000",13000,"3",1323821,"1",
"980000",13000,"4",1323821,"1",
"980000",13000,"5",1323821,"1",
"980070",13000,"1",1323821,"1",
"980070",13000,"2",1323821,"1",
"980070",13000,"3",1323821,"1",
"980070",13000,"4",1323821,"1",
"980070",13000,"5",1323821,"1",
"800940",995,"1",1323822,"1",
"800940",995,"2",1323822,"1",
"800940",995,"3",1323822,"1",
"800940",995,"4",1323822,"1",
"800940",995,"5",1323822,"1",
"900000",13000,"1",1323822,"1",
"900000",13000,"2",1323822,"1",
"900000",13000,"3",1323822,"1",
"900000",13000,"4",1323822,"1",
"900000",13000,"5",1323822,"1",
"980000",13000,"1",1323822,"1",
"980000",13000,"2",1323822,"1",
"980000",13000,"3",1323822,"1",
"980000",13000,"4",1323822,"1",
"980000",13000,"5",1323822,"1",
"980070",13000,"1",1323822,"1",
"980070",13000,"2",1323822,"1",
"980070",13000,"3",1323822,"1",
"980070",13000,"4",1323822,"1",
"980070",13000,"5",1323822,"1",
"800940",23592,"1",1323842,"1","T"
"800940",23592,"2",1323842,"1","T"
"800940",23592,"3",1323842,"1","T"
"800940",23592,"4",1323842,"1","T"
"800940",23592,"5",1323842,"1","T"
"900000",450559,"1",1323842,"1","T"
"900000",450559,"2",1323842,"1","T"
"900000",450559,"3",1323842,"1","T"
"900000",450559,"4",1323842,"1","T"
"900000",450559,"5",1323842,"1","T"
"900080",242,"1",1323842,"1",
"900080",2,"2",1323842,"1",
"900080",3541,"3",1323842,"1",
"900080",48,"4",1323842,"1",
"900080",85,"5",1323842,"1",
"980000",451343,"1",1323842,"1","T"
"980000",451343,"2",1323842,"1","T"
"980000",451343,"3",1323842,"1","T"
"980000",451343,"4",1323842,"1","T"
"980000",451343,"5",1323842,"1","T"
"980070",451343,"1",1323842,"1","T"
"980070",451343,"2",1323842,"1","T"
"980070",451343,"3",1323842,"1","T"
"980070",451343,"4",1323842,"1","T"
