"NEWID","UCC","AMOUNT","AMOUNT_","PUB_FLAG"
1386671,"800940",7481,,"1"
1386671,"900000",97790,,"1"
1386671,"900080",1299,,"1"
1386671,"950001",-3000,,"1"
1386671,"950011",-1200,,"1"
1386671,"950022",811,,"1"
1386671,"980000",99088,,"1"
1386671,"980010",3,,"1"
1386671,"980020",55,,"1"
1386671,"980030",3,,"1"
1386671,"980040",4,,"1"
1386671,"980070",102477,,"1"
1386671,"980090",100,,"1"
1386671,"980210",100,,"1"
1386671,"980230",100,,"1"
1386671,"980281",100,,"1"
1386671,"980286",100,,"1"
1386671,"980300",100,,"1"
1386671,"980330",100,,"1"
1386672,"800940",8322,,"1"
1386672,"900000",108776,,"1"
1386672,"900080",1259,,"1"
1386672,"950001",-3000,,"1"
1386672,"950011",-1200,,"1"
1386672,"950022",811,,"1"
1386672,"980000",110035,,"1"
1386672,"980010",3,,"1"
1386672,"980020",55,,"1"
1386672,"980030",3,,"1"
1386672,"980040",4,,"1"
1386672,"980070",113424,,"1"
1386672,"980090",100,,"1"
1386672,"980210",100,,"1"
1386672,"980230",100,,"1"
1386672,"980281",100,,"1"
1386672,"980286",100,,"1"
1386672,"980300",100,,"1"
1386672,"980330",100,,"1"
1386681,"900030",17862,,"1"
1386681,"900040",25000,,"1"
1386681,"980000",42862,,"1"
1386681,"980010",2,,"1"
1386681,"980020",67,,"1"
1386681,"980040",2,,"1"
1386681,"980060",2,,"1"
1386681,"980070",42862,,"1"
1386681,"980090",100,,"1"
1386681,"980220",100,,"1"
1386681,"980230",100,,"1"
1386681,"980281",100,,"1"
1386681,"980286",100,,"1"
1386681,"980310",100,,"1"
1386681,"980330",100,,"1"
1386682,"900030",16974,,"1"
1386682,"900040",25000,,"1"
1386682,"980000",41974,,"1"
1386682,"980010",2,,"1"
1386682,"980020",67,,"1"
1386682,"980040",2,,"1"
1386682,"980060",2,,"1"
1386682,"980070",41974,,"1"
1386682,"980090",100,,"1"
1386682,"980220",100,,"1"
1386682,"980230",100,,"1"
1386682,"980281",100,,"1"
1386682,"980286",100,,"1"
1386682,"980310",100,,"1"
1386682,"980330",100,,"1"
1386701,"800940",2640,,"1"
1386701,"900000",34505,,"1"
1386701,"900030",18083,,"1"
1386701,"950002",9024,,"1"
1386701,"950003",1600,,"1"
1386701,"950021",187,,"1"
1386701,"950022",89,,"1"
1386701,"980000",52588,,"1"
1386701,"980010",1,,"1"
1386701,"980020",72,,"1"
1386701,"980030",1,,"1"
1386701,"980040",1,,"1"
1386701,"980060",1,,"1"
1386701,"980070",41688,,"1"
1386701,"980090",100,,"1"
1386701,"980220",100,,"1"
1386701,"980240",100,,"1"
1386701,"980281",100,,"1"
1386701,"980286",100,,"1"
1386701,"980300",100,,"1"
1386701,"980330",100,,"1"
1386702,"800940",2811,,"1"
1386702,"900000",36741,,"1"
1386702,"900030",18083,,"1"
1386702,"950002",9609,,"1"
1386702,"950003",1600,,"1"
1386702,"950021",187,,"1"
1386702,"950022",89,,"1"
1386702,"980000",54824,,"1"
1386702,"980010",1,,"1"
1386702,"980020",72,,"1"
1386702,"980030",1,,"1"
1386702,"980040",1,,"1"
1386702,"980060",1,,"1"
1386702,"980070",43338,,"1"
1386702,"980090",100,,"1"
1386702,"980220",100,,"1"
1386702,"980240",100,,"1"
1386702,"980281",100,,"1"
1386702,"980286",100,,"1"
1386702,"980300",100,,"1"
1386702,"980330",100,,"1"
1386711,"800940",3213,,"1"
1386711,"900000",42000,,"1"
1386711,"950001",-600,,"1"
1386711,"950011",-75,,"1"
1386711,"950022",600,,"1"
1386711,"980000",42000,,"1"
1386711,"980010",1,,"1"
1386711,"980020",29,,"1"
1386711,"980030",1,,"1"
1386711,"980040",1,,"1"
1386711,"980070",42075,,"1"
1386711,"980220",100,,"1"
1386711,"980260",100,,"1"
1386711,"980281",100,,"1"
1386711,"980286",100,,"1"
1386711,"980310",100,,"1"
1386711,"980330",100,,"1"
1386712,"800940",3213,,"1"
1386712,"900000",42000,,"1"
1386712,"950001",-600,,"1"
1386712,"950011",-75,,"1"
1386712,"950022",600,,"1"
1386712,"980000",42000,,"1"
1386712,"980010",1,,"1"
1386712,"980020",29,,"1"
1386712,"980030",1,,"1"
1386712,"980040",1,,"1"
1386712,"980070",42075,,"1"
1386712,"980220",100,,"1"
1386712,"980260",100,,"1"
1386712,"980281",100,,"1"
1386712,"980286",100,,"1"
1386712,"980310",100,,"1"
1386712,"980330",100,,"1"
1386721,"800940",1301,,"1"
1386721,"900000",17000,,"1"
1386721,"980000",17000,,"1"
1386721,"980010",2,,"1"
1386721,"980020",58,,"1"
1386721,"980030",1,,"1"
1386721,"980070",17000,,"1"
1386721,"980090",100,,"1"
1386721,"980220",100,,"1"
1386721,"980240",100,,"1"
1386721,"980281",100,,"1"
1386721,"980285",100,,"1"
1386721,"980290",100,,"1"
1386722,"800940",1301,,"1"
1386722,"900000",17000,,"1"
1386722,"980000",17000,,"1"
1386722,"980010",2,,"1"
1386722,"980020",58,,"1"
1386722,"980030",1,,"1"
1386722,"980070",17000,,"1"
1386722,"980090",100,,"1"
1386722,"980220",100,,"1"
1386722,"980240",100,,"1"
1386722,"980281",100,,"1"
1386722,"980285",100,,"1"
1386722,"980290",100,,"1"
1386741,"800932",400,,"1"
1386741,"800940",6433,,"1"
1386741,"900000",84095,,"1"
1386741,"900030",12719,,"1"
1386741,"950002",21161,,"1"
1386741,"950012",8949,,"1"
1386741,"980000",96814,,"1"
1386741,"980010",2,,"1"
1386741,"980020",47,,"1"
1386741,"980030",2,,"1"
1386741,"980040",2,,"1"
1386741,"980070",66704,,"1"
1386741,"980090",100,,"1"
1386741,"980220",100,,"1"
1386741,"980230",100,,"1"
1386741,"980281",100,,"1"
1386741,"980286",100,,"1"
1386741,"980310",100,,"1"
1386741,"980330",100,,"1"
1386742,"800932",400,,"1"
1386742,"800940",6728,,"1"
1386742,"900000",87942,,"1"
1386742,"900030",12719,,"1"
1386742,"950002",22218,,"1"
1386742,"950012",9408,,"1"
1386742,"980000",100661,,"1"
1386742,"980010",2,,"1"
1386742,"980020",47,,"1"
1386742,"980030",2,,"1"
1386742,"980040",2,,"1"
1386742,"980070",69036,,"1"
1386742,"980090",100,,"1"
1386742,"980220",100,,"1"
