NEWID,UCC,AMOUNT,AMOUNT_,PUB_FLAG
03671351,900000,22000,,1
03671351,900150,8400,,1
03671351,980000,30400,,1
03671351,980010,4,,1
03671351,980020,29,,1
03671351,980030,1,,1
03671351,980050,3,,1
03671351,980220,100,,1
03671351,980260,100,,1
03671351,980281,100,,1
03671351,980285,100,,1
03671351,980300,100,,1
03671352,900000,22000,,1
03671352,900150,8400,,1
03671352,980000,30400,,1
03671352,980010,4,,1
03671352,980020,29,,1
03671352,980030,1,,1
03671352,980050,3,,1
03671352,980220,100,,1
03671352,980260,100,,1
03671352,980281,100,,1
03671352,980285,100,,1
03671352,980300,100,,1
03671361,900000,54000,,1
03671361,900180,2,,1
03671361,980000,54002,,1
03671361,980010,1,,1
03671361,980020,35,,1
03671361,980030,1,,1
03671361,980040,1,,1
03671361,980090,100,,1
03671361,980210,100,,1
03671361,980230,100,,1
03671361,980281,100,,1
03671361,980286,100,,1
03671361,980300,100,,1
03671361,980330,100,,1
03671362,900000,54000,,1
03671362,900180,2,,1
03671362,980000,54002,,1
03671362,980010,1,,1
03671362,980020,35,,1
03671362,980030,1,,1
03671362,980040,1,,1
03671362,980090,100,,1
03671362,980210,100,,1
03671362,980230,100,,1
03671362,980281,100,,1
03671362,980286,100,,1
03671362,980300,100,,1
03671362,980330,100,,1
03671381,800940,14240,T,1
03671381,900000,36582,,1
03671381,900160,27794,,1
03671381,980000,64376,,1
03671381,980010,1,,1
03671381,980020,56,,1
03671381,980030,1,,1
03671381,980040,2,,1
03671381,980210,100,,1
03671381,980260,100,,1
03671381,980281,100,,1
03671381,980286,100,,1
03671381,980310,100,,1
03671381,980330,100,,1
03671382,800940,14240,T,1
03671382,900000,32234,,1
03671382,900160,31534,,1
03671382,980000,63768,,1
03671382,980010,1,,1
03671382,980020,56,,1
03671382,980030,1,,1
03671382,980040,2,,1
03671382,980210,100,,1
03671382,980260,100,,1
03671382,980281,100,,1
03671382,980286,100,,1
03671382,980310,100,,1
03671382,980330,100,,1
03671391,900000,48000,,1
03671391,980000,48000,,1
03671391,980010,4,,1
03671391,980020,46,,1
03671391,980030,2,,1
03671391,980040,2,,1
03671391,980050,2,,1
03671391,980090,100,,1
03671391,980220,100,,1
03671391,980230,100,,1
03671391,980281,100,,1
03671391,980285,100,,1
03671391,980290,100,,1
03671391,980330,100,,1
03671392,900000,48000,,1
03671392,980000,48000,,1
03671392,980010,4,,1
03671392,980020,46,,1
03671392,980030,2,,1
03671392,980040,2,,1
03671392,980050,2,,1
03671392,980090,100,,1
03671392,980220,100,,1
03671392,980230,100,,1
03671392,980281,100,,1
03671392,980285,100,,1
03671392,980290,100,,1
03671392,980330,100,,1
03671421,800910,1237,,1
03671421,900000,44000,,1
03671421,900220,2300,,1
03671421,980000,44000,,1
03671421,980010,2,,1
03671421,980020,31,,1
03671421,980030,1,,1
03671421,980040,1,,1
03671421,980050,1,,1
03671421,980220,100,,1
03671421,980260,100,,1
03671421,980281,100,,1
03671421,980286,100,,1
03671421,980310,100,,1
03671421,980330,100,,1
03671422,800910,1237,,1
03671422,900000,44000,,1
03671422,900220,2300,,1
03671422,980000,44000,,1
03671422,980010,2,,1
03671422,980020,31,,1
03671422,980030,1,,1
03671422,980040,1,,1
03671422,980050,1,,1
03671422,980220,100,,1
03671422,980260,100,,1
03671422,980281,100,,1
03671422,980286,100,,1
03671422,980310,100,,1
03671422,980330,100,,1
03671461,900000,43590,,1
03671461,900220,12000,,1
03671461,980000,43590,,1
03671461,980010,2,,1
03671461,980020,48,,1
03671461,980030,1,,1
03671461,980040,1,,1
03671461,980050,1,,1
03671461,980090,100,,1
03671461,980220,100,,1
03671461,980230,100,,1
03671461,980281,100,,1
03671461,980285,100,,1
03671461,980310,100,,1
03671461,980330,100,,1
03671462,900000,44847,,1
03671462,900220,12000,,1
03671462,980000,44847,,1
03671462,980010,2,,1
03671462,980020,48,,1
03671462,980030,1,,1
03671462,980040,1,,1
03671462,980050,1,,1
03671462,980090,100,,1
03671462,980220,100,,1
03671462,980230,100,,1
03671462,980281,100,,1
03671462,980285,100,,1
03671462,980310,100,,1
03671462,980330,100,,1
03671471,900000,55000,,1
03671471,900140,4000,,1
03671471,980000,59000,,1
03671471,980010,2,,1
03671471,980020,28,,1
03671471,980030,2,,1
03671471,980210,100,,1
03671471,980260,100,,1
03671471,980282,100,,1
03671471,980286,100,,1
03671471,980310,100,,1
03671472,900000,55000,,1
03671472,900140,4000,,1
03671472,980000,59000,,1
03671472,980010,2,,1
03671472,980020,28,,1
03671472,980030,2,,1
03671472,980210,100,,1
03671472,980260,100,,1
03671472,980282,100,,1
03671472,980286,100,,1
03671472,980310,100,,1
03671481,900030,17832,,1
03671481,900170,36000,,1
03671481,900180,5876,,1
03671481,980000,59708,,1
03671481,980010,2,,1
03671481,980020,65,,1
03671481,980040,2,,1
03671481,980060,2,,1
03671481,980090,100,,1
03671481,980210,100,,1
03671481,980240,100,,1
03671481,980281,100,,1
03671481,980286,100,,1
03671481,980310,100,,1
03671481,980330,100,,1
03671482,900030,17832,,1
03671482,900170,36000,,1
03671482,900180,7009,,1
03671482,980000,60841,,1
03671482,980010,2,,1
03671482,980020,65,,1
03671482,980040,2,,1
03671482,980060,2,,1
03671482,980090,100,,1
03671482,980210,100,,1
03671482,980240,100,,1
03671482,980281,100,,1
03671482,980286,100,,1
03671482,980310,100,,1
03671482,980330,100,,1
03671501,900030,31562,,1
03671501,980000,31562,,1
03671501,980010,2,,1
03671501,980020,88,T,1
03671501,980040,2,,1
03671501,980060,2,,1
03671501,980090,100,,1
03671501,980220,100,,1
03671501,980230,100,,1
03671501,980281,100,,1
03671501,980286,100,,1
03671501,980310,100,,1
03671501,980330,100,,1
03671502,900030,31908,,1
03671502,980000,31908,,1
03671502,980010,2,,1
03671502,980020,88,T,1
03671502,980040,2,,1
03671502,980060,2,,1
03671502,980090,100,,1
03671502,980220,100,,1
03671502,980230,100,,1
03671502,980281,100,,1
03671502,980286,100,,1
03671502,980310,100,,1
03671502,980330,100,,1
03671521,800940,3547,,1
03671521,900000,170454,,1
03671521,900160,10988,,1
03671521,980000,181441,,1
03671521,980010,3,,1
03671521,980020,54,,1
03671521,980030,3,,1
03671521,980040,4,,1
03671521,980090,100,,1
03671521,980210,100,,1
03671521,980230,100,,1
03671521,980281,100,,1
03671521,980286,100,,1
03671521,980310,100,,1
03671521,980330,100,,1
03671522,800940,3624,,1
03671522,900000,173060,,1
03671522,900160,10582,,1
03671522,980000,183642,,1
03671522,980010,3,,1
03671522,980020,54,,1
03671522,980030,3,,1
03671522,980040,4,,1
03671522,980090,100,,1
03671522,980210,100,,1
03671522,980230,100,,1
03671522,980281,100,,1
03671522,980286,100,,1
03671522,980310,100,,1
03671522,980330,100,,1
03671541,900000,38311,,1
03671541,900180,1954,,1
03671541,900190,4758,,1
03671541,980000,45023,,1
03671541,980010,2,,1
03671541,980020,58,,1
03671541,980030,2,,1
03671541,980040,2,,1
03671541,980090,100,,1
03671541,980220,100,,1
03671541,980230,100,,1
03671541,980281,100,,1
03671541,980286,100,,1
03671541,980310,100,,1
03671541,980330,100,,1
03671542,900000,51956,,1
03671542,900180,5269,,1
03671542,900190,6180,,1
03671542,980000,63404,,1
03671542,980010,2,,1
