NEWID,UCC,AMOUNT,AMOUNT_,PUB_FLAG
03723761,900000,70000,,1
03723761,900140,9544,,1
03723761,900160,44964,,1
03723761,980000,124508,,1
03723761,980010,3,,1
03723761,980020,56,,1
03723761,980030,2,,1
03723761,980040,3,,1
03723761,980220,100,,1
03723761,980260,100,,1
03723761,980281,100,,1
03723761,980286,100,,1
03723761,980310,100,,1
03723761,980330,100,,1
03723762,900000,70000,,1
03723762,900140,3401,,1
03723762,900160,26351,,1
03723762,980000,99752,,1
03723762,980010,3,,1
03723762,980020,56,,1
03723762,980030,2,,1
03723762,980040,3,,1
03723762,980220,100,,1
03723762,980260,100,,1
03723762,980281,100,,1
03723762,980286,100,,1
03723762,980310,100,,1
03723762,980330,100,,1
03723771,900000,25200,,1
03723771,900150,2052,,1
03723771,980000,27252,,1
03723771,980010,3,,1
03723771,980020,52,,1
03723771,980030,2,,1
03723771,980050,1,,1
03723771,980220,100,,1
03723771,980260,100,,1
03723771,980281,100,,1
03723771,980285,100,,1
03723771,980300,100,,1
03723772,900000,25200,,1
03723772,900150,2052,,1
03723772,980000,27252,,1
03723772,980010,3,,1
03723772,980020,52,,1
03723772,980030,2,,1
03723772,980050,1,,1
03723772,980220,100,,1
03723772,980260,100,,1
03723772,980281,100,,1
03723772,980285,100,,1
03723772,980300,100,,1
03723781,800932,2000,,1
03723781,900000,108000,,1
03723781,980000,108000,,1
03723781,980010,5,,1
03723781,980020,47,,1
03723781,980030,1,,1
03723781,980040,2,,1
03723781,980050,3,,1
03723781,980090,100,,1
03723781,980220,100,,1
03723781,980230,100,,1
03723781,980281,100,,1
03723781,980286,100,,1
03723781,980310,100,,1
03723781,980330,100,,1
03723782,800932,2000,,1
03723782,900000,108000,,1
03723782,980000,108000,,1
03723782,980010,5,,1
03723782,980020,47,,1
03723782,980030,1,,1
03723782,980040,2,,1
03723782,980050,3,,1
03723782,980090,100,,1
03723782,980220,100,,1
03723782,980230,100,,1
03723782,980281,100,,1
03723782,980286,100,,1
03723782,980310,100,,1
03723782,980330,100,,1
03723791,900000,70000,,1
03723791,980000,70000,,1
03723791,980010,3,,1
03723791,980020,33,,1
03723791,980030,1,,1
03723791,980040,2,,1
03723791,980050,1,,1
03723791,980210,100,,1
03723791,980260,100,,1
03723791,980282,100,,1
03723791,980286,100,,1
03723791,980310,100,,1
03723791,980330,100,,1
03723792,900000,70000,,1
03723792,980000,70000,,1
03723792,980010,3,,1
03723792,980020,33,,1
03723792,980030,1,,1
03723792,980040,2,,1
03723792,980050,1,,1
03723792,980210,100,,1
03723792,980260,100,,1
