"NEWID","UCC","PUB_FLAG","AMOUNT","AMOUNT_","IMPNUM"
1109281,"800940","1",6885,,"1"
1109281,"800940","1",6885,,"2"
1109281,"800940","1",6885,,"3"
1109281,"800940","1",6885,,"4"
1109281,"800940","1",6885,,"5"
1109281,"900000","1",90000,,"1"
1109281,"900000","1",90000,,"2"
1109281,"900000","1",90000,,"3"
1109281,"900000","1",90000,,"4"
1109281,"900000","1",90000,,"5"
1109281,"950002","1",12815,,"1"
1109281,"950002","1",12815,,"2"
1109281,"950002","1",12815,,"3"
1109281,"950002","1",12815,,"4"
1109281,"950002","1",12815,,"5"
1109281,"950012","1",3578,,"1"
1109281,"950012","1",3578,,"2"
1109281,"950012","1",3578,,"3"
1109281,"950012","1",3578,,"4"
1109281,"950012","1",3578,,"5"
1109281,"980000","1",90000,,"1"
1109281,"980000","1",90000,,"2"
1109281,"980000","1",90000,,"3"
1109281,"980000","1",90000,,"4"
1109281,"980000","1",90000,,"5"
1109281,"980070","1",73607,,"1"
1109281,"980070","1",73607,,"2"
1109281,"980070","1",73607,,"3"
1109281,"980070","1",73607,,"4"
1109281,"980070","1",73607,,"5"
1109282,"800940","1",6885,,"1"
1109282,"800940","1",6885,,"2"
1109282,"800940","1",6885,,"3"
1109282,"800940","1",6885,,"4"
1109282,"800940","1",6885,,"5"
1109282,"900000","1",90000,,"1"
1109282,"900000","1",90000,,"2"
1109282,"900000","1",90000,,"3"
1109282,"900000","1",90000,,"4"
1109282,"900000","1",90000,,"5"
1109282,"950002","1",12815,,"1"
1109282,"950002","1",12815,,"2"
1109282,"950002","1",12815,,"3"
1109282,"950002","1",12815,,"4"
1109282,"950002","1",12815,,"5"
1109282,"950012","1",3578,,"1"
1109282,"950012","1",3578,,"2"
1109282,"950012","1",3578,,"3"
1109282,"950012","1",3578,,"4"
1109282,"950012","1",3578,,"5"
1109282,"980000","1",90000,,"1"
1109282,"980000","1",90000,,"2"
1109282,"980000","1",90000,,"3"
1109282,"980000","1",90000,,"4"
1109282,"980000","1",90000,,"5"
1109282,"980070","1",73607,,"1"
1109282,"980070","1",73607,,"2"
1109282,"980070","1",73607,,"3"
1109282,"980070","1",73607,,"4"
1109282,"980070","1",73607,,"5"
1112421,"900000","1",38000,,"1"
1112421,"900000","1",38000,,"2"
1112421,"900000","1",38000,,"3"
1112421,"900000","1",38000,,"4"
1112421,"900000","1",38000,,"5"
1112421,"900010","1",-21852,"T","1"
1112421,"900010","1",-21852,"T","2"
1112421,"900010","1",-21852,"T","3"
1112421,"900010","1",-21852,"T","4"
1112421,"900010","1",-21852,"T","5"
1112421,"950002","1",5320,,"1"
1112421,"950002","1",5320,,"2"
1112421,"950002","1",5320,,"3"
1112421,"950002","1",5320,,"4"
1112421,"950002","1",5320,,"5"
1112421,"950012","1",1520,,"1"
1112421,"950012","1",1520,,"2"
1112421,"950012","1",1520,,"3"
1112421,"950012","1",1520,,"4"
1112421,"950012","1",1520,,"5"
1112421,"980000","1",16148,"T","1"
1112421,"980000","1",16148,"T","2"
1112421,"980000","1",16148,"T","3"
1112421,"980000","1",16148,"T","4"
1112421,"980000","1",16148,"T","5"
1112421,"980070","1",13408,"T","1"
1112421,"980070","1",13408,"T","2"
1112421,"980070","1",13408,"T","3"
1112421,"980070","1",13408,"T","4"
1112421,"980070","1",13408,"T","5"
1112422,"900000","1",38000,,"1"
1112422,"900000","1",38000,,"2"
1112422,"900000","1",38000,,"3"
1112422,"900000","1",38000,,"4"
1112422,"900000","1",38000,,"5"
1112422,"900010","1",-21852,"T","1"
1112422,"900010","1",-21852,"T","2"
1112422,"900010","1",-21852,"T","3"
1112422,"900010","1",-21852,"T","4"
1112422,"900010","1",-21852,"T","5"
1112422,"950002","1",5320,,"1"
1112422,"950002","1",5320,,"2"
1112422,"950002","1",5320,,"3"
1112422,"950002","1",5320,,"4"
1112422,"950002","1",5320,,"5"
1112422,"950012","1",1520,,"1"
1112422,"950012","1",1520,,"2"
1112422,"950012","1",1520,,"3"
1112422,"950012","1",1520,,"4"
1112422,"950012","1",1520,,"5"
1112422,"980000","1",16148,"T","1"
1112422,"980000","1",16148,"T","2"
1112422,"980000","1",16148,"T","3"
1112422,"980000","1",16148,"T","4"
1112422,"980000","1",16148,"T","5"
1112422,"980070","1",13408,"T","1"
1112422,"980070","1",13408,"T","2"
1112422,"980070","1",13408,"T","3"
1112422,"980070","1",13408,"T","4"
1112422,"980070","1",13408,"T","5"
1107381,"800940","1",6815,,"1"
1107381,"800940","1",7533,,"2"
1107381,"800940","1",7293,,"3"
1107381,"800940","1",6984,,"4"
1107381,"800940","1",7667,,"5"
1107381,"900000","1",89090,,"1"
1107381,"900000","1",98467,,"2"
1107381,"900000","1",95335,,"3"
1107381,"900000","1",91297,,"4"
1107381,"900000","1",100229,,"5"
1107381,"980000","1",89090,,"1"
1107381,"980000","1",98467,,"2"
1107381,"980000","1",95335,,"3"
1107381,"980000","1",91297,,"4"
1107381,"980000","1",100229,,"5"
1107381,"980070","1",89090,,"1"
1107381,"980070","1",98467,,"2"
1107381,"980070","1",95335,,"3"
1107381,"980070","1",91297,,"4"
1107381,"980070","1",100229,,"5"
1107382,"800940","1",7792,,"1"
1107382,"800940","1",7448,,"2"
1107382,"800940","1",7397,,"3"
1107382,"800940","1",7158,,"4"
1107382,"800940","1",7646,,"5"
1107382,"900000","1",101857,,"1"
1107382,"900000","1",97369,,"2"
1107382,"900000","1",96701,,"3"
1107382,"900000","1",93568,,"4"
1107382,"900000","1",99945,,"5"
1107382,"980000","1",101857,,"1"
1107382,"980000","1",97369,,"2"
1107382,"980000","1",96701,,"3"
1107382,"980000","1",93568,,"4"
1107382,"980000","1",99945,,"5"
1107382,"980070","1",101857,,"1"
1107382,"980070","1",97369,,"2"
1107382,"980070","1",96701,,"3"
1107382,"980070","1",93568,,"4"
1107382,"980070","1",99945,,"5"
1105911,"800940","1",5738,,"1"
1105911,"800940","1",5738,,"2"
1105911,"800940","1",5738,,"3"
1105911,"800940","1",5738,,"4"
1105911,"800940","1",5738,,"5"
1105911,"900000","1",75000,,"1"
1105911,"900000","1",75000,,"2"
1105911,"900000","1",75000,,"3"
1105911,"900000","1",75000,,"4"
1105911,"900000","1",75000,,"5"
1105911,"980000","1",75000,,"1"
1105911,"980000","1",75000,,"2"
1105911,"980000","1",75000,,"3"
1105911,"980000","1",75000,,"4"
1105911,"980000","1",75000,,"5"
1105911,"980070","1",75000,,"1"
1105911,"980070","1",75000,,"2"
1105911,"980070","1",75000,,"3"
1105911,"980070","1",75000,,"4"
1105911,"980070","1",75000,,"5"
1105912,"800940","1",5738,,"1"
1105912,"800940","1",5738,,"2"
1105912,"800940","1",5738,,"3"
1105912,"800940","1",5738,,"4"
1105912,"800940","1",5738,,"5"
1105912,"900000","1",75000,,"1"
1105912,"900000","1",75000,,"2"
1105912,"900000","1",75000,,"3"
1105912,"900000","1",75000,,"4"
1105912,"900000","1",75000,,"5"
1105912,"980000","1",75000,,"1"
1105912,"980000","1",75000,,"2"
1105912,"980000","1",75000,,"3"
1105912,"980000","1",75000,,"4"
1105912,"980000","1",75000,,"5"
1105912,"980070","1",75000,,"1"
1105912,"980070","1",75000,,"2"
1105912,"980070","1",75000,,"3"
1105912,"980070","1",75000,,"4"
1105912,"980070","1",75000,,"5"
1103782,"800940","1",7847,,"1"
1103782,"800940","1",5337,,"2"
1103782,"800940","1",1321,,"3"
1103782,"800940","1",3955,,"4"
1103782,"800940","1",6591,,"5"
1103782,"900000","1",102580,,"1"
1103782,"900000","1",69759,,"2"
1103782,"900000","1",17280,,"3"
1103782,"900000","1",51695,,"4"
1103782,"900000","1",86148,,"5"
1103782,"980000","1",102580,,"1"
1103782,"980000","1",69759,,"2"
1103782,"980000","1",17280,,"3"
1103782,"980000","1",51695,,"4"
1103782,"980000","1",86148,,"5"
1103782,"980070","1",102580,,"1"
1103782,"980070","1",69759,,"2"
1103782,"980070","1",17280,,"3"
1103782,"980070","1",51695,,"4"
1103782,"980070","1",86148,,"5"
1111221,"900030","1",11045,,"1"
1111221,"900030","1",11045,,"2"
1111221,"900030","1",11045,,"3"
1111221,"900030","1",11045,,"4"
1111221,"900030","1",11045,,"5"
1111221,"900150","1",4380,,"1"
1111221,"900150","1",4380,,"2"
1111221,"900150","1",4380,,"3"
1111221,"900150","1",4380,,"4"
1111221,"900150","1",4380,,"5"
1111221,"980000","1",15425,,"1"
