"NEWID","UCC","AMOUNT","AMOUNT_","PUB_FLAG"
1040451,"800940",2678,,"1"
1040451,"900000",35000,,"1"
1040451,"980000",35000,,"1"
1040451,"980010",4,,"1"
1040451,"980020",36,,"1"
1040451,"980030",1,,"1"
1040451,"980040",1,,"1"
1040451,"980050",2,,"1"
1040451,"980070",35000,,"1"
1040451,"980220",100,,"1"
1040451,"980260",100,,"1"
1040451,"980281",100,,"1"
1040451,"980285",100,,"1"
1040451,"980310",100,,"1"
1040451,"980330",100,,"1"
1040452,"800940",2678,,"1"
1040452,"900000",35000,,"1"
1040452,"980000",35000,,"1"
1040452,"980010",4,,"1"
1040452,"980020",36,,"1"
1040452,"980030",1,,"1"
1040452,"980040",1,,"1"
1040452,"980050",2,,"1"
1040452,"980070",35000,,"1"
1040452,"980220",100,,"1"
1040452,"980260",100,,"1"
1040452,"980281",100,,"1"
1040452,"980285",100,,"1"
1040452,"980310",100,,"1"
1040452,"980330",100,,"1"
1040481,"800940",2060,,"1"
1040481,"900000",26921,,"1"
1040481,"950001",-5000,,"1"
1040481,"950021",2128,,"1"
1040481,"980000",26921,,"1"
1040481,"980010",3,,"1"
1040481,"980020",20,,"1"
1040481,"980030",2,,"1"
1040481,"980040",1,,"1"
1040481,"980050",1,,"1"
1040481,"980070",29793,,"1"
1040481,"980220",100,,"1"
1040481,"980260",100,,"1"
1040481,"980270",100,,"1"
1040481,"980286",100,,"1"
1040481,"980310",100,,"1"
1040481,"980330",100,,"1"
1040482,"800940",2060,,"1"
1040482,"900000",26921,,"1"
1040482,"950001",-5000,,"1"
1040482,"950021",2128,,"1"
1040482,"980000",26921,,"1"
1040482,"980010",3,,"1"
1040482,"980020",20,,"1"
1040482,"980030",2,,"1"
1040482,"980040",1,,"1"
1040482,"980050",1,,"1"
1040482,"980070",29793,,"1"
1040482,"980220",100,,"1"
1040482,"980260",100,,"1"
1040482,"980270",100,,"1"
1040482,"980286",100,,"1"
1040482,"980310",100,,"1"
1040482,"980330",100,,"1"
1040491,"800940",1997,,"1"
1040491,"900000",26111,,"1"
1040491,"900030",33437,,"1"
1040491,"980000",59548,,"1"
1040491,"980010",3,,"1"
1040491,"980020",62,,"1"
1040491,"980030",1,,"1"
1040491,"980040",3,,"1"
1040491,"980060",1,,"1"
1040491,"980070",59548,,"1"
1040491,"980090",100,,"1"
1040491,"980210",100,,"1"
1040491,"980240",100,,"1"
1040491,"980281",100,,"1"
1040491,"980285",100,,"1"
1040491,"980310",100,,"1"
1040491,"980330",100,,"1"
1040492,"800940",1726,,"1"
1040492,"900000",22565,,"1"
1040492,"900030",33437,,"1"
1040492,"980000",56002,,"1"
1040492,"980010",3,,"1"
1040492,"980020",62,,"1"
1040492,"980030",1,,"1"
1040492,"980040",3,,"1"
1040492,"980060",1,,"1"
