INC_RNKM,INC_RNK5,INC_RNK4,INC_RNK3,INC_RNK2,INC_RNK1,INC_RANK,NEWID,AGE_REF,AGE_REF_,AGE2,AGE2_,BLS_URBN,CUTENURE,CUTE_URE,DESCRIP,DESCRIP_,EARNCOMP,EARN_OMP,EDUC_REF,EDUC0REF,EDUCA2,EDUCA2_,EMPLTYP1,EMPL_YP1,EMPLTYP2,EMPL_YP2,FAM_SIZE,FAM__IZE,FAM_TYPE,FAM__YPE,FGVX,FGVX_,FINCBEFX,FINC_EFX,FINLWT21,FIRAX,FIRAX_,FJSSDEDX,FJSS_EDX,FPVTX,FPVTX_,FREEMLX,FREEMLX_,FRRX,FRRX_,FS_MTHI,FS_MTHI_,FSS_RRX,FSS_RRX_,FSUPPX,FSUPPX_,FWAGEX,FWAGEX_,HRSPRWK1,HRSP_WK1,HRSPRWK2,HRSP_WK2,JFS_AMT,JFS_AMT_,JGRCFDMV,JGRC_DMV,JGRCFDWK,JGRC_DWK,JGROCYMV,JGRO_YMV,JGROCYWK,JGRO_YWK,LUMPX,LUMPX_,MARITAL1,MARI_AL1,NO_EARNR,NO_E_RNR,OCCEXPNX,OCCE_PNX,OCCULIS2,OCCU_IS2,OTHINX,OTHINX_,OTHRECX,OTHRECX_,PERSLT18,PERS_T18,PERSOT64,PERS_T64,OCCULIS1,OCCU_IS1,POPSIZE,RACE2,RACE2_,REC_FS,REC_FS_,REF_RACE,REF__ACE,REGION,SEX_REF,SEX_REF_,SEX2,SEX2_,SMSASTAT,STRTMNTH,STRTYEAR,TYPOWND,TYPOWND_,VEHQ,VEHQ_,WEEKI,WEEKI_,WEEKN,WELFRX,WELFRX_,WHYNWRK1,WHYN_RK1,WHYNWRK2,WHYN_RK2,WK_WRKD1,WK_W_KD1,WK_WRKD2,WK_W_KD2,WTREP01,WTREP02,WTREP03,WTREP04,WTREP05,WTREP06,WTREP07,WTREP08,WTREP09,WTREP10,WTREP11,WTREP12,WTREP13,WTREP14,WTREP15,WTREP16,WTREP17,WTREP18,WTREP19,WTREP20,WTREP21,WTREP22,WTREP23,WTREP24,WTREP25,WTREP26,WTREP27,WTREP28,WTREP29,WTREP30,WTREP31,WTREP32,WTREP33,WTREP34,WTREP35,WTREP36,WTREP37,WTREP38,WTREP39,WTREP40,WTREP41,WTREP42,WTREP43,WTREP44,FOODTOT,FOODHOME,CEREAL,BAKEPROD,BEEF,PORK,OTHMEAT,POULTRY,SEAFOOD,EGGS,MILKPROD,OTHDAIRY,FRSHFRUT,FRSHVEG,PROCFRUT,PROCVEG,SWEETS,NONALBEV,OILS,MISCFOOD,FOODAWAY,ALCBEV,SMOKSUPP,PET_FOOD,PERSPROD,PERSSERV,DRUGSUPP,HOUSKEEP,HH_CU_Q,HH_CU_Q_,HHID,HHID_,CHILDAGE,CHIL_AGE,STATE,INC__ANK,CUID,HORREF1,HORREF1_,HORREF2,HORREF2_,FGVXM,FGVXM_,FINCBEFM,FINC_EFM,FINCBEF1,FINCBEF2,FINCBEF3,FINCBEF4,FINCBEF5,FINCBEFI,FJSSDEDM,FJSS_EDM,FJSSDED1,FJSSDED2,FJSSDED3,FJSSDED4,FJSSDED5,FPVTXM,FPVTXM_,FRRXM,FRRXM_,FS_AMTXM,FS_A_TXM,FS_AMTX1,FS_AMTX2,FS_AMTX3,FS_AMTX4,FS_AMTX5,FS_AMTXI,FSS_RRXM,FSS__RXM,FSS_RRX1,FSS_RRX2,FSS_RRX3,FSS_RRX4,FSS_RRX5,FSS_RRXI,FSUPPXM,FSUPPXM_,FSUPPX1,FSUPPX2,FSUPPX3,FSUPPX4,FSUPPX5,FSUPPXI,FWAGEXM,FWAGEXM_,FWAGEX1,FWAGEX2,FWAGEX3,FWAGEX4,FWAGEX5,FWAGEXI,INC__NKM,JFS_AMTM,JFS__MTM,JFS_AMT1,JFS_AMT2,JFS_AMT3,JFS_AMT4,JFS_AMT5,OTHINXM,OTHINXM_,OTHINX1,OTHINX2,OTHINX3,OTHINX4,OTHINX5,OTHINXI,WELFRXM,WELFRXM_,WELFRX1,WELFRX2,WELFRX3,WELFRX4,WELFRX5,WELFRXI,PICKCODE,LUMPB,LUMPB_,LUMPBX,LUMPBX_,OTHINB,OTHINB_,OTHINBX,OTHINBX_,WELFRB,WELFRB_,WELFRBX,WELFRBX_,PSU,HIGH_EDU,FSMPFRMX,FSMP_RMX,FSMPFRX1,FSMPFRX2,FSMPFRX3,FSMPFRX4,FSMPFRX5,FSMPFRXI,FSMPFRXM,INTRDVB,INTRDVB_,INTRDVBX,INTR_VBX,INTRDVX,INTRDVX_,INTRDVX1,INTRDVX2,INTRDVX3,INTRDVX4,INTRDVX5,INTRDVXI,INTRDVXM,NETRENTB,NETR_NTB,NETRENTX,NETR_NTX,NETRNTBX,NETR_TBX,NETRENT1,NETRENT2,NETRENT3,NETRENT4,NETRENT5,NETRENTI,NETRENTM,OTHREGB,OTHREGB_,OTHREGBX,OTHR_GBX,OTHREGX,OTHREGX_,OTHREGX1,OTHREGX2,OTHREGX3,OTHREGX4,OTHREGX5,OTHREGXI,OTHREGXM,RETSRVBX,RETS_VBX,RETSURVB,RETS_RVB,RETSURVX,RETS_RVX,RETSURV1,RETSURV2,RETSURV3,RETSURV4,RETSURV5,RETSURVI,RETSURVM,ROYESTB,ROYESTB_,ROYESTBX,ROYE_TBX,ROYESTX,ROYESTX_,ROYESTX1,ROYESTX2,ROYESTX3,ROYESTX4,ROYESTX5,ROYESTXI,ROYESTXM,FSMP_RXM,INTR_VXM,NETR_NTM,OTHR_GXM,RETS_RVM,ROYE_TXM,DIVISION,REFGEN,HISP_REF,HISP2
0.3573623,0.2529411,0.4042271,0.3837434,0.3655191,0.4368518,0.1968673,04769971,68,D,,A,1,2,D,05,D,8,D,15,D,,A,,A,,A,3,D,9,D,0,D,5346,D,25002.201,0,D,0,D,0,D,,A,0,D,,A,5346,D,0,D,0,D,,A,,A,0,D,761,D,175,D,870,D,200,D,,A,2,,0,D,,A,,A,,A,0,D,0,D,1,D,,A,3,,A,2,D,2,D,3,2,D,,A,1,04,2021,1,D,2,D,1,D,2,,A,1,D,,A,0,D,,A,54368.706,39403.721,43605.778,78216.914,40942.966,39403.721,,,,39545.926,,39403.721,82934.813,39842.533,,,,,,39403.721,,,,39403.721,58411.435,,73269.647,,52544.592,41993.719,,,42517.681,,,50165.403,,61320.979,,,39403.721,39403.721,80647.354,,75.00000,75.00000,0.00000,14.32833,0.00000,0.00000,0.00000,5.93635,6.57222,4.66073,0.00000,8.68902,9.28513,13.09158,0.00000,0.00000,0.00000,6.68570,0.00000,5.75094,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1,D,,A,7,D,22,A,476997,,A,,A,0,D,43002.0,D,50514,42546,45882,47850,28218,203,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,43002.0,D,50514,42546,45882,47850,28218,203,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,15,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,7,3,2,
0.3054601,0.2569915,0.3109524,0.3662973,0.3637577,0.2682147,0.1972665,04769972,68,D,,A,1,2,D,05,D,8,D,12,D,,A,,A,,A,3,D,9,D,0,D,5346,D,53034.459,0,D,0,D,0,D,,A,0,D,,A,5346,D,0,D,0,D,,A,,A,0,D,761,D,175,D,870,D,200,D,,A,4,,0,D,,A,,A,,A,0,D,0,D,1,D,,A,3,,A,2,D,2,D,3,2,D,,A,1,04,2021,1,D,2,D,2,D,2,,A,1,D,,A,0,D,,A,113125.180,111324.207,114008.714,88894.816,100696.409,102420.727,,,,75260.635,,147397.442,109024.539,175815.296,,,,,,84526.550,,,,140188.389,116323.398,,104239.102,,80689.422,90139.188,,,61978.414,,,92185.686,,144874.675,,,43423.380,163140.647,86243.642,,75.00001,75.00001,0.00000,5.30136,8.52604,7.30498,0.00000,6.82187,0.00000,0.00000,0.00000,0.00000,17.61864,12.30113,0.00000,0.00000,0.00000,0.00000,0.00000,17.12599,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1,D,,A,7,D,22,A,476997,,A,,A,0,D,36154.8,D,30714,42294,43122,35814,28830,203,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,36154.8,D,30714,42294,43122,35814,28830,203,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,16,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,7,3,2,
0.3960665,0.4067174,0.4015313,0.3980219,0.4013817,0.4027491,0.5073726,04769981,65,D,67,D,1,2,D,01,D,1,D,11,D,11,D,1,D,,A,2,D,1,D,0,D,47519,D,27525.095,0,D,1148,D,2350,D,,A,0,D,,A,32519,D,0,D,15000,D,40,D,,A,0,D,522,D,120,D,652,D,150,D,,A,1,,1,D,,A,,A,,A,0,D,0,D,2,D,12,D,2,1,,2,D,1,D,4,1,D,2,,1,04,2021,1,D,2,D,1,D,2,,A,,A,1,D,10,D,0,D,59071.528,,60579.666,,68424.294,,,60824.809,54196.355,48367.176,,57228.875,36993.440,59479.496,33414.034,41912.771,,,,64202.082,,46037.382,40633.377,50814.716,,,,,,53658.634,,,,60498.573,44114.716,,58645.474,,47567.338,45917.268,,,50108.278,,153.97000,128.39000,5.29000,4.35000,39.99000,0.00000,5.78000,0.00000,14.33000,2.88000,2.95000,3.28000,10.68000,10.96000,2.34000,0.00000,0.00000,9.77000,6.98000,8.81000,25.58000,0.00000,0.00000,25.24000,23.54000,0.00000,0.00000,17.36000,1,D,,A,0,D,06,D,476998,1,D,1,D,0,D,47519.0,D,47519,47519,47519,47519,47519,100,0.0,D,0,0,0,0,0,2350,D,0,D,,A,,,,,,100,32519.0,D,32519,32519,32519,32519,32519,100,0.0,D,0,0,0,0,0,100,15000.0,D,15000,15000,15000,15000,15000,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S49C,11,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,9,3,1,1
0.3958592,0.4065102,0.4013240,0.3978147,0.4011744,0.4025419,0.5071654,04769982,65,D,67,D,1,2,D,01,D,1,D,11,D,11,D,1,D,,A,2,D,1,D,0,D,47519,D,27525.095,0,D,1148,D,2350,D,,A,0,D,,A,32519,D,0,D,15000,D,40,D,,A,0,D,522,D,120,D,652,D,150,D,,A,1,,1,D,,A,,A,,A,0,D,0,D,2,D,12,D,2,1,,2,D,1,D,4,1,D,2,,1,04,2021,1,D,2,D,2,D,2,,A,,A,1,D,10,D,0,D,59071.528,,60579.666,,68424.294,,,60824.809,54196.355,48367.176,,57228.875,36993.440,59479.496,33414.034,41912.771,,,,64202.082,,46037.382,40633.377,50814.716,,,,,,53658.634,,,,60498.573,44114.716,,58645.474,,47567.338,45917.268,,,50108.278,,117.57000,91.64000,1.99000,5.09000,0.00000,0.00000,0.00000,0.00000,0.00000,2.15000,0.00000,3.47000,17.28000,8.58000,0.00000,1.64000,1.00000,8.89000,20.57000,20.98000,25.93000,0.00000,0.00000,14.61000,42.22000,0.00000,55.22487,0.00000,1,D,,A,0,D,06,D,476998,1,D,1,D,0,D,47519.0,D,47519,47519,47519,47519,47519,100,0.0,D,0,0,0,0,0,2350,D,0,D,,A,,,,,,100,32519.0,D,32519,32519,32519,32519,32519,100,0.0,D,0,0,0,0,0,100,15000.0,D,15000,15000,15000,15000,15000,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S49C,11,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,9,3,1,1
0.8410360,0.8398050,0.8371076,0.8381947,0.8406467,0.8430071,0.8673145,04770001,59,D,,A,1,1,D,01,D,1,D,16,D,,A,4,D,,A,1,D,8,D,0,D,150000,D,22154.966,0,D,5738,D,0,D,,A,0,D,,A,0,D,0,D,75000,D,20,D,,A,0,D,370,D,85,D,435,D,100,D,,A,5,,1,D,300,D,,A,,A,0,D,0,D,0,D,02,D,1,,A,2,D,1,D,3,1,D,,A,1,04,2021,1,D,1,D,1,D,2,,A,,A,,A,52,D,,A,,,,44863.347,48205.361,52850.145,51913.367,43340.633,,39219.839,36930.124,42505.286,,,40745.458,,44237.973,,,42002.750,39956.048,,45911.899,46535.539,,49743.940,,41192.807,40453.478,,,,41910.587,,,,,,41912.616,43943.556,53880.647,,49497.519,,238.97000,140.19000,0.00000,0.00000,0.00000,7.71000,0.00000,6.16000,4.37000,0.00000,8.13000,0.00000,0.00000,0.00000,0.00000,25.60000,0.00000,3.62000,0.00000,84.60000,98.78000,152.21000,0.00000,0.00000,3.41000,0.00000,0.00000,0.00000,1,D,,A,0,D,13,D,477000,,A,,A,0,D,150000.0,D,150000,150000,150000,150000,150000,100,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,75000.0,D,75000,75000,75000,75000,75000,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S35C,16,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,75000,D,75000,75000,75000,75000,75000,100,75000,,A,,A,,A,,,,,,100,,D,A,A,A,D,A,5,3,2,
0.8412028,0.8399718,0.8372744,0.8383615,0.8408135,0.8431739,0.8679557,04770002,59,D,,A,1,1,D,01,D,1,D,16,D,,A,4,D,,A,1,D,8,D,0,D,150000,D,22154.966,0,D,5738,D,0,D,,A,0,D,,A,0,D,0,D,75000,D,20,D,,A,0,D,370,D,85,D,435,D,100,D,,A,5,,1,D,300,D,,A,,A,0,D,0,D,0,D,02,D,1,,A,2,D,1,D,3,1,D,,A,1,04,2021,1,D,1,D,2,D,2,,A,,A,,A,52,D,,A,,,,44863.347,48205.361,52850.145,51913.367,43340.633,,39219.839,36930.124,42505.286,,,40745.458,,44237.973,,,42002.750,39956.048,,45911.899,46535.539,,49743.940,,41192.807,40453.478,,,,41910.587,,,,,,41912.616,43943.556,53880.647,,49497.519,,11.43000,11.43000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,11.43000,0.00000,16.04000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1,D,,A,0,D,13,D,477000,,A,,A,0,D,150000.0,D,150000,150000,150000,150000,150000,100,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,75000.0,D,75000,75000,75000,75000,75000,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S35C,16,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,75000,D,75000,75000,75000,75000,75000,100,75000,,A,,A,,A,,,,,,100,,D,A,A,A,D,A,5,3,2,
0.1903298,0.2048017,0.2034215,0.2014571,0.2077094,0.2053577,0.3379801,04770011,28,D,,A,1,4,D,01,D,1,D,13,D,,A,2,D,,A,1,D,8,D,0,D,24001,D,35526.845,0,D,1148,D,0,D,,A,0,D,,A,0,D,0,D,15000,D,40,D,,A,0,D,152,D,35,D,174,D,40,D,,A,5,,1,D,,A,,A,,A,0,D,0,D,0,D,01,D,3,,A,2,D,1,D,2,1,D,,A,1,04,2021,,A,2,D,1,D,2,,A,,A,,A,20,D,,A,,75172.854,64917.175,76735.807,,69459.142,68907.483,70489.943,,,78021.767,,79494.671,,,74507.675,67248.395,,66395.809,78826.358,,80975.251,,72712.840,87637.921,,,,72393.680,,,,,,76740.779,71085.748,69365.013,,77435.526,,,,77480.077,70060.458,73.51001,73.51001,4.02592,13.84205,0.00000,5.37745,4.95208,0.00000,0.00000,0.00000,0.00000,0.00000,6.76098,4.67010,4.20327,18.18830,3.62101,0.00000,0.00000,7.86885,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3,D,1,D,0,D,31,D,477001,,A,,A,0,D,24001.0,D,24001,24001,24001,24001,24001,100,1148.0,D,1148,1148,1148,1148,1148,0,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,15000.0,D,15000,15000,15000,15000,15000,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,13,1,D,1,1,1,1,1,100,1,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,9000,D,9000,9000,9000,9000,9000,100,9000,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,D,A,A,4,5,2,
0.1900624,0.2045342,0.2031541,0.2011896,0.2074420,0.2050902,0.3377126,04770012,28,D,,A,1,4,D,01,D,1,D,13,D,,A,2,D,,A,1,D,8,D,0,D,24001,D,35526.845,0,D,1148,D,0,D,,A,0,D,,A,0,D,0,D,15000,D,40,D,,A,0,D,152,D,35,D,174,D,40,D,,A,5,,1,D,,A,,A,,A,0,D,0,D,0,D,01,D,3,,A,2,D,1,D,2,1,D,,A,1,04,2021,,A,2,D,2,D,2,,A,,A,,A,20,D,,A,,75172.854,64917.175,76735.807,,69459.142,68907.483,70489.943,,,78021.767,,79494.671,,,74507.675,67248.395,,66395.809,78826.358,,80975.251,,72712.840,87637.921,,,,72393.680,,,,,,76740.779,71085.748,69365.013,,77435.526,,,,77480.077,70060.458,63.39999,45.53999,14.02367,0.00000,8.30348,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3.97222,0.00000,0.00000,6.79813,7.90296,0.00000,0.00000,0.00000,4.53953,17.86000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3,D,21,D,0,D,31,D,477001,,A,,A,0,D,24001.0,D,24001,24001,24001,24001,24001,100,1148.0,D,1148,1148,1148,1148,1148,0,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,15000.0,D,15000,15000,15000,15000,15000,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,13,1,D,1,1,1,1,1,100,1,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,9000,D,9000,9000,9000,9000,9000,100,9000,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,D,A,A,4,5,2,
0.7564644,0.7826598,0.7223568,0.7313301,0.7903062,0.7416057,0.7855536,04770051,40,D,34,D,1,1,D,01,D,1,D,15,D,15,D,1,D,,A,6,D,3,D,0,D,112000,D,71331.070,0,D,7650,D,0,D,,A,0,D,,A,0,D,0,D,100000,D,40,D,,A,0,D,1565,D,360,D,1739,D,400,D,,A,1,,1,D,,A,,A,,A,0,D,4,D,0,D,03,D,3,1,,2,D,1,D,3,1,D,2,,1,04,2021,1,D,2,D,1,D,2,,A,,A,2,D,52,D,0,D,161923.253,203499.417,102760.223,131310.324,131324.922,102717.681,,,,158591.222,,224320.440,105777.398,91322.098,,,,,,107568.059,,,,124078.397,125932.198,,179535.613,,152801.927,91556.720,,,82448.483,,,156710.845,,153771.969,,,132293.609,88249.450,154473.521,,39.61000,21.24000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,8.38000,0.00000,0.00000,0.00000,4.71000,0.00000,0.00000,3.14000,0.00000,5.01000,18.37000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,30.65000,1,D,,A,2,D,22,D,477005,,A,,A,0,D,117229.6,D,114775,126341,110034,110576,124422,302,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,104849.8,D,104124,113339,97397,98715,110674,301,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,15,0,D,0,0,0,0,0,100,0,07,D,12000,D,,C,10651,13002,12637,11861,13748,301,12380,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,D,A,A,A,A,7,4,2,2
0.7631912,0.7277989,0.7918637,0.7683377,0.7383009,0.7901872,0.7860907,04770052,40,D,34,D,1,1,D,01,D,1,D,15,D,15,D,1,D,,A,6,D,3,D,0,D,112000,D,71331.070,0,D,7650,D,0,D,,A,0,D,,A,0,D,0,D,100000,D,40,D,,A,0,D,1565,D,360,D,1739,D,400,D,,A,1,,1,D,,A,,A,,A,0,D,4,D,0,D,03,D,3,1,,2,D,1,D,3,1,D,2,,1,04,2021,1,D,2,D,2,D,2,,A,,A,2,D,52,D,0,D,161923.253,203499.417,102760.223,131310.324,131324.922,102717.681,,,,158591.222,,224320.440,105777.398,91322.098,,,,,,107568.059,,,,124078.397,125932.198,,179535.613,,152801.927,91556.720,,,82448.483,,,156710.845,,153771.969,,,132293.609,88249.450,154473.521,,15.40000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,15.40000,0.00000,0.00000,0.00000,4.59000,0.00000,0.00000,0.00000,1,D,,A,2,D,22,D,477005,,A,,A,0,D,119568.6,D,128205,111176,120565,130261,107636,302,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,107562.2,D,115872,97136,108534,119325,96944,301,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,15,0,D,0,0,0,0,0,100,0,07,D,12000,D,,C,12333,14040,12031,10936,10692,301,12006,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,D,A,A,A,A,7,4,2,2
