NEWID,UCC,AMOUNT,AMOUNT_,PUB_FLAG
04965261,900000,64440,,1
04965261,980000,64440,,1
04965261,980010,2,,1
04965261,980020,53,,1
04965261,980030,1,,1
04965261,980040,1,,1
04965261,980220,100,,1
04965261,980260,100,,1
04965261,980282,100,,1
04965261,980286,100,,1
04965261,980310,100,,1
04965261,980330,100,,1
04965262,900000,60550,,1
04965262,980000,60550,,1
04965262,980010,2,,1
04965262,980020,53,,1
04965262,980030,1,,1
04965262,980040,1,,1
04965262,980220,100,,1
04965262,980260,100,,1
04965262,980282,100,,1
04965262,980286,100,,1
04965262,980310,100,,1
04965262,980330,100,,1
04965281,800932,48000,,1
04965281,800940,17471,T,1
04965281,900000,461600,T,1
04965281,900160,20206,,1
04965281,900180,46287,,1
04965281,980000,528093,T,1
04965281,980010,2,,1
04965281,980020,59,,1
04965281,980030,2,,1
04965281,980040,3,,1
04965281,980090,100,,1
04965281,980210,100,,1
04965281,980240,100,,1
04965281,980281,100,,1
04965281,980286,100,,1
04965281,980310,100,,1
04965281,980330,100,,1
04965282,800932,48000,,1
04965282,800940,17471,T,1
04965282,900000,576648,T,1
04965282,900160,20959,,1
04965282,900180,45267,,1
04965282,980000,642875,T,1
04965282,980010,2,,1
04965282,980020,59,,1
04965282,980030,2,,1
04965282,980040,3,,1
04965282,980090,100,,1
04965282,980210,100,,1
04965282,980240,100,,1
04965282,980281,100,,1
04965282,980286,100,,1
04965282,980310,100,,1
04965282,980330,100,,1
04965301,900000,7725,,1
04965301,900030,11982,,1
04965301,900160,100000,,1
04965301,980000,119707,,1
04965301,980010,4,,1
04965301,980020,55,,1
04965301,980030,3,,1
04965301,980040,3,,1
04965301,980050,1,,1
04965301,980060,1,,1
04965301,980090,100,,1
04965301,980220,100,,1
04965301,980230,100,,1
04965301,980281,100,,1
04965301,980286,100,,1
04965301,980300,100,,1
04965301,980330,100,,1
04965302,900000,10406,,1
04965302,900030,11982,,1
04965302,900160,100000,,1
04965302,980000,122388,,1
04965302,980010,4,,1
04965302,980020,55,,1
04965302,980030,3,,1
04965302,980040,3,,1
04965302,980050,1,,1
04965302,980060,1,,1
04965302,980090,100,,1
04965302,980220,100,,1
04965302,980230,100,,1
04965302,980281,100,,1
04965302,980286,100,,1
04965302,980300,100,,1
04965302,980330,100,,1
04965361,800932,5000,,1
04965361,900000,104736,,1
04965361,980000,104736,,1
04965361,980010,2,,1
04965361,980020,50,,1
04965361,980030,2,,1
04965361,980040,2,,1
04965361,980220,100,,1
04965361,980260,100,,1
04965361,980281,100,,1
04965361,980286,100,,1
04965361,980300,100,,1
04965361,980330,100,,1
04965362,800932,5000,,1
04965362,900000,102773,,1
04965362,980000,102773,,1
04965362,980010,2,,1
04965362,980020,50,,1
04965362,980030,2,,1
04965362,980040,2,,1
04965362,980220,100,,1
04965362,980260,100,,1
04965362,980281,100,,1
04965362,980286,100,,1
04965362,980300,100,,1
04965362,980330,100,,1
04965381,900000,65000,,1
04965381,900180,50,,1
04965381,980000,65050,,1
04965381,980010,1,,1
04965381,980020,60,,1
04965381,980030,1,,1
04965381,980040,1,,1
04965381,980210,100,,1
04965381,980260,100,,1
04965381,980281,100,,1
04965381,980286,100,,1
04965381,980300,100,,1
04965381,980330,100,,1
04965382,900000,65000,,1
04965382,900180,50,,1
04965382,980000,65050,,1
04965382,980010,1,,1
04965382,980020,60,,1
04965382,980030,1,,1
04965382,980040,1,,1
04965382,980210,100,,1
04965382,980260,100,,1
04965382,980281,100,,1
04965382,980286,100,,1
04965382,980300,100,,1
04965382,980330,100,,1
04965391,800932,1200,,1
04965391,900000,42000,,1
04965391,900180,1,,1
04965391,980000,42001,,1
04965391,980010,1,,1
04965391,980020,65,,1
04965391,980030,1,,1
04965391,980040,1,,1
04965391,980060,1,,1
04965391,980220,100,,1
04965391,980260,100,,1
04965391,980281,100,,1
04965391,980286,100,,1
04965391,980310,100,,1
04965391,980330,100,,1
04965392,800932,1200,,1
04965392,900000,42000,,1
04965392,900180,1,,1
04965392,980000,42001,,1
04965392,980010,1,,1
04965392,980020,65,,1
04965392,980030,1,,1
04965392,980040,1,,1
04965392,980060,1,,1
04965392,980220,100,,1
04965392,980260,100,,1
04965392,980281,100,,1
04965392,980286,100,,1
04965392,980310,100,,1
04965392,980330,100,,1
04965401,900000,82838,,1
04965401,980000,82838,,1
04965401,980010,1,,1
04965401,980020,23,,1
04965401,980030,1,,1
04965401,980040,1,,1
04965401,980090,100,,1
04965401,980210,100,,1
04965401,980230,100,,1
04965401,980281,100,,1
04965401,980286,100,,1
04965401,980310,100,,1
04965401,980330,100,,1
04965402,900000,78833,,1
04965402,980000,78833,,1
04965402,980010,1,,1
04965402,980020,23,,1
04965402,980030,1,,1
04965402,980040,1,,1
04965402,980090,100,,1
04965402,980210,100,,1
04965402,980230,100,,1
04965402,980281,100,,1
04965402,980286,100,,1
04965402,980310,100,,1
04965402,980330,100,,1
04965431,800932,25000,,1
04965431,900000,90150,,1
04965431,980000,90150,,1
04965431,980010,4,,1
04965431,980020,45,,1
04965431,980030,2,,1
04965431,980040,2,,1
04965431,980050,2,,1
04965431,980090,100,,1
04965431,980210,100,,1
04965431,980240,100,,1
