"NEWID","UCC","PUB_FLAG","AMOUNT","AMOUNT_","IMPNUM"
1270351,"900080","1",15,,"2"
1270351,"900080","1",161,,"3"
1270351,"900080","1",117,,"4"
1270351,"900080","1",6,,"5"
1270351,"980000","1",90736,,"1"
1270351,"980000","1",90222,,"2"
1270351,"980000","1",90960,,"3"
1270351,"980000","1",91459,,"4"
1270351,"980000","1",100360,,"5"
1270351,"980070","1",91706,,"1"
1270351,"980070","1",91192,,"2"
1270351,"980070","1",91930,,"3"
1270351,"980070","1",92429,,"4"
1270351,"980070","1",101330,,"5"
1270352,"800940","1",6885,,"1"
1270352,"800940","1",6885,,"2"
1270352,"800940","1",6885,,"3"
1270352,"800940","1",6885,,"4"
1270352,"800940","1",6885,,"5"
1270352,"900000","1",90000,,"1"
1270352,"900000","1",90000,,"2"
1270352,"900000","1",90000,,"3"
1270352,"900000","1",90000,,"4"
1270352,"900000","1",90000,,"5"
1270352,"900050","1",1071,,"1"
1270352,"900050","1",105,,"2"
1270352,"900050","1",3472,,"3"
1270352,"900050","1",381,,"4"
1270352,"900050","1",105972,,"5"
1270352,"900080","1",128,,"1"
1270352,"900080","1",27,,"2"
1270352,"900080","1",136,,"3"
1270352,"900080","1",74,,"4"
1270352,"900080","1",449,,"5"
1270352,"980000","1",209111,"T","1"
1270352,"980000","1",209010,"T","2"
1270352,"980000","1",209119,"T","3"
1270352,"980000","1",209057,"T","4"
1270352,"980000","1",209432,"T","5"
1270352,"980070","1",210081,"T","1"
1270352,"980070","1",209980,"T","2"
1270352,"980070","1",210089,"T","3"
1270352,"980070","1",210027,"T","4"
1270352,"980070","1",210402,"T","5"
1270801,"800940","1",7268,,"1"
1270801,"800940","1",7268,,"2"
1270801,"800940","1",7268,,"3"
1270801,"800940","1",7268,,"4"
1270801,"800940","1",7268,,"5"
1270801,"900000","1",95000,,"1"
1270801,"900000","1",95000,,"2"
1270801,"900000","1",95000,,"3"
1270801,"900000","1",95000,,"4"
1270801,"900000","1",95000,,"5"
1270801,"900080","1",300,,"1"
1270801,"900080","1",300,,"2"
1270801,"900080","1",300,,"3"
1270801,"900080","1",300,,"4"
1270801,"900080","1",300,,"5"
1270801,"950002","1",9302,,"1"
1270801,"950002","1",9302,,"2"
1270801,"950002","1",9302,,"3"
1270801,"950002","1",9302,,"4"
1270801,"950002","1",9302,,"5"
1270801,"950012","1",3674,,"1"
1270801,"950012","1",3674,,"2"
1270801,"950012","1",3674,,"3"
1270801,"950012","1",3674,,"4"
1270801,"950012","1",3674,,"5"
1270801,"980000","1",95300,,"1"
1270801,"980000","1",95300,,"2"
1270801,"980000","1",95300,,"3"
1270801,"980000","1",95300,,"4"
1270801,"980000","1",95300,,"5"
1270801,"980070","1",85044,,"1"
1270801,"980070","1",85044,,"2"
1270801,"980070","1",85044,,"3"
1270801,"980070","1",85044,,"4"
1270801,"980070","1",85044,,"5"
1270802,"800940","1",7268,,"1"
1270802,"800940","1",7268,,"2"
1270802,"800940","1",7268,,"3"
1270802,"800940","1",7268,,"4"
1270802,"800940","1",7268,,"5"
1270802,"900000","1",95000,,"1"
1270802,"900000","1",95000,,"2"
1270802,"900000","1",95000,,"3"
1270802,"900000","1",95000,,"4"
1270802,"900000","1",95000,,"5"
1270802,"900080","1",300,,"1"
1270802,"900080","1",300,,"2"
1270802,"900080","1",300,,"3"
1270802,"900080","1",300,,"4"
1270802,"900080","1",300,,"5"
1270802,"950002","1",9302,,"1"
1270802,"950002","1",9302,,"2"
1270802,"950002","1",9302,,"3"
1270802,"950002","1",9302,,"4"
1270802,"950002","1",9302,,"5"
1270802,"950012","1",3674,,"1"
1270802,"950012","1",3674,,"2"
1270802,"950012","1",3674,,"3"
1270802,"950012","1",3674,,"4"
1270802,"950012","1",3674,,"5"
1270802,"980000","1",95300,,"1"
1270802,"980000","1",95300,,"2"
1270802,"980000","1",95300,,"3"
1270802,"980000","1",95300,,"4"
1270802,"980000","1",95300,,"5"
1270802,"980070","1",85044,,"1"
1270802,"980070","1",85044,,"2"
1270802,"980070","1",85044,,"3"
1270802,"980070","1",85044,,"4"
1270802,"980070","1",85044,,"5"
1260742,"800940","1",3971,,"1"
1260742,"800940","1",4158,,"2"
1260742,"800940","1",3832,,"3"
1260742,"800940","1",4492,,"4"
1260742,"800940","1",4364,,"5"
1260742,"900000","1",41914,,"1"
1260742,"900000","1",44348,,"2"
1260742,"900000","1",40098,,"3"
1260742,"900000","1",48713,,"4"
1260742,"900000","1",47044,,"5"
1260742,"900010","1",5000,,"1"
1260742,"900010","1",5000,,"2"
1260742,"900010","1",5000,,"3"
1260742,"900010","1",5000,,"4"
1260742,"900010","1",5000,,"5"
1260742,"980000","1",46914,,"1"
1260742,"980000","1",49348,,"2"
1260742,"980000","1",45098,,"3"
1260742,"980000","1",53713,,"4"
1260742,"980000","1",52044,,"5"
1260742,"980070","1",48014,,"1"
1260742,"980070","1",50448,,"2"
1260742,"980070","1",46198,,"3"
1260742,"980070","1",54813,,"4"
1260742,"980070","1",53144,,"5"
1262951,"800940","1",3675,,"1"
1262951,"800940","1",1832,,"2"
1262951,"800940","1",845,,"3"
1262951,"800940","1",842,,"4"
1262951,"800940","1",401,,"5"
1262951,"900000","1",48037,,"1"
1262951,"900000","1",23953,,"2"
1262951,"900000","1",11041,,"3"
1262951,"900000","1",11012,,"4"
1262951,"900000","1",5241,,"5"
1262951,"980000","1",48037,,"1"
1262951,"980000","1",23953,,"2"
1262951,"980000","1",11041,,"3"
1262951,"980000","1",11012,,"4"
1262951,"980000","1",5241,,"5"
1262951,"980070","1",48037,,"1"
1262951,"980070","1",23953,,"2"
1262951,"980070","1",11041,,"3"
1262951,"980070","1",11012,,"4"
1262951,"980070","1",5241,,"5"
1262952,"800940","1",4529,,"1"
1262952,"800940","1",5942,,"2"
1262952,"800940","1",2088,,"3"
1262952,"800940","1",6885,,"4"
1262952,"800940","1",4525,,"5"
1262952,"900000","1",59209,,"1"
1262952,"900000","1",77678,,"2"
1262952,"900000","1",27299,,"3"
1262952,"900000","1",90000,,"4"
1262952,"900000","1",59155,,"5"
1262952,"980000","1",59209,,"1"
1262952,"980000","1",77678,,"2"
1262952,"980000","1",27299,,"3"
1262952,"980000","1",90000,,"4"
1262952,"980000","1",59155,,"5"
1262952,"980070","1",59209,,"1"
1262952,"980070","1",77678,,"2"
1262952,"980070","1",27299,,"3"
1262952,"980070","1",90000,,"4"
1262952,"980070","1",59155,,"5"
1264711,"800940","1",2908,,"1"
1264711,"800940","1",2908,,"2"
1264711,"800940","1",2908,,"3"
1264711,"800940","1",2908,,"4"
1264711,"800940","1",2908,,"5"
1264711,"900000","1",38000,,"1"
1264711,"900000","1",38000,,"2"
1264711,"900000","1",38000,,"3"
1264711,"900000","1",38000,,"4"
1264711,"900000","1",38000,,"5"
1264711,"900080","1",1500,,"1"
1264711,"900080","1",1500,,"2"
1264711,"900080","1",1500,,"3"
1264711,"900080","1",1500,,"4"
1264711,"900080","1",1500,,"5"
1264711,"980000","1",39500,,"1"
1264711,"980000","1",39500,,"2"
1264711,"980000","1",39500,,"3"
1264711,"980000","1",39500,,"4"
1264711,"980000","1",39500,,"5"
1264711,"980070","1",41500,,"1"
1264711,"980070","1",41500,,"2"
1264711,"980070","1",41500,,"3"
1264711,"980070","1",41500,,"4"
1264711,"980070","1",41500,,"5"
1264712,"800940","1",2908,,"1"
1264712,"800940","1",2908,,"2"
1264712,"800940","1",2908,,"3"
1264712,"800940","1",2908,,"4"
1264712,"800940","1",2908,,"5"
1264712,"900000","1",38000,,"1"
1264712,"900000","1",38000,,"2"
1264712,"900000","1",38000,,"3"
1264712,"900000","1",38000,,"4"
1264712,"900000","1",38000,,"5"
1264712,"900080","1",1500,,"1"
1264712,"900080","1",1500,,"2"
1264712,"900080","1",1500,,"3"
1264712,"900080","1",1500,,"4"
1264712,"900080","1",1500,,"5"
1264712,"980000","1",39500,,"1"
1264712,"980000","1",39500,,"2"
1264712,"980000","1",39500,,"3"
1264712,"980000","1",39500,,"4"
1264712,"980000","1",39500,,"5"
1264712,"980070","1",41500,,"1"
1264712,"980070","1",41500,,"2"
1264712,"980070","1",41500,,"3"
1264712,"980070","1",41500,,"4"
1264712,"980070","1",41500,,"5"
1263131,"800940","1",1836,,"1"
1263131,"800940","1",1836,,"2"
1263131,"800940","1",1836,,"3"
1263131,"800940","1",1836,,"4"
1263131,"800940","1",1836,,"5"
1263131,"900000","1",24000,,"1"
1263131,"900000","1",24000,,"2"
1263131,"900000","1",24000,,"3"
1263131,"900000","1",24000,,"4"
1263131,"900000","1",24000,,"5"
1263131,"980000","1",24000,,"1"
1263131,"980000","1",24000,,"2"
1263131,"980000","1",24000,,"3"
1263131,"980000","1",24000,,"4"
1263131,"980000","1",24000,,"5"
1263131,"980070","1",26000,,"1"
1263131,"980070","1",26000,,"2"
1263131,"980070","1",26000,,"3"
1263131,"980070","1",26000,,"4"
1263131,"980070","1",26000,,"5"
1263132,"800940","1",1836,,"1"
1263132,"800940","1",1836,,"2"
1263132,"800940","1",1836,,"3"
1263132,"800940","1",1836,,"4"
1263132,"800940","1",1836,,"5"
1263132,"900000","1",24000,,"1"
1263132,"900000","1",24000,,"2"
1263132,"900000","1",24000,,"3"
1263132,"900000","1",24000,,"4"
1263132,"900000","1",24000,,"5"
1263132,"980000","1",24000,,"1"
1263132,"980000","1",24000,,"2"
1263132,"980000","1",24000,,"3"
1263132,"980000","1",24000,,"4"
1263132,"980000","1",24000,,"5"
1263132,"980070","1",26000,,"1"
1263132,"980070","1",26000,,"2"
1263132,"980070","1",26000,,"3"
1263132,"980070","1",26000,,"4"
1263132,"980070","1",26000,,"5"
1265081,"900030","1",16589,,"1"
1265081,"900030","1",16865,,"2"
1265081,"900030","1",16421,,"3"
1265081,"900030","1",17789,,"4"
1265081,"900030","1",16409,,"5"
1265081,"900040","1",36924,,"1"
1265081,"900040","1",30428,,"2"
1265081,"900040","1",33389,,"3"
1265081,"900040","1",33137,,"4"
1265081,"900040","1",31123,,"5"
1265081,"900080","1",115,,"1"
1265081,"900080","1",61,,"2"
1265081,"900080","1",180,,"3"
1265081,"900080","1",152,,"4"
1265081,"900080","1",229,,"5"
1265081,"980000","1",53628,,"1"
1265081,"980000","1",47354,,"2"
1265081,"980000","1",49990,,"3"
1265081,"980000","1",51078,,"4"
1265081,"980000","1",47761,,"5"
1265081,"980070","1",53628,,"1"
1265081,"980070","1",47354,,"2"
1265081,"980070","1",49990,,"3"
1265081,"980070","1",51078,,"4"
1265081,"980070","1",47761,,"5"
1265082,"900030","1",16541,,"1"
1265082,"900030","1",16733,,"2"
1265082,"900030","1",17141,,"3"
1265082,"900030","1",17249,,"4"
1265082,"900030","1",16889,,"5"
1265082,"900040","1",38994,,"1"
1265082,"900040","1",38331,,"2"
1265082,"900040","1",30695,,"3"
1265082,"900040","1",35868,,"4"
1265082,"900040","1",38967,,"5"
1265082,"900080","1",13,,"1"
1265082,"900080","1",29,,"2"
1265082,"900080","1",183,,"3"
1265082,"900080","1",150,,"4"
1265082,"900080","1",110,,"5"
1265082,"980000","1",55548,,"1"
1265082,"980000","1",55093,,"2"
1265082,"980000","1",48019,,"3"
1265082,"980000","1",53267,,"4"
1265082,"980000","1",55966,,"5"
1265082,"980070","1",55548,,"1"
1265082,"980070","1",55093,,"2"
1265082,"980070","1",48019,,"3"
1265082,"980070","1",53267,,"4"
1265082,"980070","1",55966,,"5"
1278531,"800940","1",10175,,"1"
1278531,"800940","1",10175,,"2"
1278531,"800940","1",10175,,"3"
1278531,"800940","1",10175,,"4"
1278531,"800940","1",10175,,"5"
1278531,"900000","1",133000,,"1"
1278531,"900000","1",133000,,"2"
1278531,"900000","1",133000,,"3"
1278531,"900000","1",133000,,"4"
1278531,"900000","1",133000,,"5"
1278531,"950002","1",20726,,"1"
1278531,"950002","1",20726,,"2"
1278531,"950002","1",20726,,"3"
1278531,"950002","1",20726,,"4"
1278531,"950002","1",20726,,"5"
1278531,"950012","1",6527,,"1"
1278531,"950012","1",6527,,"2"
1278531,"950012","1",6527,,"3"
1278531,"950012","1",6527,,"4"
1278531,"950012","1",6527,,"5"
1278531,"980000","1",133000,,"1"
1278531,"980000","1",133000,,"2"
1278531,"980000","1",133000,,"3"
1278531,"980000","1",133000,,"4"
1278531,"980000","1",133000,,"5"
1278531,"980070","1",110747,,"1"
1278531,"980070","1",110747,,"2"
1278531,"980070","1",110747,,"3"
1278531,"980070","1",110747,,"4"
1278531,"980070","1",110747,,"5"
1278532,"800940","1",10175,,"1"
1278532,"800940","1",10175,,"2"
1278532,"800940","1",10175,,"3"
1278532,"800940","1",10175,,"4"
1278532,"800940","1",10175,,"5"
1278532,"900000","1",133000,,"1"
1278532,"900000","1",133000,,"2"
1278532,"900000","1",133000,,"3"
1278532,"900000","1",133000,,"4"
1278532,"900000","1",133000,,"5"
1278532,"950002","1",20726,,"1"
1278532,"950002","1",20726,,"2"
1278532,"950002","1",20726,,"3"
1278532,"950002","1",20726,,"4"
1278532,"950002","1",20726,,"5"
1278532,"950012","1",6527,,"1"
1278532,"950012","1",6527,,"2"
1278532,"950012","1",6527,,"3"
1278532,"950012","1",6527,,"4"
1278532,"950012","1",6527,,"5"
1278532,"980000","1",133000,,"1"
1278532,"980000","1",133000,,"2"
1278532,"980000","1",133000,,"3"
1278532,"980000","1",133000,,"4"
1278532,"980000","1",133000,,"5"
1278532,"980070","1",110747,,"1"
1278532,"980070","1",110747,,"2"
1278532,"980070","1",110747,,"3"
1278532,"980070","1",110747,,"4"
1278532,"980070","1",110747,,"5"
1276321,"800940","1",3672,,"1"
1276321,"800940","1",3672,,"2"
1276321,"800940","1",3672,,"3"
1276321,"800940","1",3672,,"4"
1276321,"800940","1",3672,,"5"
1276321,"900000","1",48000,,"1"
1276321,"900000","1",48000,,"2"
1276321,"900000","1",48000,,"3"
1276321,"900000","1",48000,,"4"
1276321,"900000","1",48000,,"5"
1276321,"900080","1",44,,"1"
1276321,"900080","1",96,,"2"
1276321,"900080","1",143,,"3"
1276321,"900080","1",109,,"4"
1276321,"900080","1",67,,"5"
1276321,"980000","1",48044,,"1"
1276321,"980000","1",48096,,"2"
1276321,"980000","1",48143,,"3"
1276321,"980000","1",48109,,"4"
1276321,"980000","1",48067,,"5"
1276321,"980070","1",48794,,"1"
1276321,"980070","1",48846,,"2"
1276321,"980070","1",48893,,"3"
1276321,"980070","1",48859,,"4"
1276321,"980070","1",48817,,"5"
1276322,"800940","1",3672,,"1"
1276322,"800940","1",3672,,"2"
1276322,"800940","1",3672,,"3"
1276322,"800940","1",3672,,"4"
1276322,"800940","1",3672,,"5"
1276322,"900000","1",48000,,"1"
