"NEWID","UCC","PUB_FLAG","AMOUNT","AMOUNT_","IMPNUM"
1231261,"900030","1",9252,,"1"
1231261,"900030","1",9468,,"2"
1231261,"900030","1",9132,,"3"
1231261,"900030","1",8616,,"4"
1231261,"900030","1",8688,,"5"
1231261,"980000","1",9252,,"1"
1231261,"980000","1",9468,,"2"
1231261,"980000","1",9132,,"3"
1231261,"980000","1",8616,,"4"
1231261,"980000","1",8688,,"5"
1231261,"980070","1",9252,,"1"
1231261,"980070","1",9468,,"2"
1231261,"980070","1",9132,,"3"
1231261,"980070","1",8616,,"4"
1231261,"980070","1",8688,,"5"
1231262,"900030","1",8580,,"1"
1231262,"900030","1",8424,,"2"
1231262,"900030","1",8940,,"3"
1231262,"900030","1",9552,,"4"
1231262,"900030","1",9144,,"5"
1231262,"980000","1",8580,,"1"
1231262,"980000","1",8424,,"2"
1231262,"980000","1",8940,,"3"
1231262,"980000","1",9552,,"4"
1231262,"980000","1",9144,,"5"
1231262,"980070","1",8580,,"1"
1231262,"980070","1",8424,,"2"
1231262,"980070","1",8940,,"3"
1231262,"980070","1",9552,,"4"
1231262,"980070","1",9144,,"5"
1229921,"800940","1",13344,"T","1"
1229921,"800940","1",11729,"T","2"
1229921,"800940","1",12567,"T","3"
1229921,"800940","1",14951,"T","4"
1229921,"800940","1",18014,"T","5"
1229921,"900000","1",67451,,"1"
1229921,"900000","1",66992,,"2"
1229921,"900000","1",86116,,"3"
1229921,"900000","1",105014,,"4"
1229921,"900000","1",135810,,"5"
1229921,"900010","1",-21643,"T","1"
1229921,"900010","1",-21643,"T","2"
1229921,"900010","1",-21643,"T","3"
1229921,"900010","1",-21643,"T","4"
1229921,"900010","1",-21643,"T","5"
1229921,"980000","1",45808,"T","1"
1229921,"980000","1",45349,"T","2"
1229921,"980000","1",64473,"T","3"
1229921,"980000","1",83371,"T","4"
1229921,"980000","1",114167,"T","5"
1229921,"980070","1",45808,"T","1"
1229921,"980070","1",45349,"T","2"
1229921,"980070","1",64473,"T","3"
1229921,"980070","1",83371,"T","4"
1229921,"980070","1",114167,"T","5"
1229922,"800940","1",11916,"T","1"
1229922,"800940","1",10955,"T","2"
1229922,"800940","1",12274,"T","3"
1229922,"800940","1",11109,"T","4"
1229922,"800940","1",11409,"T","5"
1229922,"900000","1",122039,,"1"
1229922,"900000","1",71479,,"2"
1229922,"900000","1",70333,,"3"
1229922,"900000","1",65208,,"4"
1229922,"900000","1",25927,,"5"
1229922,"900010","1",3265,,"1"
1229922,"900010","1",51986,,"2"
1229922,"900010","1",6571,,"3"
1229922,"900010","1",54237,,"4"
1229922,"900010","1",45000,,"5"
1229922,"980000","1",125304,,"1"
1229922,"980000","1",123465,,"2"
1229922,"980000","1",76904,,"3"
1229922,"980000","1",119445,,"4"
1229922,"980000","1",70927,,"5"
1229922,"980070","1",125304,,"1"
1229922,"980070","1",123465,,"2"
1229922,"980070","1",76904,,"3"
