NEWID,UCC,AMOUNT,AMOUNT_,PUB_FLAG
04362691,900000,43284,,1
04362691,980000,43284,,1
04362691,980010,1,,1
04362691,980020,40,,1
04362691,980030,1,,1
04362691,980210,100,,1
04362691,980260,100,,1
04362691,980281,100,,1
04362691,980286,100,,1
04362691,980300,100,,1
04362692,900000,45726,,1
04362692,980000,45726,,1
04362692,980010,1,,1
04362692,980020,40,,1
04362692,980030,1,,1
04362692,980210,100,,1
04362692,980260,100,,1
04362692,980281,100,,1
04362692,980286,100,,1
04362692,980300,100,,1
04362721,800932,541,,1
04362721,900030,17335,,1
04362721,900170,2500,,1
04362721,980000,19835,,1
04362721,980010,1,,1
04362721,980020,87,T,1
04362721,980040,1,,1
04362721,980060,1,,1
04362721,980090,100,,1
04362721,980220,100,,1
04362721,980240,100,,1
04362721,980281,100,,1
04362721,980286,100,,1
04362721,980310,100,,1
04362721,980330,100,,1
04362722,800932,541,,1
04362722,900030,17335,,1
04362722,900170,2500,,1
04362722,980000,19835,,1
04362722,980010,1,,1
04362722,980020,87,T,1
04362722,980040,1,,1
04362722,980060,1,,1
04362722,980090,100,,1
04362722,980220,100,,1
04362722,980240,100,,1
04362722,980281,100,,1
04362722,980286,100,,1
04362722,980310,100,,1
04362722,980330,100,,1
04362741,900000,30000,,1
04362741,900170,3250,,1
04362741,980000,33250,,1
04362741,980010,2,,1
04362741,980020,57,,1
04362741,980030,1,,1
04362741,980040,2,,1
04362741,980090,100,,1
04362741,980220,100,,1
04362741,980230,100,,1
04362741,980270,100,,1
04362741,980286,100,,1
04362741,980310,100,,1
04362741,980330,100,,1
04362742,900000,30000,,1
04362742,900170,3250,,1
04362742,980000,33250,,1
04362742,980010,2,,1
04362742,980020,57,,1
04362742,980030,1,,1
04362742,980040,2,,1
04362742,980090,100,,1
04362742,980220,100,,1
04362742,980230,100,,1
04362742,980270,100,,1
04362742,980286,100,,1
04362742,980310,100,,1
04362742,980330,100,,1
04362841,900000,203000,,1
04362841,980000,203000,,1
04362841,980010,11,,1
04362841,980020,53,,1
04362841,980030,7,,1
04362841,980040,5,,1
04362841,980050,3,,1
04362841,980220,100,,1
04362841,980260,100,,1
04362841,980281,100,,1
04362841,980285,100,,1
04362841,980300,100,,1
04362841,980330,100,,1
04362842,900000,203000,,1
04362842,980000,203000,,1
04362842,980010,11,,1
04362842,980020,53,,1
04362842,980030,7,,1
04362842,980040,5,,1
04362842,980050,3,,1
04362842,980220,100,,1
04362842,980260,100,,1
04362842,980281,100,,1
04362842,980285,100,,1
04362842,980300,100,,1
04362842,980330,100,,1
04362851,800940,1927,,1
04362851,900000,40000,,1
04362851,900030,16903,,1
04362851,900160,-7408,,1
04362851,980000,49495,,1
04362851,980010,2,,1
04362851,980020,64,,1
04362851,980030,1,,1
04362851,980220,100,,1
04362851,980260,100,,1
04362851,980281,100,,1
04362851,980285,100,,1
04362851,980310,100,,1
04362852,800940,2087,,1
04362852,900000,40000,,1
04362852,900030,16903,,1
04362852,900160,-6356,,1
04362852,980000,50547,,1
04362852,980010,2,,1
04362852,980020,64,,1
04362852,980030,1,,1
04362852,980220,100,,1
04362852,980260,100,,1
04362852,980281,100,,1
04362852,980285,100,,1
04362852,980310,100,,1
04362861,800940,14950,T,1
04362861,900000,27000,,1
04362861,900160,36654,,1
04362861,980000,63654,,1
04362861,980010,1,,1
04362861,980020,33,,1
04362861,980030,1,,1
04362861,980040,1,,1
04362861,980220,100,,1
04362861,980260,100,,1
04362861,980281,100,,1
04362861,980286,100,,1
04362861,980310,100,,1
04362861,980330,100,,1
04362862,800940,3202,,1
04362862,900000,27000,,1
04362862,900160,7429,,1
04362862,980000,34429,,1
04362862,980010,1,,1
04362862,980020,33,,1
04362862,980030,1,,1
04362862,980040,1,,1
04362862,980220,100,,1
04362862,980260,100,,1
04362862,980281,100,,1
04362862,980286,100,,1
04362862,980310,100,,1
04362862,980330,100,,1
04362871,800931,1231,,1
04362871,800940,14950,T,1
04362871,900000,69787,,1
04362871,900160,34116,,1
04362871,900180,183,,1
04362871,980000,104085,,1
04362871,980010,2,,1
04362871,980020,25,,1
04362871,980030,2,,1
04362871,980040,2,,1
04362871,980210,100,,1
04362871,980260,100,,1
04362871,980281,100,,1
04362871,980286,100,,1
04362871,980300,100,,1
04362871,980330,100,,1
04362872,800931,1231,,1
04362872,800940,5446,,1
04362872,900000,259181,T,1
04362872,900160,9734,,1
04362872,900180,236,,1
04362872,980000,269151,T,1
04362872,980010,2,,1
04362872,980020,25,,1
04362872,980030,2,,1
04362872,980040,2,,1
04362872,980210,100,,1
04362872,980260,100,,1
04362872,980281,100,,1
04362872,980286,100,,1
04362872,980300,100,,1
04362872,980330,100,,1
04362891,900000,12396,,1
04362891,980000,12396,,1
04362891,980010,6,,1
04362891,980020,33,,1
04362891,980030,1,,1
