NEWID,UCC,AMOUNT,AMOUNT_,PUB_FLAG
04621551,900030,37094,,1
04621551,980000,37094,,1
04621551,980010,2,,1
04621551,980020,68,,1
04621551,980040,1,,1
04621551,980060,2,,1
04621551,980090,100,,1
04621551,980220,100,,1
04621551,980240,100,,1
04621551,980281,100,,1
04621551,980286,100,,1
04621551,980310,100,,1
04621551,980330,100,,1
04621552,900030,37094,,1
04621552,980000,37094,,1
04621552,980010,2,,1
04621552,980020,68,,1
04621552,980040,1,,1
04621552,980060,2,,1
04621552,980090,100,,1
04621552,980220,100,,1
04621552,980240,100,,1
04621552,980281,100,,1
04621552,980286,100,,1
04621552,980310,100,,1
04621552,980330,100,,1
04621561,900000,47120,,1
04621561,980000,47120,,1
04621561,980010,2,,1
04621561,980020,28,,1
04621561,980030,2,,1
04621561,980040,2,,1
04621561,980210,100,,1
04621561,980260,100,,1
04621561,980281,100,,1
04621561,980285,100,,1
04621561,980310,100,,1
04621561,980330,100,,1
04621562,900000,71196,,1
04621562,980000,71196,,1
04621562,980010,2,,1
04621562,980020,28,,1
04621562,980030,2,,1
04621562,980040,2,,1
04621562,980210,100,,1
04621562,980260,100,,1
04621562,980281,100,,1
04621562,980285,100,,1
04621562,980310,100,,1
04621562,980330,100,,1
04621571,800931,5030,,1
04621571,900000,242583,,1
04621571,980000,242583,,1
04621571,980010,5,,1
04621571,980020,52,,1
04621571,980030,5,,1
04621571,980040,5,,1
04621571,980090,100,,1
04621571,980220,100,,1
04621571,980230,100,,1
04621571,980281,100,,1
04621571,980286,100,,1
04621571,980310,100,,1
04621571,980330,100,,1
04621572,800931,5030,,1
04621572,900000,214919,,1
04621572,980000,214919,,1
04621572,980010,5,,1
04621572,980020,52,,1
04621572,980030,5,,1
04621572,980040,5,,1
04621572,980090,100,,1
04621572,980220,100,,1
04621572,980230,100,,1
04621572,980281,100,,1
04621572,980286,100,,1
04621572,980310,100,,1
04621572,980330,100,,1
04621581,800932,62718,T,1
04621581,900000,56000,,1
04621581,980000,56000,,1
04621581,980010,1,,1
04621581,980020,69,,1
04621581,980030,1,,1
04621581,980040,2,,1
04621581,980060,1,,1
04621581,980090,100,,1
04621581,980210,100,,1
04621581,980240,100,,1
04621581,980281,100,,1
04621581,980286,100,,1
04621581,980310,100,,1
04621581,980330,100,,1
04621582,800932,62718,T,1
04621582,900000,56000,,1
04621582,980000,56000,,1
04621582,980010,1,,1
04621582,980020,69,,1
04621582,980030,1,,1
04621582,980040,2,,1
04621582,980060,1,,1
04621582,980090,100,,1
04621582,980210,100,,1
04621582,980240,100,,1
04621582,980281,100,,1
04621582,980286,100,,1
04621582,980310,100,,1
04621582,980330,100,,1
04621601,900000,21000,,1
04621601,900150,1208,,1
04621601,900210,7460,,1
04621601,980000,29668,,1
04621601,980010,3,,1
04621601,980020,38,,1
04621601,980030,1,,1
04621601,980040,1,,1
04621601,980050,2,,1
04621601,980220,100,,1
04621601,980260,100,,1
04621601,980283,100,,1
04621601,980286,100,,1
04621601,980310,100,,1
04621601,980330,100,,1
04621602,900000,21000,,1
04621602,900150,1208,,1
04621602,900210,7460,,1
04621602,980000,29668,,1
04621602,980010,3,,1
04621602,980020,38,,1
04621602,980030,1,,1
04621602,980040,1,,1
04621602,980050,2,,1
04621602,980220,100,,1
04621602,980260,100,,1
04621602,980283,100,,1
04621602,980286,100,,1
04621602,980310,100,,1
04621602,980330,100,,1
04621611,800931,12000,,1
04621611,800932,20500,,1
04621611,900000,60000,,1
04621611,900180,130,,1
04621611,980000,60130,,1
04621611,980010,1,,1
04621611,980020,51,,1
04621611,980030,1,,1
04621611,980040,1,,1
04621611,980090,100,,1
04621611,980210,100,,1
04621611,980240,100,,1
04621611,980281,100,,1
04621611,980286,100,,1
04621611,980310,100,,1
04621611,980330,100,,1
04621612,800931,12000,,1
04621612,800932,20500,,1
04621612,900000,60000,,1
04621612,900180,130,,1
04621612,980000,60130,,1
04621612,980010,1,,1
04621612,980020,51,,1
04621612,980030,1,,1
04621612,980040,1,,1
04621612,980090,100,,1
04621612,980210,100,,1
04621612,980240,100,,1
04621612,980281,100,,1
04621612,980286,100,,1
04621612,980310,100,,1
04621612,980330,100,,1
04621671,900000,126774,,1
04621671,900140,30000,,1
04621671,980000,156774,,1
04621671,980010,2,,1
04621671,980020,32,,1
04621671,980030,2,,1
04621671,980040,2,,1
04621671,980220,100,,1
04621671,980260,100,,1
04621671,980281,100,,1
04621671,980286,100,,1
04621671,980310,100,,1
04621671,980330,100,,1
04621672,900000,126557,,1
04621672,900140,30000,,1
04621672,980000,156557,,1
04621672,980010,2,,1
04621672,980020,32,,1
04621672,980030,2,,1
04621672,980040,2,,1
04621672,980220,100,,1
04621672,980260,100,,1
04621672,980281,100,,1
04621672,980286,100,,1
04621672,980310,100,,1
04621672,980330,100,,1
04621731,900000,61240,,1
04621731,980000,61240,,1
04621731,980010,4,,1
04621731,980020,34,,1
04621731,980030,2,,1
04621731,980040,2,,1
04621731,980050,2,,1
04621731,980090,100,,1
04621731,980220,100,,1
04621731,980240,100,,1
04621731,980281,100,,1
04621731,980285,100,,1
04621731,980290,100,,1
04621731,980330,100,,1
04621732,900000,60071,,1
04621732,980000,60071,,1
04621732,980010,4,,1
04621732,980020,34,,1
04621732,980030,2,,1
04621732,980040,2,,1
04621732,980050,2,,1
04621732,980090,100,,1
04621732,980220,100,,1
04621732,980240,100,,1
04621732,980281,100,,1
04621732,980285,100,,1
04621732,980290,100,,1
04621732,980330,100,,1
04621741,900000,181609,,1
04621741,900030,18979,,1
04621741,900220,254000,T,1
04621741,980000,200588,,1
04621741,980010,4,,1
04621741,980020,65,,1
04621741,980030,3,,1
04621741,980040,3,,1
04621741,980060,2,,1
04621741,980090,100,,1
04621741,980210,100,,1
04621741,980230,100,,1
04621741,980281,100,,1
04621741,980286,100,,1
04621741,980310,100,,1
04621741,980330,100,,1
04621742,900000,180160,,1
04621742,900030,20066,,1
04621742,900220,254000,T,1
04621742,980000,200226,,1
04621742,980010,4,,1
04621742,980020,65,,1
04621742,980030,3,,1
04621742,980040,3,,1
04621742,980060,2,,1
04621742,980090,100,,1
04621742,980210,100,,1
