NEWID,UCC,AMOUNT,IMPNUM,PUB_FLAG,AMOUNT_
04621551,900030,37094,1,1,
04621551,900030,37094,2,1,
04621551,900030,37094,3,1,
04621551,900030,37094,4,1,
04621551,900030,37094,5,1,
04621551,980000,37094,1,1,
04621551,980000,37094,2,1,
04621551,980000,37094,3,1,
04621551,980000,37094,4,1,
04621551,980000,37094,5,1,
04621552,900030,37094,1,1,
04621552,900030,37094,2,1,
04621552,900030,37094,3,1,
04621552,900030,37094,4,1,
04621552,900030,37094,5,1,
04621552,980000,37094,1,1,
04621552,980000,37094,2,1,
04621552,980000,37094,3,1,
04621552,980000,37094,4,1,
04621552,980000,37094,5,1,
04621561,900000,48654,1,1,
04621561,900000,48396,2,1,
04621561,900000,48819,3,1,
04621561,900000,47687,4,1,
04621561,900000,42044,5,1,
04621561,980000,48654,1,1,
04621561,980000,48396,2,1,
04621561,980000,48819,3,1,
04621561,980000,47687,4,1,
04621561,980000,42044,5,1,
04621562,900000,74099,1,1,
04621562,900000,43151,2,1,
04621562,900000,129264,3,1,
04621562,900000,59111,4,1,
04621562,900000,50355,5,1,
04621562,980000,74099,1,1,
04621562,980000,43151,2,1,
04621562,980000,129264,3,1,
04621562,980000,59111,4,1,
04621562,980000,50355,5,1,
04621571,900000,218067,1,1,
04621571,900000,247059,2,1,
04621571,900000,299250,3,1,
04621571,900000,221498,4,1,
04621571,900000,227039,5,1,
04621571,980000,218067,1,1,
04621571,980000,247059,2,1,
04621571,980000,299250,3,1,
04621571,980000,221498,4,1,
04621571,980000,227039,5,1,
04621572,900000,198277,1,1,
04621572,900000,214676,2,1,
04621572,900000,210626,3,1,
04621572,900000,232029,4,1,
04621572,900000,218985,5,1,
04621572,980000,198277,1,1,
04621572,980000,214676,2,1,
04621572,980000,210626,3,1,
04621572,980000,232029,4,1,
04621572,980000,218985,5,1,
04621581,900000,56000,1,1,
04621581,900000,56000,2,1,
04621581,900000,56000,3,1,
04621581,900000,56000,4,1,
04621581,900000,56000,5,1,
04621581,980000,56000,1,1,
04621581,980000,56000,2,1,
04621581,980000,56000,3,1,
04621581,980000,56000,4,1,
04621581,980000,56000,5,1,
04621582,900000,56000,1,1,
04621582,900000,56000,2,1,
04621582,900000,56000,3,1,
