NEWID,ALLOC,COST,GIFT,PUB_FLAG,UCC,EXPNSQDY,EXPN_QDY,EXPNWKDY,EXPN_KDY,EXPNMO,EXPNMO_,EXPNYR,EXPNYR_
04529452,0,0.97000,2,2,660000,,B,,B,,B,,B
04529452,0,2.47000,2,2,660000,,B,,B,,B,,B
04529452,0,1.47000,2,2,660000,,B,,B,,B,,B
04529452,0,1.96000,2,2,660000,,B,,B,,B,,B
04529452,0,0.82000,2,2,660000,,B,,B,,B,,B
04529511,1,100.24985,2,1,002100,7,D,4,D,07,D,2020,D
04529511,0,3.64000,2,2,010210,5,D,2,D,07,D,2020,D
04529511,0,8.98000,2,2,030410,5,D,2,D,07,D,2020,D
04529511,1,4.50000,2,2,050210,5,D,2,D,07,D,2020,D
04529511,1,4.73252,2,2,050210,5,D,2,D,07,D,2020,D
04529511,1,4.26748,2,2,050310,5,D,2,D,07,D,2020,D
04529511,0,3.08000,2,2,090110,5,D,2,D,07,D,2020,D
04529511,0,4.97000,2,2,120110,5,D,2,D,07,D,2020,D
04529511,0,5.98000,2,2,130310,5,D,2,D,07,D,2020,D
04529511,1,1.07126,2,2,170110,5,D,2,D,07,D,2020,D
04529511,1,3.00000,2,2,170110,5,D,2,D,07,D,2020,D
04529511,1,0.96874,2,2,170210,5,D,2,D,07,D,2020,D
04529511,0,2.04000,2,2,170210,5,D,2,D,07,D,2020,D
04529511,0,2.18000,2,2,180310,5,D,2,D,07,D,2020,D
04529511,0,6.00000,2,2,180710,5,D,2,D,07,D,2020,D
04529511,0,23.67000,2,2,190211,5,D,2,D,07,D,2020,D
04529511,0,26.12000,2,2,190212,3,D,7,D,07,D,2020,D
04529511,0,285.00000,2,1,270000,6,D,3,D,07,D,2020,D
04529511,0,6.47000,2,2,330310,5,D,2,D,07,D,2020,D
04529511,0,75.78000,2,1,340310,7,D,4,D,07,D,2020,D
04529511,0,65.00000,2,1,470111,3,D,7,D,07,D,2020,D
04529511,0,18.74000,2,1,480213,5,D,2,D,07,D,2020,D
04529511,0,23.00000,2,2,490000,3,D,7,D,07,D,2020,D
04529511,1,33.04408,2,2,490000,5,D,2,D,07,D,2020,D
04529511,1,62.17547,2,2,490000,5,D,2,D,07,D,2020,D
04529511,1,237.90831,2,1,490300,5,D,2,D,07,D,2020,D
04529511,1,52.37544,2,1,490312,5,D,2,D,07,D,2020,D
04529511,1,98.54919,2,1,490312,5,D,2,D,07,D,2020,D
04529511,0,60.00000,2,1,490312,6,D,3,D,07,D,2020,D
04529511,1,114.58047,2,1,490313,5,D,2,D,07,D,2020,D
04529511,1,241.06703,2,1,490315,5,D,2,D,07,D,2020,D
04529511,1,118.22223,2,1,500110,7,D,4,D,07,D,2020,D
04529511,0,50.25000,2,1,520110,6,D,3,D,07,D,2020,D
04529511,0,7.00000,2,1,520410,6,D,3,D,07,D,2020,D
04529511,1,2.00000,2,1,520541,5,D,2,D,07,D,2020,D
04529511,1,93.52792,2,1,580000,7,D,4,D,07,D,2020,D
04529511,0,24.90000,2,2,610310,6,D,3,D,07,D,2020,D
04529511,0,993.99000,2,2,620420,6,D,3,D,07,D,2020,D
04529511,1,30.45881,2,1,650110,4,D,1,D,07,D,2020,D
04529511,1,29.54119,2,1,650210,4,D,1,D,07,D,2020,D
04529512,1,4.14082,2,2,010110,5,D,2,D,07,D,2020,D
04529512,1,2.39747,2,2,020310,5,D,2,D,07,D,2020,D
04529512,1,9.00000,2,2,030110,2,D,6,D,07,D,2020,D
04529512,1,9.46504,2,2,050210,3,D,7,D,07,D,2020,D
04529512,1,8.53496,2,2,050310,3,D,7,D,07,D,2020,D
04529512,1,4.12577,2,2,060110,3,D,7,D,07,D,2020,D
04529512,1,3.37423,2,2,060210,3,D,7,D,07,D,2020,D
04529512,0,6.00000,2,2,070230,3,D,7,D,07,D,2020,D
04529512,0,3.00000,2,2,090110,3,D,7,D,07,D,2020,D
04529512,1,4.14805,2,2,110210,2,D,6,D,07,D,2020,D
04529512,1,2.09171,2,2,110210,5,D,2,D,07,D,2020,D
04529512,1,5.85195,2,2,110310,2,D,6,D,07,D,2020,D
04529512,1,3.49556,2,2,120210,2,D,6,D,07,D,2020,D
04529512,1,1.50444,2,2,120410,2,D,6,D,07,D,2020,D
04529512,1,2.71000,2,2,170210,3,D,7,D,07,D,2020,D
04529512,0,3.98000,2,2,180310,3,D,7,D,07,D,2020,D
04529512,0,0.40000,2,2,180410,5,D,2,D,07,D,2020,D
04529512,0,2.64000,2,2,180520,5,D,2,D,07,D,2020,D
04529512,0,2.64000,2,2,180520,5,D,2,D,07,D,2020,D
04529512,0,2.64000,2,2,180520,3,D,7,D,07,D,2020,D
04529512,0,15.85000,2,2,190211,5,D,2,D,07,D,2020,D
04529512,0,59.61000,2,2,190212,1,D,5,D,07,D,2020,D
04529512,1,2.51466,2,2,190311,7,D,4,D,07,D,2020,D
04529512,0,62.37000,2,1,230110,3,D,7,D,07,D,2020,D
04529512,1,36.56897,2,1,260210,7,D,4,D,07,D,2020,D
04529512,0,162.57000,2,1,270210,7,D,4,D,07,D,2020,D
04529512,0,71.67000,2,1,270311,5,D,2,D,07,D,2020,D
04529512,1,124.04777,2,1,290430,7,D,4,D,07,D,2020,D
04529512,0,4.30000,2,2,320140,3,D,7,D,07,D,2020,D
04529512,0,1.36000,2,2,320380,5,D,2,D,07,D,2020,D
04529512,0,1.88000,2,1,320610,5,D,2,D,07,D,2020,D
04529512,0,1.08000,2,2,320905,3,D,7,D,07,D,2020,D
04529512,1,3.63995,2,2,330210,7,D,4,D,07,D,2020,D
04529512,0,7.13000,2,2,330510,5,D,2,D,07,D,2020,D
04529512,1,5.06572,2,2,330510,7,D,4,D,07,D,2020,D
04529512,0,3.25000,2,2,360311,5,D,2,D,07,D,2020,D
04529512,0,6.47000,2,2,360311,5,D,2,D,07,D,2020,D
04529512,0,4.78000,2,2,360420,5,D,2,D,07,D,2020,D
04529512,0,2.17000,2,2,360513,5,D,2,D,07,D,2020,D
04529512,1,10.93293,2,1,470111,7,D,4,D,07,D,2020,D
04529512,0,63.28000,2,1,470111,7,D,4,D,07,D,2020,D
04529512,0,187.40000,2,1,480213,1,D,5,D,07,D,2020,D
04529512,0,30.96000,2,1,480213,2,D,6,D,07,D,2020,D
04529512,0,25.98000,2,1,480213,2,D,6,D,07,D,2020,D
04529512,0,751.43000,2,1,480213,4,D,1,D,07,D,2020,D
04529512,0,116.79000,2,1,480213,5,D,2,D,07,D,2020,D
04529512,0,124.68000,2,1,480213,6,D,3,D,07,D,2020,D
04529512,1,6.32245,2,1,540000,5,D,2,D,07,D,2020,D
04529512,1,3.67755,2,2,550210,5,D,2,D,07,D,2020,D
04529512,0,40.00000,2,1,580000,2,D,6,D,07,D,2020,D
04529512,0,270.00000,2,2,620420,5,D,2,D,07,D,2020,D
04529512,1,9.13764,2,1,650110,5,D,2,D,07,D,2020,D
04529512,1,8.86236,2,1,650210,5,D,2,D,07,D,2020,D
04529551,0,3.99000,2,2,010210,4,D,1,D,07,D,2020,D
04529551,0,6.49000,2,2,010210,4,D,1,D,07,D,2020,D
04529551,0,2.50000,2,2,020210,4,D,1,D,07,D,2020,D
04529551,0,3.00000,2,2,020310,6,D,3,D,07,D,2020,D
04529551,0,8.22000,2,2,030810,5,D,2,D,07,D,2020,D
04529551,0,5.35000,2,2,050310,4,D,1,D,07,D,2020,D
04529551,0,3.44000,2,2,050310,4,D,1,D,07,D,2020,D
04529551,0,10.44000,2,2,090110,4,D,1,D,07,D,2020,D
04529551,0,5.79000,2,2,100110,4,D,1,D,07,D,2020,D
04529551,0,11.62000,2,2,100210,4,D,1,D,07,D,2020,D
04529551,0,5.49000,2,2,140110,6,D,3,D,07,D,2020,D
04529551,0,3.49000,2,2,150310,4,D,1,D,07,D,2020,D
04529551,0,0.85000,2,2,180410,5,D,2,D,07,D,2020,D
04529551,0,2.49000,2,2,180410,6,D,3,D,07,D,2020,D
04529551,0,2.00000,2,2,180710,4,D,1,D,07,D,2020,D
04529551,0,24.19000,2,2,190111,3,D,7,D,07,D,2020,D
04529551,0,3.23000,2,2,330110,5,D,2,D,07,D,2020,D
04529551,0,11.33000,2,2,330310,4,D,1,D,07,D,2020,D
04529551,0,14.02000,1,2,330310,7,D,4,D,07,D,2020,D
04529551,0,33.48000,2,1,470111,2,D,6,D,07,D,2020,D
04529551,0,30.24000,2,1,470111,6,D,3,D,07,D,2020,D
04529552,0,4.99000,2,2,020310,6,D,3,D,07,D,2020,D
04529552,0,2.00000,2,2,020310,2,D,6,D,07,D,2020,D
04529552,0,13.62000,2,2,030110,6,D,3,D,07,D,2020,D
04529552,0,4.53000,2,2,050210,6,D,3,D,07,D,2020,D
04529552,0,6.19000,2,2,050310,1,D,5,D,07,D,2020,D
04529552,0,3.50000,2,2,080110,6,D,3,D,07,D,2020,D
04529552,0,6.98000,2,2,090110,1,D,5,D,07,D,2020,D
04529552,0,10.47000,2,2,090110,6,D,3,D,07,D,2020,D
04529552,0,5.87000,2,2,100210,1,D,5,D,07,D,2020,D
04529552,0,4.19000,2,2,100210,2,D,6,D,07,D,2020,D
04529552,0,12.41000,2,2,100210,6,D,3,D,07,D,2020,D
04529552,0,4.25000,2,2,110410,4,D,1,D,07,D,2020,D
04529552,0,1.79000,2,2,140210,6,D,3,D,07,D,2020,D
04529552,0,1.99000,2,2,180310,2,D,6,D,07,D,2020,D
04529552,0,3.99000,2,2,180310,2,D,6,D,07,D,2020,D
04529552,0,1.99000,2,2,180310,2,D,6,D,07,D,2020,D
04529552,0,0.99000,2,2,180410,6,D,3,D,07,D,2020,D
04529552,0,2.19000,2,2,180420,2,D,6,D,07,D,2020,D
04529552,0,1.39000,2,2,180510,2,D,6,D,07,D,2020,D
04529552,0,2.00000,2,2,180520,2,D,6,D,07,D,2020,D
04529552,0,6.99000,2,2,180710,1,D,5,D,07,D,2020,D
04529552,0,1.00000,2,2,180710,6,D,3,D,07,D,2020,D
04529552,0,1.70000,2,2,180710,6,D,3,D,07,D,2020,D
04529552,0,2.16000,2,2,320140,5,D,2,D,07,D,2020,D
04529552,0,5.39000,2,2,330110,6,D,3,D,07,D,2020,D
04529552,0,3.23000,2,2,330110,6,D,3,D,07,D,2020,D
04529552,0,2.16000,2,2,330210,5,D,2,D,07,D,2020,D
04529552,0,1.29000,2,2,330410,6,D,3,D,07,D,2020,D
04529552,0,5.39000,2,2,330510,1,D,5,D,07,D,2020,D
04529552,0,33.48000,2,1,470111,3,D,7,D,07,D,2020,D
04529561,0,5.44000,2,2,190111,3,D,4,D,07,D,2020,D
04529561,0,5.45000,2,2,190111,6,D,7,D,07,D,2020,D
04529561,1,6.89000,2,2,190321,1,D,2,D,07,D,2020,D
04529561,0,50.00000,2,1,270000,6,D,7,D,07,D,2020,D
04529561,0,30.00000,2,1,470111,5,D,6,D,07,D,2020,D
04529562,0,1.29000,2,2,010310,5,D,6,D,07,D,2020,D
04529562,1,1.26547,2,2,020110,5,D,6,D,07,D,2020,D
04529562,1,1.12453,2,2,020210,5,D,6,D,07,D,2020,D
04529562,0,2.98000,2,2,020410,5,D,6,D,07,D,2020,D
04529562,1,12.55709,2,2,030410,5,D,6,D,07,D,2020,D
04529562,1,11.31108,2,2,030610,5,D,6,D,07,D,2020,D
04529562,1,8.47217,2,2,050210,5,D,6,D,07,D,2020,D
04529562,1,7.63965,2,2,050310,5,D,6,D,07,D,2020,D
04529562,0,2.29000,2,2,080110,5,D,6,D,07,D,2020,D
04529562,0,1.39000,2,2,150310,5,D,6,D,07,D,2020,D
04529562,0,2.68000,2,2,170510,5,D,6,D,07,D,2020,D
04529562,0,5.00000,2,2,180110,5,D,6,D,07,D,2020,D
04529562,0,1.29000,2,2,180510,5,D,6,D,07,D,2020,D
04529562,0,7.29000,2,2,190111,3,D,4,D,07,D,2020,D
04529562,0,175.00000,2,1,270210,5,D,6,D,07,D,2020,D
04529562,0,25.00000,2,1,470111,3,D,4,D,07,D,2020,D
04529562,0,20.00000,2,1,470111,7,D,1,D,07,D,2020,D
04529581,0,50.00000,2,1,004000,4,D,1,D,08,D,2020,D
04529581,0,1.00000,2,2,010320,3,D,7,D,08,D,2020,D
04529581,1,1.63611,2,2,020110,4,D,1,D,08,D,2020,D
04529581,1,1.45389,2,2,020210,4,D,1,D,08,D,2020,D
04529581,0,1.69000,2,2,020310,4,D,1,D,08,D,2020,D
04529581,0,0.99000,2,2,020610,4,D,1,D,08,D,2020,D
04529581,1,1.10021,2,2,060110,3,D,7,D,08,D,2020,D
04529581,1,1.42477,2,2,060110,4,D,1,D,08,D,2020,D
04529581,1,0.89979,2,2,060210,3,D,7,D,08,D,2020,D
04529581,1,1.16523,2,2,060210,4,D,1,D,08,D,2020,D
04529581,0,1.58000,2,2,070110,4,D,1,D,08,D,2020,D
04529581,0,4.50000,2,2,100210,3,D,7,D,08,D,2020,D
04529581,0,2.99000,2,2,100410,4,D,1,D,08,D,2020,D
04529581,0,0.99000,2,2,120410,4,D,1,D,08,D,2020,D
04529581,0,1.09000,2,2,140110,4,D,1,D,08,D,2020,D
04529581,0,1.49000,2,2,140110,4,D,1,D,08,D,2020,D
04529581,0,3.25000,2,2,140420,3,D,7,D,08,D,2020,D
04529581,0,6.00000,2,2,170210,3,D,7,D,08,D,2020,D
04529581,0,3.75000,2,2,180110,3,D,7,D,08,D,2020,D
04529581,0,0.59000,2,2,180110,4,D,1,D,08,D,2020,D
04529581,0,1.59000,2,2,180110,4,D,1,D,08,D,2020,D
04529581,0,1.59000,2,2,180220,4,D,1,D,08,D,2020,D
04529581,0,4.99000,2,2,180220,4,D,1,D,08,D,2020,D
04529581,0,0.99000,2,2,180611,4,D,1,D,08,D,2020,D
04529581,0,3.49000,2,2,180611,4,D,1,D,08,D,2020,D
04529581,0,2.00000,2,2,180612,3,D,7,D,08,D,2020,D
04529581,0,2.95000,2,2,180710,3,D,7,D,08,D,2020,D
04529581,0,8.00000,2,2,190111,2,D,6,D,07,D,2020,D
04529581,0,17.00000,2,2,190111,3,D,7,D,08,D,2020,D
04529581,0,7.50000,2,2,190211,1,D,5,D,07,D,2020,D
04529581,0,8.59000,2,1,240120,1,D,5,D,07,D,2020,D
04529581,0,8.59000,2,1,320610,1,D,5,D,07,D,2020,D
04529581,0,3.59000,2,2,330510,1,D,5,D,07,D,2020,D
04529581,0,9.28000,2,2,330510,1,D,5,D,07,D,2020,D
04529581,0,2.15000,2,2,330510,1,D,5,D,07,D,2020,D
04529581,0,22.00000,2,2,340110,6,D,3,D,08,D,2020,D
04529581,0,25.00000,2,1,470111,1,D,5,D,07,D,2020,D
04529581,1,45.97684,2,1,540000,1,D,5,D,07,D,2020,D
04529581,1,26.74316,2,2,550210,1,D,5,D,07,D,2020,D
04529581,0,15.44000,2,2,610310,3,D,7,D,08,D,2020,D
04529581,0,4.31000,2,2,640310,1,D,5,D,07,D,2020,D
04529582,0,2.69000,2,2,020310,1,D,5,D,08,D,2020,D
04529582,0,1.19000,2,2,020310,1,D,5,D,08,D,2020,D
04529582,0,1.79000,2,2,020510,1,D,5,D,08,D,2020,D
04529582,0,0.98000,2,2,020610,1,D,5,D,08,D,2020,D
04529582,1,2.74501,2,2,060110,1,D,5,D,08,D,2020,D
04529582,1,2.24499,2,2,060210,1,D,5,D,08,D,2020,D
04529582,0,3.99000,2,2,060310,1,D,5,D,08,D,2020,D
04529582,0,1.59000,2,2,100210,1,D,5,D,08,D,2020,D
04529582,0,0.58000,2,2,110210,1,D,5,D,08,D,2020,D
04529582,0,3.89000,2,2,110410,1,D,5,D,08,D,2020,D
04529582,0,2.05000,2,2,110410,1,D,5,D,08,D,2020,D
04529582,0,0.95000,2,2,120310,1,D,5,D,08,D,2020,D
04529582,0,0.55000,2,2,120410,1,D,5,D,08,D,2020,D
04529582,0,0.99000,2,2,120410,1,D,5,D,08,D,2020,D
04529582,0,1.39000,2,2,120410,1,D,5,D,08,D,2020,D
04529582,0,1.00000,2,2,150110,1,D,5,D,08,D,2020,D
04529582,1,1.85053,2,2,170310,1,D,5,D,08,D,2020,D
04529582,1,1.94819,2,2,170310,1,D,5,D,08,D,2020,D
04529582,1,1.93947,2,2,170410,1,D,5,D,08,D,2020,D
04529582,1,2.04181,2,2,170410,1,D,5,D,08,D,2020,D
04529582,0,3.19000,2,2,170520,1,D,5,D,08,D,2020,D
04529582,0,0.89000,2,2,180310,1,D,5,D,08,D,2020,D
04529582,0,3.99000,2,2,180310,1,D,5,D,08,D,2020,D
04529582,0,17.50000,2,2,190111,2,D,6,D,08,D,2020,D
04529582,0,40.29000,2,2,190112,7,D,4,D,08,D,2020,D
04529582,0,4.32000,2,2,320345,3,D,7,D,08,D,2020,D
04529582,0,2.00000,2,2,330110,1,D,5,D,08,D,2020,D
04529582,0,4.32000,2,2,330110,1,D,5,D,08,D,2020,D
04529582,1,3.00000,2,2,330410,3,D,7,D,08,D,2020,D
04529582,0,7.13000,2,2,610310,6,D,3,D,08,D,2020,D
04529582,0,19.42000,2,1,610320,1,D,5,D,08,D,2020,D
04529582,1,15.22941,2,1,650110,5,D,2,D,08,D,2020,D
04529582,1,14.77059,2,1,650210,5,D,2,D,08,D,2020,D
04529582,1,19.17000,2,2,660000,7,D,4,D,08,D,2020,D
04529641,0,1.76000,2,1,002100,6,D,6,D,07,D,2020,D
04529641,1,12.98000,2,1,002100,6,D,6,D,07,D,2020,D
04529641,0,5.72000,2,1,002100,6,D,6,D,07,D,2020,D
04529641,0,83.00000,2,1,002100,6,D,6,D,07,D,2020,D
04529641,0,100.00000,2,1,004000,5,D,5,D,07,D,2020,D
04529641,0,5.00000,2,1,004000,6,D,6,D,07,D,2020,D
04529641,0,8.00000,2,1,004000,6,D,6,D,07,D,2020,D
04529641,0,3.00000,2,1,004190,4,D,4,D,07,D,2020,D
04529641,1,1.47727,2,2,020110,1,D,1,D,07,D,2020,D
04529641,1,1.31273,2,2,020210,1,D,1,D,07,D,2020,D
04529641,0,2.50000,2,2,020310,1,D,1,D,07,D,2020,D
04529641,0,3.00000,2,2,020310,1,D,1,D,07,D,2020,D
04529641,0,3.00000,2,2,020310,1,D,1,D,07,D,2020,D
04529641,0,23.99000,2,2,020410,1,D,1,D,07,D,2020,D
04529641,0,6.54000,2,2,030110,1,D,1,D,07,D,2020,D
04529641,0,3.59000,2,2,050310,1,D,1,D,07,D,2020,D
04529641,0,5.49000,2,2,050310,1,D,1,D,07,D,2020,D
04529641,0,3.59000,2,2,050310,1,D,1,D,07,D,2020,D
04529641,0,3.39000,2,2,090110,4,D,4,D,07,D,2020,D
04529641,0,3.39000,2,2,090110,4,D,4,D,07,D,2020,D
04529641,0,3.39000,2,2,090110,4,D,4,D,07,D,2020,D
04529641,0,3.00000,2,2,090110,1,D,1,D,07,D,2020,D
04529641,0,3.00000,2,2,090110,1,D,1,D,07,D,2020,D
04529641,0,3.99000,2,2,100210,5,D,5,D,07,D,2020,D
04529641,0,3.59000,2,2,100210,1,D,1,D,07,D,2020,D
04529641,0,3.49000,2,2,100210,1,D,1,D,07,D,2020,D
04529641,0,2.40000,2,2,100410,1,D,1,D,07,D,2020,D
04529641,0,2.40000,2,2,100410,1,D,1,D,07,D,2020,D
04529641,0,3.33000,2,2,100510,5,D,5,D,07,D,2020,D
