"NEWID","UCC","AMOUNT","AMOUNT_","PUB_FLAG"
"04141712","900000","19200","","1"
"04141712","900160","24000","","1"
"04141712","980000","43200","","1"
"04141712","980010","2","","1"
"04141712","980020","33","","1"
"04141712","980030","2","","1"
"04141712","980040","3","","1"
"04141712","980220","100","","1"
"04141712","980260","100","","1"
"04141712","980281","100","","1"
"04141712","980285","100","","1"
"04141712","980300","100","","1"
"04141712","980330","100","","1"
"04141771","900030","11502","","1"
"04141771","900140","350","","1"
"04141771","900170","800","","1"
"04141771","980000","12652","","1"
"04141771","980010","1","","1"
"04141771","980020","82","","1"
"04141771","980040","1","","1"
"04141771","980060","1","","1"
"04141771","980220","100","","1"
"04141771","980260","100","","1"
"04141771","980281","100","","1"
"04141771","980286","100","","1"
"04141771","980310","100","","1"
"04141771","980330","100","","1"
"04141772","900030","11502","","1"
"04141772","900140","350","","1"
"04141772","900170","800","","1"
"04141772","980000","12652","","1"
"04141772","980010","1","","1"
"04141772","980020","82","","1"
"04141772","980040","1","","1"
"04141772","980060","1","","1"
"04141772","980220","100","","1"
"04141772","980260","100","","1"
"04141772","980281","100","","1"
"04141772","980286","100","","1"
"04141772","980310","100","","1"
"04141772","980330","100","","1"
"04141781","800931","5500","","1"
"04141781","800932","72154","T","1"
"04141781","900000","189136","","1"
"04141781","900180","120","","1"
"04141781","980000","189256","","1"
"04141781","980010","5","","1"
"04141781","980020","48","","1"
"04141781","980030","3","","1"
"04141781","980040","4","","1"
"04141781","980050","2","","1"
"04141781","980090","100","","1"
"04141781","980210","100","","1"
"04141781","980230","100","","1"
"04141781","980281","100","","1"
"04141781","980286","100","","1"
"04141781","980310","100","","1"
"04141781","980330","100","","1"
"04141782","800931","5500","","1"
"04141782","800932","72154","T","1"
"04141782","900000","189136","","1"
"04141782","900180","120","","1"
"04141782","980000","189256","","1"
"04141782","980010","5","","1"
"04141782","980020","48","","1"
"04141782","980030","3","","1"
"04141782","980040","4","","1"
"04141782","980050","2","","1"
"04141782","980090","100","","1"
"04141782","980210","100","","1"
"04141782","980230","100","","1"
"04141782","980281","100","","1"
"04141782","980286","100","","1"
"04141782","980310","100","","1"
"04141782","980330","100","","1"
"04141801","900160","51914","","1"
"04141801","980000","51914","","1"
"04141801","980010","2","","1"
"04141801","980020","56","","1"
"04141801","980030","1","","1"
"04141801","980090","100","","1"
"04141801","980220","100","","1"
"04141801","980250","100","","1"
"04141801","980281","100","","1"
"04141801","980286","100","","1"
"04141801","980300","100","","1"
"04141802","900160","64692","","1"
"04141802","980000","64692","","1"
"04141802","980010","2","","1"
"04141802","980020","68","","1"
"04141802","980030","1","","1"
"04141802","980060","2","","1"
"04141802","980090","100","","1"
"04141802","980220","100","","1"
"04141802","980250","100","","1"
"04141802","980281","100","","1"
"04141802","980286","100","","1"
"04141802","980300","100","","1"
"04141831","900000","59306","","1"
"04141831","980000","59306","","1"
"04141831","980010","2","","1"
"04141831","980020","30","","1"
"04141831","980030","2","","1"
"04141831","980040","1","","1"
"04141831","980210","100","","1"
"04141831","980260","100","","1"
"04141831","980281","100","","1"
"04141831","980285","100","","1"
"04141831","980300","100","","1"
"04141831","980330","100","","1"
"04141832","900000","59075","","1"
"04141832","980000","59075","","1"
"04141832","980010","2","","1"
"04141832","980020","30","","1"
"04141832","980030","2","","1"
"04141832","980040","1","","1"
"04141832","980210","100","","1"
"04141832","980260","100","","1"
"04141832","980281","100","","1"
"04141832","980285","100","","1"
"04141832","980300","100","","1"
"04141832","980330","100","","1"
"04141841","900000","2000","","1"
"04141841","900030","23226","","1"
"04141841","980000","25226","","1"
"04141841","980010","1","","1"
"04141841","980020","67","","1"
"04141841","980030","1","","1"
"04141841","980040","1","","1"
"04141841","980060","1","","1"
"04141841","980220","100","","1"
"04141841","980260","100","","1"
"04141841","980270","100","","1"
"04141841","980286","100","","1"
"04141841","980310","100","","1"
"04141841","980330","100","","1"
"04141842","900000","2000","","1"
"04141842","900030","23226","","1"
"04141842","980000","25226","","1"
