"NEWID","UCC","AMOUNT","IMPNUM","PUB_FLAG","AMOUNT_"
"04111491","900000","169509","1","1",""
"04111491","900000","179543","2","1",""
"04111491","900000","171657","3","1",""
"04111491","900000","223164","4","1",""
"04111491","900000","147979","5","1",""
"04111491","980000","169509","1","1",""
"04111491","980000","179543","2","1",""
"04111491","980000","171657","3","1",""
"04111491","980000","223164","4","1",""
"04111491","980000","147979","5","1",""
"04111492","900000","168143","1","1",""
"04111492","900000","180544","2","1",""
"04111492","900000","193098","3","1",""
"04111492","900000","179119","4","1",""
"04111492","900000","149737","5","1",""
"04111492","980000","168143","1","1",""
"04111492","980000","180544","2","1",""
"04111492","980000","193098","3","1",""
"04111492","980000","179119","4","1",""
"04111492","980000","149737","5","1",""
"04111501","900000","163000","1","1",""
"04111501","900000","163000","2","1",""
"04111501","900000","163000","3","1",""
"04111501","900000","163000","4","1",""
"04111501","900000","163000","5","1",""
"04111501","980000","163000","1","1",""
"04111501","980000","163000","2","1",""
"04111501","980000","163000","3","1",""
"04111501","980000","163000","4","1",""
"04111501","980000","163000","5","1",""
"04111502","900000","163000","1","1",""
"04111502","900000","163000","2","1",""
"04111502","900000","163000","3","1",""
"04111502","900000","163000","4","1",""
"04111502","900000","163000","5","1",""
"04111502","980000","163000","1","1",""
"04111502","980000","163000","2","1",""
"04111502","980000","163000","3","1",""
"04111502","980000","163000","4","1",""
"04111502","980000","163000","5","1",""
"04111521","900030","41772","1","1",""
"04111521","900030","39012","2","1",""
"04111521","900030","43224","3","1",""
"04111521","900030","42792","4","1",""
"04111521","900030","23364","5","1",""
"04111521","900170","62864","1","1","T"
"04111521","900170","62864","2","1","T"
"04111521","900170","62864","3","1","T"
"04111521","900170","62864","4","1","T"
"04111521","900170","62864","5","1","T"
"04111521","900180","63869","1","1","T"
"04111521","900180","63869","2","1","T"
"04111521","900180","63869","3","1","T"
"04111521","900180","63869","4","1","T"
"04111521","900180","63869","5","1","T"
"04111521","980000","164766","1","1","T"
"04111521","980000","164766","2","1","T"
"04111521","980000","164766","3","1","T"
"04111521","980000","164766","4","1","T"
"04111521","980000","164766","5","1","T"
"04111522","900030","32772","1","1",""
"04111522","900030","52692","2","1",""
"04111522","900030","64248","3","1",""
"04111522","900030","25032","4","1",""
"04111522","900030","44004","5","1",""
"04111522","900170","62864","1","1","T"
"04111522","900170","62864","2","1","T"
"04111522","900170","62864","3","1","T"
"04111522","900170","62864","4","1","T"
"04111522","900170","62864","5","1","T"
"04111522","900180","63869","1","1","T"
"04111522","900180","63869","2","1","T"
"04111522","900180","63869","3","1","T"
"04111522","900180","63869","4","1","T"
"04111522","900180","63869","5","1","T"
"04111522","980000","170483","1","1","T"
"04111522","980000","170483","2","1","T"
"04111522","980000","170483","3","1","T"
"04111522","980000","170483","4","1","T"
"04111522","980000","170483","5","1","T"
"04111551","900000","49600","1","1",""
"04111551","900000","49600","2","1",""
"04111551","900000","49600","3","1",""
"04111551","900000","49600","4","1",""
"04111551","900000","49600","5","1",""
"04111551","980000","49600","1","1",""
"04111551","980000","49600","2","1",""
"04111551","980000","49600","3","1",""
"04111551","980000","49600","4","1",""
"04111551","980000","49600","5","1",""
"04111552","900000","49600","1","1",""
"04111552","900000","49600","2","1",""
"04111552","900000","49600","3","1",""
"04111552","900000","49600","4","1",""
"04111552","900000","49600","5","1",""
"04111552","980000","49600","1","1",""
"04111552","980000","49600","2","1",""
"04111552","980000","49600","3","1",""
"04111552","980000","49600","4","1",""
"04111552","980000","49600","5","1",""
"04111591","900180","350","1","1",""
"04111591","900180","350","2","1",""
"04111591","900180","350","3","1",""
"04111591","900180","350","4","1",""
"04111591","900180","350","5","1",""
"04111591","980000","350","1","1",""
"04111591","980000","350","2","1",""
"04111591","980000","350","3","1",""
"04111591","980000","350","4","1",""
"04111591","980000","350","5","1",""
"04111592","900180","350","1","1",""
"04111592","900180","350","2","1",""
"04111592","900180","350","3","1",""
"04111592","900180","350","4","1",""
"04111592","900180","350","5","1",""
"04111592","980000","350","1","1",""
"04111592","980000","350","2","1",""
"04111592","980000","350","3","1",""
"04111592","980000","350","4","1",""
"04111592","980000","350","5","1",""
"04111641","900000","129000","1","1",""
"04111641","900000","129000","2","1",""
"04111641","900000","129000","3","1",""
"04111641","900000","129000","4","1",""
"04111641","900000","129000","5","1",""
"04111641","980000","129000","1","1",""
"04111641","980000","129000","2","1",""
"04111641","980000","129000","3","1",""
"04111641","980000","129000","4","1",""
