NEWID,UCC,AMOUNT,IMPNUM,PUB_FLAG,AMOUNT_
03860711,900000,54000,1,1,
03860711,900000,54000,2,1,
03860711,900000,54000,3,1,
03860711,900000,54000,4,1,
03860711,900000,54000,5,1,
03860711,980000,54000,1,1,
03860711,980000,54000,2,1,
03860711,980000,54000,3,1,
03860711,980000,54000,4,1,
03860711,980000,54000,5,1,
03860712,900000,54000,1,1,
03860712,900000,54000,2,1,
03860712,900000,54000,3,1,
03860712,900000,54000,4,1,
03860712,900000,54000,5,1,
03860712,980000,54000,1,1,
03860712,980000,54000,2,1,
03860712,980000,54000,3,1,
03860712,980000,54000,4,1,
03860712,980000,54000,5,1,
03860721,900000,275000,1,1,
03860721,900000,275000,2,1,
03860721,900000,275000,3,1,
03860721,900000,275000,4,1,
03860721,900000,275000,5,1,
03860721,900180,7,1,1,
03860721,900180,84,2,1,
03860721,900180,7,3,1,
03860721,900180,39,4,1,
03860721,900180,290,5,1,
03860721,980000,275007,1,1,
03860721,980000,275084,2,1,
03860721,980000,275007,3,1,
03860721,980000,275039,4,1,
03860721,980000,275290,5,1,
03860722,900000,275000,1,1,
03860722,900000,275000,2,1,
03860722,900000,275000,3,1,
03860722,900000,275000,4,1,
03860722,900000,275000,5,1,
03860722,900180,96,1,1,
03860722,900180,83,2,1,
03860722,900180,32,3,1,
03860722,900180,60,4,1,
03860722,900180,153,5,1,
03860722,980000,275096,1,1,
03860722,980000,275083,2,1,
03860722,980000,275032,3,1,
03860722,980000,275060,4,1,
03860722,980000,275153,5,1,
03860731,900000,258740,1,1,T
03860731,900000,258740,2,1,T
03860731,900000,258740,3,1,T
03860731,900000,258740,4,1,T
03860731,900000,258740,5,1,T
03860731,900140,3744,1,1,
03860731,900140,3665,2,1,
03860731,900140,3150,3,1,
03860731,900140,3854,4,1,
03860731,900140,3704,5,1,
03860731,900170,700,1,1,
03860731,900170,700,2,1,
03860731,900170,700,3,1,
03860731,900170,700,4,1,
03860731,900170,700,5,1,
03860731,900180,34981,1,1,
03860731,900180,34497,2,1,
03860731,900180,33707,3,1,
03860731,900180,31187,4,1,
03860731,900180,32593,5,1,
03860731,980000,296456,1,1,T
03860731,980000,296456,2,1,T
03860731,980000,296456,3,1,T
03860731,980000,296456,4,1,T
03860731,980000,296456,5,1,T
03860732,900000,259283,1,1,T
03860732,900000,259283,2,1,T
03860732,900000,259283,3,1,T
03860732,900000,259283,4,1,T
03860732,900000,259283,5,1,T
03860732,900140,3715,1,1,
03860732,900140,3852,2,1,
03860732,900140,3713,3,1,
03860732,900140,3679,4,1,
03860732,900140,3821,5,1,
03860732,900170,700,1,1,
03860732,900170,700,2,1,
03860732,900170,700,3,1,
03860732,900170,700,4,1,
03860732,900170,700,5,1,
03860732,900180,33757,1,1,
03860732,900180,30082,2,1,
03860732,900180,39768,3,1,
03860732,900180,38817,4,1,
03860732,900180,39593,5,1,
03860732,980000,300142,1,1,T
03860732,980000,300142,2,1,T
03860732,980000,300142,3,1,T
03860732,980000,300142,4,1,T
03860732,980000,300142,5,1,T
03860761,900000,72000,1,1,
03860761,900000,72000,2,1,
03860761,900000,72000,3,1,
03860761,900000,72000,4,1,
03860761,900000,72000,5,1,
